city,material,available_quantity,processing_capacity,imports,exports,future_availability
Coimbatore,textile,1058.43,206.95,88.84,44.4,1077.77
Chennai,paper,216.24,517.55,56.83,79.15,222.13
Coimbatore,metal,292.52,776.07,38.57,120.84,265.7
Salem,metal,1048.92,894.46,94.54,78.61,1075.11
Coimbatore,plastic,566.85,905.63,159.75,23.35,763.98
Tiruppur,metal,511.34,610.58,53.9,99.17,486.38
Erode,paper,579.93,530.85,43.76,132.05,541.41
Salem,textile,111.49,558.78,79.92,82.53,112.38
Coimbatore,metal,376.86,913.7,45.11,103.8,321.42
Erode,paper,193.58,544.41,96.83,6.18,320.0
Coimbatore,paper,820.27,944.5,26.3,52.48,715.65
Coimbatore,plastic,559.91,124.45,144.92,133.3,473.63
Salem,plastic,629.38,682.15,83.57,32.34,710.11
Chennai,battery,617.04,421.3,163.49,102.6,650.92
Chennai,metal,699.44,317.65,24.99,8.54,699.66
Coimbatore,metal,873.74,649.83,171.98,45.9,989.93
Tiruppur,textile,509.13,460.8,87.02,19.22,519.18
Erode,plastic,225.1,140.37,65.56,130.67,109.15
Tiruppur,battery,823.08,998.22,36.36,32.74,839.83
Salem,paper,804.41,823.4,92.23,86.3,759.52
Tiruppur,paper,514.01,318.08,179.24,137.61,637.22
Salem,battery,550.18,668.35,83.23,56.85,534.27
Tiruppur,metal,974.94,900.4,194.2,109.29,983.51
Salem,metal,833.33,714.17,170.6,6.4,1013.67
Erode,paper,815.36,905.63,140.21,64.96,950.72
Salem,textile,646.11,785.14,156.8,144.19,623.75
Salem,paper,445.65,887.12,19.52,79.29,460.21
Chennai,textile,301.93,933.52,118.62,20.18,394.96
Chennai,battery,1198.65,276.05,125.99,65.92,1272.61
Coimbatore,battery,62.35,891.82,94.49,140.08,37.75
Erode,paper,848.36,162.36,151.58,54.01,908.41
Coimbatore,textile,601.34,335.12,36.05,75.76,547.0
Coimbatore,textile,604.17,980.16,170.78,70.95,674.56
Coimbatore,metal,169.53,145.49,173.11,12.23,356.8
Chennai,plastic,1070.81,399.65,46.44,108.76,957.14
Erode,paper,339.4,907.08,116.67,82.99,317.33
Tiruppur,textile,1010.36,615.47,39.55,34.91,1082.79
Salem,textile,813.02,555.53,57.64,102.57,760.4
Chennai,textile,597.66,245.93,29.63,44.04,611.45
Tiruppur,textile,746.73,359.95,161.43,120.77,791.77
Tiruppur,battery,639.4,642.71,95.59,32.8,707.69
Salem,plastic,1197.76,510.68,90.74,57.22,1266.67
Erode,metal,202.43,464.97,53.17,40.42,218.62
Chennai,plastic,1085.43,467.29,163.3,67.39,1225.21
Chennai,battery,1189.32,651.11,79.8,42.38,1277.52
Erode,textile,53.87,442.6,124.21,96.23,61.63
Tiruppur,paper,703.51,103.6,69.36,35.15,697.54
Tiruppur,textile,850.28,583.53,13.53,143.27,737.56
Salem,plastic,1010.87,714.99,101.98,136.79,973.34
Chennai,battery,1178.94,950.06,42.29,145.94,1067.02
Tiruppur,paper,91.22,694.68,60.57,23.77,49.9
Salem,textile,501.48,263.64,124.24,125.24,531.76
Erode,paper,189.64,519.63,10.64,63.26,145.73
Erode,paper,617.61,492.97,61.12,106.56,507.38
Tiruppur,battery,111.03,790.91,136.53,77.29,158.34
Erode,battery,535.67,537.93,122.91,41.4,468.7
Tiruppur,textile,508.35,173.82,110.09,126.74,429.25
Erode,plastic,530.25,290.84,109.09,99.08,488.6
Erode,textile,871.98,977.6,180.42,47.28,955.98
Coimbatore,textile,114.57,919.92,71.26,66.78,52.76
Erode,plastic,866.53,568.35,84.01,80.19,917.87
Tiruppur,plastic,764.29,347.81,13.35,85.14,624.57
Salem,plastic,794.74,908.72,95.54,117.42,759.22
Coimbatore,battery,777.19,771.11,66.04,95.28,734.76
Erode,textile,1138.48,164.57,102.38,91.58,1185.35
Salem,plastic,70.83,647.53,103.38,33.42,107.24
Erode,metal,552.84,324.39,138.53,23.26,649.17
Erode,plastic,506.07,944.58,106.98,72.77,567.49
Salem,battery,1127.05,269.02,111.04,39.04,1219.29
Chennai,textile,317.16,143.85,65.27,62.88,351.97
Chennai,battery,703.87,797.21,173.22,106.64,731.08
Erode,battery,659.34,345.99,161.25,6.17,743.48
Coimbatore,paper,873.56,760.28,187.38,35.32,988.22
Erode,battery,802.01,658.31,143.95,16.95,990.0
Tiruppur,battery,349.72,255.36,36.4,58.13,294.99
Tiruppur,battery,235.77,551.55,185.73,40.85,380.15
Tiruppur,metal,909.82,618.19,171.65,27.49,1015.09
Erode,textile,362.38,645.67,107.61,26.0,485.46
Tiruppur,paper,150.79,488.8,70.96,107.45,128.62
Chennai,battery,156.1,333.43,26.34,44.68,156.37
Erode,metal,634.56,494.52,43.07,30.35,584.8
Chennai,metal,122.62,634.01,191.04,43.0,340.45
Erode,textile,359.53,778.78,55.37,111.95,273.94
Coimbatore,plastic,170.55,570.69,118.8,45.87,277.6
Chennai,battery,996.39,492.26,111.96,45.53,1059.82
Salem,metal,650.22,957.52,124.74,92.84,625.76
Tiruppur,battery,1195.96,795.56,176.67,65.07,1465.67
Coimbatore,paper,238.26,177.69,150.26,44.61,359.15
Erode,paper,850.12,389.72,164.88,84.75,946.62
Chennai,paper,73.19,319.16,27.1,69.1,54.13
Coimbatore,plastic,587.67,864.74,72.16,54.24,597.87
Chennai,textile,1141.12,617.12,154.27,17.98,1318.62
Tiruppur,textile,57.35,242.58,195.95,80.92,203.35
Chennai,plastic,899.36,965.09,32.14,107.89,846.05
Erode,plastic,526.65,129.58,35.82,51.37,543.68
Chennai,metal,80.73,952.93,139.93,143.77,64.01
Tiruppur,metal,441.54,201.41,104.82,8.89,517.98
Coimbatore,textile,493.51,166.04,164.42,89.05,543.28
Chennai,paper,282.09,776.84,144.78,46.94,335.34
Tiruppur,battery,1096.76,139.19,155.5,88.01,1136.96
Chennai,plastic,905.69,969.24,53.55,25.83,944.92
Erode,battery,136.4,386.17,32.0,142.74,53.79
Erode,textile,528.09,635.14,89.8,27.18,677.32
Erode,battery,617.33,248.71,88.79,119.01,573.23
Chennai,plastic,851.01,556.49,55.83,120.44,788.7
Erode,textile,628.37,549.61,144.31,112.99,621.3
Salem,paper,520.99,668.52,119.62,66.13,600.64
Erode,metal,949.45,672.31,104.12,92.38,966.87
Salem,metal,1067.13,790.62,119.32,124.57,1077.61
Salem,textile,546.46,156.04,157.54,142.56,535.5
Coimbatore,paper,520.95,916.95,35.34,134.28,473.41
Chennai,plastic,377.39,701.53,68.96,12.23,340.8
Coimbatore,textile,406.88,156.79,24.21,41.51,413.45
Erode,paper,1199.11,864.74,134.81,127.54,1178.35
Coimbatore,metal,299.0,204.46,179.65,97.75,353.25
Chennai,battery,348.86,271.22,97.17,93.97,289.43
Coimbatore,metal,1098.44,896.55,63.53,98.31,1089.58
Chennai,metal,505.79,517.5,49.59,93.11,354.37
Erode,plastic,1174.33,151.5,121.94,89.62,1211.08
Salem,textile,1098.83,975.1,104.45,38.98,1204.65
Tiruppur,metal,306.36,737.73,17.68,12.45,384.26
Erode,battery,1034.89,792.64,55.97,147.82,998.36
Chennai,battery,500.05,538.76,37.83,130.82,448.79
Chennai,paper,737.75,272.93,51.93,11.87,746.0
Chennai,metal,1008.12,429.75,153.38,68.72,1117.48
Coimbatore,paper,537.54,305.27,23.31,82.65,460.46
Salem,paper,898.75,394.61,167.17,116.5,926.58
Tiruppur,metal,256.59,702.85,87.43,27.67,353.89
Erode,battery,189.66,103.1,184.29,49.2,356.94
Tiruppur,paper,777.12,329.03,173.71,79.01,826.65
Erode,metal,1045.63,570.03,186.18,14.39,1227.82
Tiruppur,battery,583.86,395.27,86.9,124.28,504.93
Erode,metal,553.72,227.79,172.61,20.83,756.27
Erode,textile,514.55,825.75,154.69,112.13,630.31
Salem,battery,215.47,189.19,173.68,126.39,305.04
Coimbatore,paper,307.69,700.89,183.48,68.36,495.19
Salem,battery,1020.25,363.97,134.42,10.82,1212.04
Coimbatore,paper,668.28,849.87,71.47,41.61,732.53
Salem,paper,206.66,421.09,178.9,114.13,234.12
Tiruppur,paper,628.5,728.35,98.78,32.69,631.77
Chennai,paper,922.99,635.99,125.72,36.68,1066.93
Erode,battery,52.1,406.5,164.51,61.28,186.59
Tiruppur,plastic,285.45,924.27,185.4,26.18,428.71
Coimbatore,plastic,255.45,231.13,10.78,141.42,133.24
Salem,textile,361.3,641.63,186.69,129.22,476.6
Erode,paper,1180.93,373.5,71.51,148.51,1096.91
Salem,battery,924.61,942.23,107.24,5.37,987.86
Tiruppur,paper,958.53,494.84,92.07,85.73,952.44
Salem,plastic,590.21,339.73,190.11,57.19,688.37
Salem,battery,1108.02,141.76,75.1,8.31,1149.4
Salem,paper,551.57,205.81,89.2,126.63,577.42
Coimbatore,metal,1136.06,738.34,90.14,66.84,1192.26
Erode,plastic,862.34,475.33,52.5,109.92,806.31
Chennai,battery,207.19,425.78,98.15,66.46,350.34
Coimbatore,paper,561.52,989.92,46.7,116.46,394.06
Tiruppur,textile,1031.56,519.97,174.31,18.6,1245.86
Erode,metal,433.16,448.04,118.49,74.59,408.65
Chennai,paper,631.42,390.98,48.94,117.3,520.87
Coimbatore,paper,295.86,335.48,55.44,133.26,230.97
Tiruppur,metal,948.65,511.79,71.07,132.82,879.27
Tiruppur,metal,582.68,893.35,181.66,100.6,735.87
Salem,plastic,1020.44,935.46,55.21,127.64,987.93
Erode,plastic,723.86,645.71,48.11,54.86,714.75
Salem,paper,165.61,199.26,158.21,132.8,242.92
Salem,metal,128.78,635.95,147.32,144.33,115.92
Tiruppur,paper,849.72,955.89,29.94,10.89,865.59
Tiruppur,metal,792.52,266.69,49.17,41.4,823.21
Salem,metal,1054.98,774.39,173.04,28.46,1152.74
Tiruppur,battery,621.29,361.18,156.32,24.21,783.25
Chennai,plastic,661.82,359.79,34.21,47.91,672.97
Coimbatore,paper,286.84,481.31,136.14,15.28,440.69
Erode,battery,1159.45,120.36,122.09,117.57,1222.48
Chennai,battery,89.43,915.77,184.51,86.4,160.07
Coimbatore,metal,520.79,795.53,86.74,104.12,502.32
Coimbatore,plastic,871.85,430.64,38.35,90.84,844.18
Erode,battery,386.55,629.7,36.03,86.42,323.59
Tiruppur,textile,64.98,636.58,189.05,93.36,190.74
Tiruppur,paper,1176.87,225.35,141.18,63.29,1304.0
Chennai,battery,446.99,437.02,173.47,79.73,591.51
Salem,metal,833.79,177.08,43.94,63.63,819.09
Erode,paper,1047.24,245.45,129.98,138.87,991.85
Erode,battery,500.12,243.24,161.58,56.77,631.58
Coimbatore,battery,776.31,458.33,32.86,47.59,759.37
Coimbatore,paper,1066.72,643.54,141.8,61.46,1163.93
Erode,plastic,1120.62,954.21,190.34,141.83,1194.6
Chennai,plastic,740.63,220.93,84.33,145.84,722.63
Coimbatore,paper,1048.0,183.89,73.49,55.89,1085.74
Erode,battery,650.02,475.3,164.48,116.17,680.04
Coimbatore,plastic,578.69,117.5,42.71,112.49,498.08
Tiruppur,battery,657.74,977.69,121.99,80.79,690.05
Erode,paper,135.02,833.82,132.91,29.82,294.69
Tiruppur,metal,356.97,451.85,56.53,40.26,450.13
Coimbatore,plastic,599.89,589.33,62.25,80.84,491.43
Tiruppur,metal,677.49,399.04,189.99,127.54,744.34
Salem,paper,846.07,440.4,63.36,101.18,809.96
Tiruppur,battery,518.0,915.65,153.8,147.3,530.98
Chennai,plastic,541.28,619.93,66.53,83.56,519.58
Chennai,textile,642.61,101.23,127.02,149.62,631.27
Chennai,metal,290.89,134.44,175.76,114.07,381.46
Coimbatore,paper,592.66,504.22,73.63,82.39,584.04
Tiruppur,paper,92.26,334.39,50.49,130.78,75.82
Chennai,plastic,1086.46,600.8,140.12,6.59,1243.92
Tiruppur,plastic,988.88,118.22,113.14,136.47,943.08
Tiruppur,paper,370.87,365.37,174.52,56.06,440.75
Coimbatore,battery,188.77,991.32,166.91,83.43,369.49
Erode,metal,758.74,204.01,170.1,148.98,764.46
Tiruppur,paper,571.72,740.5,188.06,134.64,661.33
Erode,plastic,627.37,802.73,51.57,131.34,596.4
Erode,paper,246.19,630.33,43.26,103.56,141.09
Chennai,textile,653.99,901.37,10.6,45.91,617.55
Erode,textile,618.75,536.36,76.48,119.45,571.91
Salem,metal,843.14,531.12,67.33,72.84,832.39
Coimbatore,paper,112.07,878.88,107.16,94.75,153.94
Chennai,plastic,91.54,647.68,74.93,52.77,41.39
Tiruppur,battery,1027.62,389.96,71.75,82.41,966.2
Erode,plastic,802.58,662.65,181.8,136.55,874.0
Tiruppur,metal,662.53,301.87,59.34,93.59,619.1
Tiruppur,plastic,1117.36,402.12,154.5,142.9,1161.18
Tiruppur,metal,251.61,180.62,177.32,135.02,295.35
Erode,paper,375.21,484.8,33.77,137.44,320.49
Erode,metal,469.71,369.7,141.02,66.51,527.07
Tiruppur,paper,473.61,966.11,12.82,134.14,285.83
Chennai,paper,67.23,163.47,42.65,8.68,85.83
Salem,metal,305.34,553.31,167.79,26.39,441.21
Tiruppur,plastic,1125.9,806.18,134.04,67.87,1207.24
Chennai,textile,897.27,115.04,104.29,94.12,879.38
Tiruppur,textile,552.81,961.93,83.13,20.0,711.19
Chennai,paper,1070.61,464.63,17.28,12.03,1052.44
Erode,plastic,721.82,670.45,146.28,7.76,847.68
Tiruppur,battery,136.62,676.87,164.91,114.13,151.79
Erode,battery,644.99,450.4,122.64,79.79,687.65
Chennai,plastic,985.67,164.27,26.53,100.67,921.5
Coimbatore,paper,806.16,230.16,85.44,19.86,850.57
Salem,metal,504.32,911.07,194.52,136.89,550.75
Salem,battery,845.92,326.19,182.84,47.63,944.89
Chennai,textile,379.03,333.03,184.85,121.8,430.39
Salem,plastic,934.72,921.73,24.92,124.66,923.6
Tiruppur,metal,852.47,130.69,154.91,9.83,1022.39
Erode,metal,997.11,382.29,96.28,67.17,1021.39
Salem,paper,134.53,272.43,114.79,142.33,176.81
Erode,textile,1091.54,330.13,155.08,108.01,1135.25
Chennai,plastic,400.3,801.93,185.93,108.9,421.73
Salem,plastic,92.81,904.47,180.58,20.53,299.44
Tiruppur,textile,405.38,859.67,51.3,7.15,429.74
Tiruppur,paper,810.54,201.78,198.53,74.68,974.06
Chennai,plastic,1172.38,423.24,74.52,26.03,1235.51
Tiruppur,battery,1106.09,210.58,127.98,94.85,1148.45
Chennai,paper,1023.17,387.84,93.24,73.21,1090.17
Erode,paper,486.76,638.66,120.24,97.28,449.02
Tiruppur,textile,202.79,327.73,18.0,15.53,156.43
Salem,metal,775.57,187.4,195.28,39.34,986.06
Chennai,plastic,347.91,852.98,41.01,8.23,404.16
Salem,textile,130.09,621.76,37.55,9.55,170.69
Chennai,paper,116.16,530.4,131.2,104.58,125.2
Coimbatore,metal,770.32,965.58,95.76,86.31,713.14
Erode,plastic,295.59,112.0,199.8,89.33,427.75
Erode,paper,376.1,656.01,36.15,10.41,431.0
Coimbatore,battery,609.21,348.57,85.58,44.73,690.38
Salem,battery,1140.64,112.37,93.67,98.93,1095.68
Chennai,metal,757.56,247.91,13.9,118.57,677.62
Salem,metal,212.21,617.35,124.67,104.6,293.43
Chennai,battery,361.76,732.73,186.41,104.51,419.88
Erode,paper,307.34,581.62,116.88,106.52,290.32
Erode,textile,214.64,542.5,71.56,130.31,174.19
Tiruppur,plastic,268.82,237.37,76.06,64.77,271.67
Coimbatore,textile,1068.47,731.76,144.59,80.23,1151.21
Tiruppur,battery,342.59,916.62,130.99,68.61,371.12
Erode,plastic,904.44,644.7,185.14,28.52,1101.78
Tiruppur,paper,698.27,151.04,136.16,39.91,784.24
Erode,textile,246.06,137.38,88.67,115.13,176.31
Chennai,metal,720.13,735.4,163.89,93.53,805.36
Chennai,battery,574.96,613.35,96.1,41.67,597.7
Salem,textile,338.15,958.45,95.66,23.82,423.52
Coimbatore,battery,118.03,789.83,177.71,123.88,136.03
Coimbatore,textile,62.33,374.6,85.78,126.11,21.27
Erode,battery,308.4,517.84,44.07,133.18,119.9
Salem,battery,196.25,584.16,57.04,18.39,174.1
Erode,paper,216.94,939.85,102.67,96.19,185.69
Chennai,textile,630.7,227.82,152.83,89.36,710.34
Coimbatore,battery,729.0,686.74,14.96,84.56,628.63
Coimbatore,metal,288.66,287.5,62.48,108.2,291.89
Erode,textile,1098.88,769.34,85.05,18.81,1180.16
Tiruppur,battery,406.92,396.91,46.02,121.99,289.77
Tiruppur,battery,523.04,553.37,164.76,123.8,509.58
Salem,battery,223.17,194.77,166.81,11.38,363.51
Coimbatore,battery,752.24,651.61,153.34,38.66,872.37
Coimbatore,plastic,624.49,964.37,75.27,145.72,504.9
Erode,textile,1088.61,560.8,182.08,63.62,1313.52
Salem,paper,317.58,696.08,105.2,100.55,324.43
Chennai,textile,432.04,410.94,96.07,135.83,362.28
Salem,metal,691.12,274.09,139.47,140.96,658.82
Erode,textile,374.06,286.16,194.57,7.7,524.53
Coimbatore,metal,645.24,390.93,178.64,102.17,695.94
Tiruppur,battery,689.6,675.2,50.17,113.06,555.25
Salem,metal,244.3,776.24,25.89,86.97,86.6
Erode,metal,65.03,527.7,26.34,67.2,69.1
Erode,plastic,1013.81,849.58,38.99,96.41,967.51
Coimbatore,plastic,1140.49,719.85,190.77,86.54,1324.34
Coimbatore,paper,1076.32,215.73,69.05,40.24,1165.41
Tiruppur,paper,885.76,437.74,36.53,35.53,901.11
Erode,textile,959.14,281.14,102.16,93.08,988.74
Erode,textile,692.03,469.28,184.85,132.61,719.25
Coimbatore,battery,1105.35,626.9,145.39,65.33,1197.8
Erode,plastic,620.83,370.4,181.89,18.12,730.52
Tiruppur,textile,668.17,272.21,58.77,23.1,663.57
Chennai,plastic,633.42,161.42,185.45,47.7,833.24
Erode,metal,622.26,865.14,56.94,30.41,630.68
Salem,metal,446.27,773.37,182.45,147.34,503.43
Erode,metal,472.65,983.25,173.69,11.54,577.68
Tiruppur,plastic,209.76,603.41,136.39,140.87,218.44
Salem,metal,110.69,766.78,30.92,102.11,72.03
Salem,textile,317.78,485.29,179.09,7.75,529.36
Erode,battery,356.85,278.73,169.33,105.99,419.53
Tiruppur,paper,845.2,699.56,79.41,13.61,865.54
Coimbatore,battery,246.54,435.03,124.07,74.93,278.23
Salem,textile,166.05,974.55,37.95,116.12,73.25
Coimbatore,battery,768.22,592.03,49.52,98.26,775.36
Salem,paper,252.51,926.89,31.02,130.68,174.76
Coimbatore,textile,94.91,518.03,165.32,110.3,201.44
Salem,textile,1071.44,401.29,106.44,118.04,1058.23
Tiruppur,plastic,458.74,611.97,58.92,68.84,420.07
Erode,battery,866.27,298.09,67.06,142.22,774.4
Chennai,battery,157.4,405.39,128.6,40.95,293.18
Coimbatore,battery,1132.99,457.27,92.5,112.04,1067.37
Erode,paper,935.05,998.08,23.58,147.43,859.39
Coimbatore,textile,960.4,266.71,164.92,94.11,1025.26
Coimbatore,plastic,714.65,690.62,63.87,131.39,545.18
Chennai,metal,858.81,725.54,77.94,60.86,934.31
Salem,metal,1113.07,770.89,84.18,53.87,1192.5
Tiruppur,metal,867.06,365.06,49.6,6.76,913.03
Salem,metal,68.1,529.31,28.15,33.13,73.74
Erode,plastic,265.6,845.8,174.92,80.88,411.45
Coimbatore,metal,729.38,482.24,120.94,94.86,769.14
Tiruppur,battery,766.56,269.19,49.89,102.04,718.5
Tiruppur,textile,417.28,452.18,39.2,94.3,305.7
Coimbatore,paper,793.97,296.91,154.1,17.62,1024.79
Coimbatore,battery,1164.05,776.41,40.18,54.54,1171.01
Coimbatore,metal,1016.47,947.98,138.56,35.88,1092.01
Tiruppur,plastic,598.83,644.16,137.05,85.36,686.06
Salem,textile,586.19,798.01,21.57,107.27,486.97
Salem,plastic,381.87,559.32,41.91,97.74,341.34
Tiruppur,plastic,901.68,356.15,81.99,33.92,924.3
Coimbatore,textile,644.89,906.45,75.83,129.82,580.25
Tiruppur,paper,915.1,911.13,68.38,72.5,943.07
Erode,battery,945.37,454.12,170.69,11.81,1074.8
Chennai,paper,881.77,943.14,11.67,109.54,812.23
Erode,textile,832.27,645.03,197.09,46.88,952.01
Salem,battery,1187.76,525.24,194.22,84.36,1330.47
Salem,textile,705.61,522.71,141.27,62.78,781.71
Erode,plastic,1181.67,362.57,93.79,19.98,1236.31
Salem,plastic,105.58,603.56,152.7,33.38,245.37
Tiruppur,textile,469.6,959.76,84.49,81.3,497.6
Erode,paper,1174.88,997.75,157.2,63.63,1167.94
Tiruppur,battery,298.94,670.46,15.36,54.47,255.93
Tiruppur,metal,979.17,327.63,112.49,81.63,944.74
Tiruppur,battery,340.22,919.92,110.42,131.22,300.53
Coimbatore,plastic,189.85,339.13,168.84,136.04,200.34
Coimbatore,textile,526.13,638.54,91.66,72.47,547.17
Coimbatore,plastic,235.25,193.3,10.52,50.53,177.12
Salem,paper,311.27,399.44,16.0,93.15,211.31
Chennai,paper,161.59,635.51,199.74,141.95,194.83
Chennai,plastic,349.58,474.64,139.41,132.02,348.74
Coimbatore,metal,1199.6,800.15,195.25,105.5,1213.0
Tiruppur,textile,1002.58,518.5,66.17,117.35,886.48
Erode,textile,370.37,334.08,187.57,75.68,467.25
Tiruppur,paper,210.3,752.07,107.76,21.26,269.06
Chennai,paper,745.03,913.79,35.35,138.11,602.4
Erode,plastic,259.68,637.42,141.7,72.92,244.2
Erode,battery,588.94,173.31,139.6,119.6,720.72
Chennai,paper,657.59,136.54,69.3,143.57,636.99
Chennai,textile,257.58,956.39,21.24,147.65,149.32
Erode,textile,133.6,137.33,29.34,17.67,185.78
Tiruppur,paper,297.76,874.19,94.69,105.85,227.19
Tiruppur,battery,684.61,937.27,119.04,40.3,813.76
Chennai,battery,498.96,141.91,107.02,23.27,590.45
Erode,textile,579.81,167.78,146.62,47.32,733.23
Coimbatore,metal,1088.16,534.79,63.38,108.88,1090.73
Erode,plastic,310.51,545.68,126.94,61.77,409.49
Erode,metal,937.31,412.22,141.16,5.01,1077.35
Tiruppur,plastic,1035.28,648.73,182.47,89.44,1161.75
Tiruppur,metal,1100.6,713.46,142.86,147.89,1089.8
Coimbatore,textile,1161.26,509.14,159.38,137.97,1148.4
Tiruppur,plastic,856.67,205.35,34.12,32.19,869.68
Tiruppur,textile,356.01,496.67,170.39,139.43,351.42
Salem,plastic,385.77,928.55,183.87,61.85,586.89
Coimbatore,battery,526.38,413.24,54.72,71.43,484.01
Coimbatore,metal,554.77,521.19,96.36,135.49,515.83
Salem,paper,577.22,553.19,73.13,9.59,502.62
Salem,plastic,843.44,105.86,162.2,76.4,954.44
Tiruppur,plastic,608.89,822.25,66.28,19.04,657.26
Tiruppur,battery,658.11,817.45,193.98,13.02,915.29
Erode,plastic,1133.98,741.21,109.14,28.42,1253.25
Tiruppur,textile,722.89,752.68,130.73,108.55,819.03
Salem,metal,236.97,246.55,179.26,16.02,377.2
Salem,paper,318.61,521.59,184.03,89.96,382.05
Salem,plastic,230.85,908.34,98.37,58.15,229.96
Salem,textile,875.98,347.4,159.91,128.91,942.15
Coimbatore,plastic,877.22,156.09,81.96,17.44,922.61
Chennai,metal,438.58,903.05,127.22,81.46,432.89
Chennai,plastic,563.93,919.46,103.41,79.21,553.12
Coimbatore,plastic,1125.9,335.25,88.57,132.3,1103.01
Coimbatore,paper,320.32,602.92,83.2,71.66,348.54
Chennai,plastic,1036.29,907.8,125.93,77.25,1120.18
Salem,metal,1105.98,923.26,104.12,24.55,1254.38
Tiruppur,plastic,1012.75,113.66,191.31,117.82,1080.28
Salem,textile,1156.6,550.61,85.59,126.79,1119.22
Tiruppur,battery,453.39,374.38,174.6,64.46,606.97
Coimbatore,battery,1004.66,974.34,76.34,47.19,1078.76
Erode,metal,573.71,667.07,146.14,144.29,643.45
Chennai,textile,609.67,728.27,85.19,23.29,638.78
Salem,textile,650.2,281.71,187.77,37.98,749.43
Erode,battery,403.78,540.35,52.68,12.8,430.36
Chennai,metal,787.25,406.67,19.02,130.51,580.82
Chennai,metal,1058.37,433.64,87.4,67.81,1065.22
Coimbatore,metal,551.01,260.1,25.09,61.48,453.51
Tiruppur,battery,509.44,469.1,94.05,130.97,447.48
Chennai,textile,73.5,567.19,154.87,13.18,152.63
Erode,textile,398.34,801.38,71.31,67.35,303.07
Salem,plastic,1115.32,148.11,47.4,107.33,985.98
Salem,textile,567.9,836.22,12.62,135.21,466.98
Salem,textile,315.07,557.57,135.34,11.49,482.23
Erode,paper,284.35,816.97,61.68,120.41,261.46
Coimbatore,metal,1110.76,738.18,159.2,17.33,1308.47
Chennai,textile,82.93,945.24,18.23,94.11,21.45
Tiruppur,textile,173.45,143.21,159.13,60.78,283.68
Salem,paper,235.42,113.7,143.15,84.77,276.04
Tiruppur,plastic,549.36,212.06,188.6,84.06,682.58
Erode,plastic,413.53,327.66,107.85,149.58,379.42
Erode,plastic,528.21,899.47,101.67,124.41,520.92
Coimbatore,paper,1033.11,448.51,31.79,127.16,953.94
Tiruppur,plastic,840.67,763.5,71.8,106.68,757.52
Chennai,battery,474.54,182.55,128.74,39.6,585.63
Chennai,metal,503.28,512.7,132.82,115.47,453.32
Erode,battery,430.91,163.44,63.87,108.96,295.94
Salem,plastic,143.6,203.22,81.62,112.84,76.23
Coimbatore,plastic,626.62,342.73,84.11,68.28,560.84
Chennai,metal,97.25,450.51,132.85,46.08,105.31
Salem,plastic,1105.66,254.45,40.12,126.89,1069.48
Tiruppur,textile,156.92,917.85,61.93,94.7,116.16
Erode,battery,739.8,572.74,97.68,144.15,664.48
Tiruppur,plastic,870.43,167.1,101.75,75.19,917.3
