material_type,quantity,distance,vehicle_type,season,fire_risk,delay_risk,weather_risk,overall_risk,premium
metal,9486.11,496.31,Electric Box Truck,monsoon,0.24,6.02,5.35,3.7,4768.33
metal,7978.21,45.88,Compact Logistics Van,winter,0.3,2.09,2.11,1.21,2836.4
paper,7966.98,271.23,Flatbed Carrier,winter,0.0,3.01,1.56,1.83,3381.36
plastic,6255.96,412.96,Compact Logistics Van,monsoon,0.34,6.7,6.16,3.6,4043.0
battery,4912.99,338.31,Electric Box Truck,monsoon,4.85,6.13,6.17,5.8,4702.34
textile,6972.68,559.6,Heavy Duty Dump,winter,0.42,3.48,1.05,1.08,3211.07
battery,1894.86,14.37,Flatbed Carrier,monsoon,4.71,3.63,5.97,4.72,3281.29
plastic,5089.09,308.31,Electric Box Truck,spring,0.82,2.13,0.0,0.42,2276.53
metal,7205.84,459.56,Heavy Duty Dump,monsoon,1.01,6.02,6.08,3.73,4325.59
textile,4213.7,176.54,Electric Box Truck,winter,0.34,1.8,1.88,1.34,2374.88
plastic,275.71,212.95,Flatbed Carrier,summer,0.46,2.49,1.5,0.56,1355.06
textile,6180.7,119.8,Electric Box Truck,spring,1.6,0.96,0.77,0.55,2302.77
plastic,8216.21,269.92,Compact Logistics Van,winter,0.91,1.95,2.63,2.2,3591.04
plastic,6645.24,172.38,Flatbed Carrier,winter,1.05,2.13,0.87,1.08,2690.94
plastic,1518.7,17.89,Heavy Duty Dump,summer,0.55,0.72,2.5,1.28,1671.49
paper,2232.3,251.33,Compact Logistics Van,summer,0.43,2.92,1.21,1.17,2029.15
metal,7652.08,396.51,Compact Logistics Van,summer,0.53,3.31,2.26,1.07,3136.0
plastic,7148.96,356.94,Electric Box Truck,winter,0.0,2.22,0.59,0.59,2780.15
plastic,4046.52,525.72,Heavy Duty Dump,summer,0.94,1.72,1.85,1.01,2612.01
metal,2726.19,105.87,Heavy Duty Dump,winter,0.0,2.14,1.26,0.88,1813.71
textile,9979.98,323.86,Flatbed Carrier,summer,0.0,2.25,0.3,0.99,3431.69
textile,4402.6,409.2,Flatbed Carrier,spring,0.0,3.13,0.59,0.74,2414.4
battery,821.8,418.92,Flatbed Carrier,winter,5.44,3.77,1.77,4.17,3328.29
battery,2839.32,300.11,Electric Box Truck,monsoon,4.88,5.51,6.12,5.28,4049.03
metal,4880.05,46.82,Flatbed Carrier,monsoon,0.93,3.56,6.16,3.19,3168.26
battery,9844.39,528.5,Heavy Duty Dump,spring,3.87,2.5,1.14,2.78,4454.94
textile,1463.88,233.14,Compact Logistics Van,spring,1.21,3.46,1.07,2.18,2325.09
textile,656.09,368.59,Flatbed Carrier,spring,0.88,3.33,1.79,2.18,2339.99
plastic,3175.41,362.47,Flatbed Carrier,summer,0.11,1.79,1.88,1.44,2456.68
metal,2133.52,38.42,Heavy Duty Dump,summer,0.64,3.7,1.81,1.84,2059.43
metal,382.2,328.46,Electric Box Truck,summer,0.64,2.57,2.16,1.49,1933.74
paper,1433.8,38.3,Compact Logistics Van,monsoon,0.96,4.97,6.7,3.85,2835.54
textile,1785.53,246.0,Heavy Duty Dump,spring,0.6,1.5,0.61,0.67,1718.26
textile,2442.57,101.98,Flatbed Carrier,monsoon,1.21,4.48,6.52,3.0,2714.23
textile,2540.01,530.96,Heavy Duty Dump,spring,0.56,3.51,1.36,1.35,2503.36
paper,5285.94,238.0,Electric Box Truck,summer,0.8,2.34,2.64,1.93,2903.66
metal,4698.82,579.06,Flatbed Carrier,spring,0.72,3.5,1.59,1.45,2993.33
metal,9631.24,265.06,Heavy Duty Dump,summer,0.16,2.36,1.88,2.02,3761.71
metal,9594.84,573.01,Flatbed Carrier,monsoon,0.97,7.72,5.89,4.49,5233.94
textile,2645.61,534.17,Flatbed Carrier,monsoon,0.0,6.97,6.46,3.86,3654.05
battery,8725.52,339.93,Heavy Duty Dump,winter,4.11,1.91,0.57,2.39,3854.96
paper,2101.49,240.92,Heavy Duty Dump,spring,0.12,3.09,1.08,1.48,2131.21
plastic,5315.67,438.17,Compact Logistics Van,winter,0.43,3.73,0.43,0.92,2696.38
metal,3716.22,432.91,Compact Logistics Van,monsoon,0.45,6.51,6.84,4.68,4096.13
paper,9002.57,394.94,Heavy Duty Dump,summer,0.38,3.61,2.13,2.45,3996.47
textile,2062.09,432.51,Electric Box Truck,winter,0.0,3.11,1.94,1.35,2296.6
battery,8094.8,297.04,Flatbed Carrier,winter,4.92,2.49,0.24,1.71,3384.17
metal,720.09,459.91,Flatbed Carrier,spring,1.21,1.7,1.77,1.29,2061.13
textile,7329.84,335.2,Compact Logistics Van,winter,1.03,3.15,1.04,1.78,3322.45
textile,1305.37,102.11,Electric Box Truck,monsoon,0.9,3.13,6.39,3.05,2530.85
paper,6767.05,298.93,Flatbed Carrier,summer,0.08,1.3,2.78,0.72,2701.82
metal,9900.32,561.91,Heavy Duty Dump,winter,0.72,5.06,0.48,2.03,4170.33
plastic,8918.29,424.52,Compact Logistics Van,monsoon,0.0,6.73,5.4,3.4,4443.59
paper,6556.3,370.98,Compact Logistics Van,winter,0.34,1.62,1.84,1.72,3200.66
textile,3013.62,464.5,Electric Box Truck,winter,0.24,4.91,1.47,2.73,3127.98
paper,4377.22,146.72,Flatbed Carrier,winter,0.61,0.54,1.21,0.96,2194.26
textile,8475.84,440.3,Electric Box Truck,monsoon,0.79,5.24,6.7,4.01,4657.67
textile,3121.17,337.56,Heavy Duty Dump,winter,1.09,2.41,1.23,1.61,2491.08
battery,1229.28,263.91,Flatbed Carrier,monsoon,4.17,5.04,5.55,5.03,3600.14
textile,398.27,435.84,Electric Box Truck,monsoon,0.3,6.23,5.81,3.15,2812.45
plastic,4504.45,96.46,Compact Logistics Van,monsoon,0.86,4.03,5.1,2.87,3016.88
battery,8102.72,325.03,Flatbed Carrier,winter,5.03,1.19,1.39,2.83,3920.81
metal,8087.62,441.23,Electric Box Truck,summer,0.0,3.67,2.18,1.65,3529.41
battery,1176.96,264.91,Compact Logistics Van,winter,4.94,3.02,1.4,3.42,2868.16
textile,659.68,247.23,Electric Box Truck,summer,0.37,2.0,1.84,1.84,2043.9
plastic,7090.94,25.55,Flatbed Carrier,summer,0.77,1.72,2.93,1.47,2768.23
plastic,489.92,380.31,Compact Logistics Van,winter,0.93,4.05,1.24,1.12,1848.7
plastic,7010.23,487.58,Compact Logistics Van,spring,0.16,2.73,0.01,1.72,3419.21
metal,8461.54,113.35,Heavy Duty Dump,spring,1.35,1.21,1.01,1.75,3247.1
plastic,5518.9,476.11,Flatbed Carrier,monsoon,0.51,8.0,6.69,4.72,4489.79
textile,5691.27,116.96,Compact Logistics Van,spring,0.6,1.06,0.68,1.21,2509.77
paper,6983.82,210.2,Flatbed Carrier,monsoon,0.47,6.4,5.37,3.84,4036.02
paper,3786.81,395.05,Compact Logistics Van,summer,0.46,1.69,1.95,0.68,2260.25
metal,7582.73,170.03,Compact Logistics Van,winter,0.53,1.66,0.57,1.27,2940.38
battery,589.35,96.85,Electric Box Truck,winter,5.58,1.39,2.24,3.14,2434.51
paper,2723.64,552.0,Flatbed Carrier,monsoon,0.0,6.41,7.05,3.95,3732.37
plastic,1160.1,411.06,Electric Box Truck,monsoon,0.28,7.1,6.3,4.21,3397.39
paper,6914.76,167.88,Electric Box Truck,winter,0.32,3.04,1.33,1.17,2771.28
textile,9346.08,361.84,Compact Logistics Van,summer,0.68,2.46,1.03,0.65,3207.88
metal,2387.65,49.2,Flatbed Carrier,summer,0.0,0.0,2.49,0.84,1668.85
textile,6153.46,122.01,Heavy Duty Dump,spring,0.42,1.12,0.7,0.0,2054.03
textile,3163.18,36.5,Compact Logistics Van,summer,0.34,2.12,2.49,1.62,2139.98
paper,7387.16,306.12,Flatbed Carrier,spring,0.0,2.52,0.81,2.11,3447.54
battery,3837.52,282.56,Flatbed Carrier,spring,4.91,1.63,0.59,2.25,2842.25
plastic,5409.06,380.06,Electric Box Truck,monsoon,0.0,6.16,5.96,3.55,3827.47
battery,2696.47,373.84,Heavy Duty Dump,spring,4.92,3.5,1.12,3.8,3446.13
paper,2053.47,563.07,Electric Box Truck,monsoon,0.86,6.7,5.53,3.92,3610.8
battery,5080.5,119.24,Electric Box Truck,spring,5.33,0.35,1.61,2.55,3007.16
battery,6320.66,76.68,Electric Box Truck,monsoon,4.79,4.05,6.66,5.94,4703.01
metal,7365.81,169.68,Flatbed Carrier,monsoon,0.62,6.43,6.51,4.27,4250.12
textile,7738.65,103.75,Heavy Duty Dump,winter,0.32,2.79,1.16,1.88,3162.19
plastic,1482.05,507.03,Electric Box Truck,spring,0.77,3.51,0.15,1.47,2335.05
battery,9808.77,228.54,Heavy Duty Dump,monsoon,4.86,6.26,7.35,6.38,5711.08
battery,951.65,560.82,Heavy Duty Dump,winter,5.09,4.3,2.07,3.21,3089.25
textile,8140.43,92.34,Electric Box Truck,monsoon,0.89,5.42,6.96,3.85,4110.18
metal,5531.75,445.53,Heavy Duty Dump,monsoon,2.01,7.1,5.63,4.32,4275.87
plastic,8435.23,15.97,Electric Box Truck,monsoon,0.48,3.73,6.05,3.26,3804.99
metal,5217.53,459.76,Flatbed Carrier,winter,1.32,2.98,0.76,1.61,3017.17
metal,8411.39,77.18,Electric Box Truck,winter,0.74,1.4,0.22,1.16,2929.56
metal,2981.87,471.24,Compact Logistics Van,monsoon,0.0,6.08,6.07,3.62,3529.73
textile,3467.34,423.09,Flatbed Carrier,winter,0.42,2.89,1.21,1.28,2509.7
battery,3219.14,330.88,Compact Logistics Van,monsoon,4.81,6.67,6.31,5.83,4402.07
paper,6926.84,218.01,Flatbed Carrier,spring,0.0,2.13,1.04,0.89,2710.07
metal,2210.91,501.08,Heavy Duty Dump,summer,0.69,3.91,3.15,2.77,3046.55
plastic,2833.32,269.58,Compact Logistics Van,summer,0.19,3.36,1.7,1.33,2230.09
textile,8191.84,277.26,Heavy Duty Dump,summer,0.75,2.16,2.6,1.88,3454.22
metal,9359.28,500.64,Electric Box Truck,monsoon,1.14,6.96,5.0,4.16,4958.83
plastic,839.82,355.11,Flatbed Carrier,summer,1.73,1.66,2.12,2.21,2371.32
paper,6068.66,171.02,Electric Box Truck,monsoon,0.0,3.98,6.06,2.64,3283.59
metal,7492.05,30.74,Electric Box Truck,winter,1.44,0.86,1.64,1.13,2693.71
plastic,3556.68,141.43,Electric Box Truck,summer,0.39,1.19,1.47,0.65,1903.9
metal,2914.5,152.87,Heavy Duty Dump,winter,0.97,1.46,1.27,1.11,2007.66
textile,5283.87,336.41,Electric Box Truck,winter,0.85,2.22,0.98,0.91,2565.16
metal,8227.43,17.07,Electric Box Truck,spring,0.29,0.51,0.6,0.36,2461.3
textile,9861.86,431.46,Heavy Duty Dump,summer,0.37,2.72,1.9,1.31,3684.51
battery,6710.75,145.07,Heavy Duty Dump,summer,4.72,0.81,1.89,2.62,3361.26
paper,7756.23,72.9,Heavy Duty Dump,spring,1.29,1.9,0.44,1.38,2903.43
battery,1487.87,246.73,Flatbed Carrier,summer,4.5,2.36,1.76,3.12,2767.96
paper,4565.76,314.84,Flatbed Carrier,spring,0.0,3.76,1.35,1.58,2708.9
textile,904.5,419.22,Heavy Duty Dump,winter,0.96,3.32,0.84,2.3,2502.13
paper,3193.58,176.03,Electric Box Truck,summer,0.55,2.77,1.53,1.62,2315.04
plastic,5657.22,456.08,Heavy Duty Dump,spring,0.0,2.7,1.34,1.54,3056.46
metal,4562.46,170.42,Electric Box Truck,spring,1.07,2.31,0.24,1.27,2398.63
battery,9593.38,32.54,Heavy Duty Dump,monsoon,4.68,3.39,4.57,4.19,4450.8
battery,4227.35,456.66,Electric Box Truck,monsoon,5.8,5.97,6.85,6.33,4958.58
paper,2435.91,163.03,Compact Logistics Van,winter,0.0,1.14,1.07,1.81,2249.24
paper,5830.14,179.36,Compact Logistics Van,summer,0.0,1.92,2.33,1.59,2779.27
textile,8168.48,214.03,Electric Box Truck,spring,0.36,4.04,0.43,1.56,3227.08
paper,7324.27,554.73,Compact Logistics Van,monsoon,0.57,6.28,6.0,4.12,4640.19
plastic,5913.21,251.86,Heavy Duty Dump,summer,0.35,2.12,1.22,0.74,2498.45
textile,5603.35,91.58,Electric Box Truck,summer,0.0,3.29,1.66,1.97,2805.24
battery,4546.31,181.51,Electric Box Truck,monsoon,5.43,4.82,5.82,5.14,4150.94
paper,3477.79,472.83,Electric Box Truck,winter,0.26,3.92,0.96,1.81,2809.98
plastic,6133.44,320.88,Electric Box Truck,summer,0.43,2.13,2.71,1.06,2767.06
metal,7605.82,174.89,Heavy Duty Dump,monsoon,0.58,4.71,4.38,3.23,3830.18
textile,8445.42,127.85,Electric Box Truck,winter,0.07,1.83,0.58,0.7,2789.52
metal,2533.44,123.98,Compact Logistics Van,spring,0.78,1.18,0.14,0.2,1494.33
paper,9515.78,139.37,Electric Box Truck,monsoon,0.51,4.59,5.87,3.45,4230.95
textile,5465.7,341.86,Compact Logistics Van,monsoon,0.0,5.24,5.14,3.03,3557.05
paper,7712.57,87.06,Electric Box Truck,spring,0.53,1.28,1.67,1.46,2949.11
textile,975.84,353.65,Heavy Duty Dump,monsoon,0.0,5.49,5.69,3.41,2935.56
plastic,2304.96,112.54,Flatbed Carrier,monsoon,0.42,5.38,5.24,3.46,2906.49
textile,8761.55,466.34,Electric Box Truck,winter,0.29,3.87,0.46,1.58,3649.41
paper,549.87,364.38,Compact Logistics Van,summer,1.24,2.17,1.39,1.75,2123.44
battery,5390.8,509.44,Flatbed Carrier,summer,5.17,5.19,3.14,4.28,4309.76
plastic,7306.56,166.09,Flatbed Carrier,spring,0.05,3.24,0.46,1.79,3119.75
plastic,9155.47,556.56,Flatbed Carrier,winter,0.3,3.49,1.42,2.12,4071.53
textile,4176.15,377.64,Flatbed Carrier,summer,1.38,2.69,1.93,2.42,3094.95
paper,5014.04,599.8,Heavy Duty Dump,winter,0.47,4.15,1.01,1.31,3012.37
battery,9116.73,586.02,Flatbed Carrier,monsoon,5.29,6.12,5.78,5.66,5691.59
paper,2239.46,331.43,Flatbed Carrier,spring,0.92,3.41,0.73,1.21,2145.95
plastic,9213.82,128.38,Heavy Duty Dump,winter,0.2,1.72,0.85,0.0,2612.54
metal,6540.94,455.9,Flatbed Carrier,summer,0.84,3.27,1.92,2.02,3432.34
paper,3064.95,202.84,Flatbed Carrier,spring,0.79,1.25,0.27,0.3,1729.65
textile,4637.71,465.47,Flatbed Carrier,spring,0.74,4.29,1.58,1.7,2956.49
textile,8021.89,470.33,Compact Logistics Van,summer,0.91,4.06,1.91,1.9,3661.25
textile,2430.11,468.92,Heavy Duty Dump,summer,1.09,2.45,2.14,1.76,2593.49
paper,9482.93,451.11,Compact Logistics Van,monsoon,0.16,5.15,5.75,2.93,4368.96
paper,7123.56,29.57,Heavy Duty Dump,monsoon,0.38,3.98,5.1,3.27,3587.95
metal,2272.42,178.57,Electric Box Truck,spring,0.65,2.55,0.37,0.85,1804.65
textile,5185.78,336.02,Flatbed Carrier,winter,0.0,2.5,1.61,1.53,2825.14
paper,2223.42,144.32,Electric Box Truck,winter,0.79,1.61,1.68,1.62,2104.54
metal,3474.75,401.97,Compact Logistics Van,monsoon,0.97,5.94,6.43,3.76,3601.45
battery,6234.19,523.67,Heavy Duty Dump,spring,5.41,4.07,1.25,3.46,4109.73
metal,3737.35,447.06,Flatbed Carrier,monsoon,0.73,6.54,5.76,3.91,3769.59
paper,662.84,57.57,Electric Box Truck,winter,0.23,1.22,0.51,0.9,1394.01
plastic,9594.22,540.88,Flatbed Carrier,spring,0.45,4.23,0.29,1.87,4018.22
battery,8123.61,234.25,Flatbed Carrier,winter,4.56,1.37,0.36,2.61,3715.97
battery,3573.55,403.22,Flatbed Carrier,summer,5.02,2.37,1.88,2.99,3274.52
textile,1184.57,337.09,Flatbed Carrier,winter,0.41,1.48,0.35,1.34,2020.51
plastic,7437.53,443.6,Flatbed Carrier,winter,0.98,2.13,1.15,1.82,3487.89
paper,5986.82,42.84,Electric Box Truck,spring,0.67,1.44,0.44,1.07,2408.37
textile,4027.05,529.92,Heavy Duty Dump,winter,0.0,2.4,1.51,0.38,2332.96
paper,8563.55,125.38,Electric Box Truck,summer,0.76,1.57,1.2,0.53,2729.35
paper,3552.19,387.42,Electric Box Truck,summer,0.82,3.74,1.71,2.52,3039.59
metal,2352.89,549.9,Flatbed Carrier,monsoon,0.37,6.82,6.75,4.08,3721.22
battery,2170.89,323.54,Heavy Duty Dump,spring,5.07,2.55,0.77,3.25,3042.53
battery,9452.65,538.28,Electric Box Truck,summer,5.61,2.47,1.79,3.49,4719.72
paper,5985.78,426.83,Electric Box Truck,spring,0.94,2.97,0.93,1.63,3122.74
metal,8217.0,427.84,Compact Logistics Van,monsoon,0.07,7.48,5.03,3.92,4558.23
battery,399.52,337.69,Electric Box Truck,monsoon,4.99,6.4,7.39,6.04,3993.76
plastic,8409.08,65.92,Flatbed Carrier,spring,0.87,1.87,1.05,0.76,2732.64
textile,2107.29,408.29,Electric Box Truck,winter,0.42,3.21,1.83,2.45,2771.05
textile,1077.11,64.51,Compact Logistics Van,winter,0.0,2.28,2.08,1.06,1548.79
plastic,1460.28,529.3,Electric Box Truck,winter,0.53,3.01,0.21,1.52,2383.63
battery,1616.85,201.4,Compact Logistics Van,summer,4.94,1.81,2.26,3.0,2683.62
battery,649.76,488.41,Electric Box Truck,summer,5.55,2.15,1.43,3.55,3099.91
plastic,9589.88,357.9,Flatbed Carrier,summer,0.56,3.92,1.55,1.6,3677.01
metal,602.4,411.61,Compact Logistics Van,winter,0.88,2.79,0.6,0.77,1749.41
battery,6137.5,236.03,Flatbed Carrier,winter,5.87,2.81,1.65,4.25,4101.16
battery,5290.83,385.03,Compact Logistics Van,monsoon,5.5,7.34,5.75,5.93,4881.81
plastic,8769.01,94.37,Electric Box Truck,summer,0.0,0.94,1.36,0.2,2582.33
plastic,3668.05,391.85,Flatbed Carrier,monsoon,1.0,7.26,6.43,4.27,3853.23
textile,3322.15,198.4,Electric Box Truck,monsoon,0.0,5.01,4.76,2.59,2799.4
paper,9732.38,388.6,Flatbed Carrier,winter,0.0,4.26,1.21,2.27,4038.11
textile,371.34,236.42,Flatbed Carrier,winter,0.33,1.18,1.9,1.38,1769.46
battery,6708.97,43.43,Heavy Duty Dump,monsoon,5.21,3.45,6.17,4.92,4274.29
metal,5932.39,469.86,Compact Logistics Van,monsoon,0.07,5.47,5.77,3.39,3958.38
textile,6064.08,174.73,Compact Logistics Van,winter,0.79,1.38,0.82,0.9,2504.63
paper,3965.95,123.84,Compact Logistics Van,winter,0.41,2.78,1.4,1.8,2473.74
battery,1150.79,354.75,Flatbed Carrier,winter,5.0,3.31,0.0,2.88,2729.49
paper,490.47,92.8,Heavy Duty Dump,winter,0.3,0.15,1.01,1.36,1613.03
paper,452.71,275.5,Compact Logistics Van,summer,1.11,1.75,3.87,2.42,2300.54
paper,8777.56,596.74,Electric Box Truck,winter,0.16,3.74,0.65,1.74,3879.09
metal,9437.55,426.63,Compact Logistics Van,spring,0.0,3.44,1.31,1.6,3732.84
textile,6925.75,297.44,Compact Logistics Van,monsoon,0.22,6.01,6.05,3.63,4039.07
textile,9907.55,99.65,Heavy Duty Dump,summer,0.0,1.19,2.04,0.62,2980.12
plastic,5135.49,172.78,Compact Logistics Van,monsoon,0.68,6.38,6.86,4.47,3945.34
battery,7265.44,380.03,Flatbed Carrier,spring,4.72,2.97,0.65,3.73,4241.86
metal,1785.95,230.2,Electric Box Truck,monsoon,0.31,4.07,6.61,3.06,2774.88
plastic,8616.69,11.32,Electric Box Truck,winter,0.23,1.09,0.67,0.35,2524.1
metal,4794.44,280.46,Flatbed Carrier,spring,0.0,1.93,1.53,0.41,2184.6
paper,1380.15,539.5,Heavy Duty Dump,monsoon,1.09,5.42,5.46,3.75,3383.87
battery,2645.1,10.99,Electric Box Truck,summer,4.39,0.35,1.96,2.49,2409.66
textile,3828.5,122.38,Heavy Duty Dump,summer,0.0,2.59,2.76,1.52,2318.96
battery,9130.57,238.53,Electric Box Truck,summer,5.08,2.1,2.36,2.88,4024.24
battery,7647.35,26.7,Electric Box Truck,summer,6.38,1.05,2.86,3.39,3732.34
plastic,414.92,569.19,Compact Logistics Van,spring,0.3,4.16,1.71,1.72,2332.72
paper,3503.36,556.28,Flatbed Carrier,monsoon,0.3,7.4,6.01,4.63,4180.02
textile,7125.4,203.34,Heavy Duty Dump,summer,0.0,2.56,1.64,0.75,2664.66
paper,9949.96,97.11,Flatbed Carrier,spring,0.67,2.05,0.79,1.44,3355.44
metal,6855.55,592.5,Heavy Duty Dump,summer,0.91,3.98,1.9,2.13,3703.5
metal,2358.8,454.26,Compact Logistics Van,spring,0.39,1.85,1.31,1.19,2303.09
metal,293.44,241.12,Electric Box Truck,summer,0.45,2.32,2.63,0.84,1521.27
battery,5441.32,566.73,Electric Box Truck,monsoon,5.79,6.9,5.81,6.16,5230.04
plastic,2687.62,145.43,Compact Logistics Van,spring,0.41,1.1,1.28,1.07,1938.52
paper,4064.99,549.58,Compact Logistics Van,monsoon,0.19,6.38,6.29,3.67,3843.98
paper,8756.62,332.42,Compact Logistics Van,spring,0.71,2.32,0.95,1.95,3652.65
paper,4682.0,401.77,Flatbed Carrier,summer,0.12,2.71,2.13,1.49,2794.57
paper,5408.08,448.51,Compact Logistics Van,summer,0.38,3.9,1.74,1.5,2987.24
textile,4378.19,162.5,Compact Logistics Van,monsoon,0.26,5.46,5.95,4.02,3593.38
battery,8058.31,232.5,Electric Box Truck,spring,4.16,2.44,0.53,2.53,3669.13
plastic,2495.01,67.54,Electric Box Truck,monsoon,0.38,3.72,6.83,2.43,2421.62
textile,1962.08,502.83,Compact Logistics Van,summer,0.52,3.5,2.52,1.8,2568.44
battery,1877.62,249.35,Compact Logistics Van,monsoon,5.27,5.5,6.27,5.74,4021.93
battery,1517.62,260.97,Flatbed Carrier,winter,5.9,3.7,1.44,3.36,2899.32
paper,3562.73,313.76,Flatbed Carrier,monsoon,0.85,5.98,5.87,4.28,3744.2
textile,764.71,558.99,Electric Box Truck,winter,0.15,4.92,0.94,2.05,2532.25
battery,3936.05,68.35,Heavy Duty Dump,spring,5.11,2.11,0.73,2.93,2909.21
plastic,9602.06,450.77,Heavy Duty Dump,summer,0.0,1.79,2.26,1.16,3590.54
metal,7598.4,456.93,Flatbed Carrier,summer,0.48,2.13,1.28,0.51,2943.55
metal,343.86,399.69,Compact Logistics Van,winter,0.43,2.47,0.89,1.25,1904.33
paper,4447.33,588.68,Electric Box Truck,winter,0.65,4.2,2.21,2.21,3303.2
metal,1087.83,102.5,Heavy Duty Dump,summer,0.34,0.18,2.5,0.83,1493.62
battery,2335.82,40.63,Electric Box Truck,spring,5.58,0.89,1.34,3.41,2805.43
battery,2675.95,310.76,Electric Box Truck,summer,4.27,3.32,2.63,3.26,3119.59
metal,2351.4,51.63,Heavy Duty Dump,spring,1.54,0.83,1.26,1.3,1871.14
plastic,5478.71,226.7,Flatbed Carrier,summer,0.82,0.65,1.1,0.61,2332.53
battery,9778.16,233.95,Heavy Duty Dump,spring,4.92,2.67,1.19,3.35,4347.62
battery,1174.38,574.45,Flatbed Carrier,spring,5.02,2.99,0.26,3.06,3079.11
metal,9574.53,293.83,Flatbed Carrier,winter,0.85,2.48,0.17,0.93,3292.39
battery,8557.2,303.78,Flatbed Carrier,monsoon,4.45,5.62,6.93,5.86,5339.96
metal,8467.73,341.77,Heavy Duty Dump,winter,0.31,2.63,1.07,1.25,3298.5
metal,2270.56,179.29,Compact Logistics Van,summer,0.91,0.28,1.29,0.71,1742.5
textile,9203.54,353.7,Heavy Duty Dump,spring,0.75,3.89,0.9,1.58,3590.92
plastic,5110.96,391.25,Electric Box Truck,winter,0.39,3.04,0.09,0.93,2608.18
plastic,7381.1,438.88,Electric Box Truck,spring,0.11,2.47,1.11,0.78,3008.17
plastic,5062.75,110.19,Heavy Duty Dump,monsoon,0.0,5.13,6.58,3.48,3408.74
textile,2424.05,528.52,Flatbed Carrier,summer,0.12,3.52,2.81,2.09,2812.84
plastic,1044.55,119.7,Compact Logistics Van,monsoon,0.1,5.92,6.43,4.13,2988.8
paper,5716.59,448.32,Flatbed Carrier,winter,1.25,3.74,1.0,1.92,3231.14
plastic,9487.41,426.83,Compact Logistics Van,spring,0.92,3.96,1.6,2.42,4110.37
battery,7374.21,97.77,Heavy Duty Dump,winter,5.72,2.74,0.92,3.48,3810.61
paper,8149.76,561.89,Electric Box Truck,spring,0.14,4.18,1.5,0.99,3385.8
battery,1968.67,420.27,Compact Logistics Van,monsoon,4.04,5.64,5.31,4.35,3616.95
metal,5087.65,424.47,Compact Logistics Van,summer,1.31,2.27,1.42,2.05,3148.18
battery,8967.72,409.5,Heavy Duty Dump,summer,5.58,3.22,1.72,4.01,4709.58
battery,3362.3,301.41,Electric Box Truck,monsoon,4.9,5.9,5.94,4.95,3994.73
metal,610.89,407.36,Flatbed Carrier,summer,0.0,3.57,2.07,1.68,2153.56
metal,4034.87,228.42,Heavy Duty Dump,summer,1.11,0.66,3.72,2.47,2912.75
plastic,2865.02,327.79,Electric Box Truck,winter,0.36,2.08,0.96,0.65,1999.77
paper,9524.55,512.64,Heavy Duty Dump,spring,0.67,3.28,0.0,0.76,3469.66
metal,4331.45,175.52,Compact Logistics Van,summer,0.92,0.43,2.44,0.98,2229.13
textile,1206.0,10.7,Heavy Duty Dump,winter,0.0,0.64,0.46,0.0,1029.92
battery,7301.29,300.12,Flatbed Carrier,summer,5.37,1.73,2.29,3.26,3942.12
battery,2901.63,593.2,Compact Logistics Van,summer,4.6,4.24,2.12,3.76,3728.11
paper,3571.3,247.26,Electric Box Truck,spring,1.26,2.71,1.95,1.75,2527.52
plastic,7128.45,162.42,Compact Logistics Van,monsoon,0.73,5.22,6.41,3.38,3797.93
metal,2452.96,316.97,Heavy Duty Dump,spring,0.38,2.49,1.81,1.48,2286.39
textile,1811.95,103.93,Compact Logistics Van,spring,0.42,2.67,1.27,1.85,2081.68
paper,2737.86,116.46,Compact Logistics Van,spring,0.56,1.12,0.0,1.03,1897.66
battery,6979.51,81.02,Heavy Duty Dump,summer,5.2,2.76,2.48,3.87,3896.87
battery,4042.71,205.06,Compact Logistics Van,summer,4.78,2.48,2.56,3.21,3219.23
paper,4593.83,120.37,Electric Box Truck,winter,1.26,1.24,1.15,1.86,2609.48
battery,7773.34,147.41,Flatbed Carrier,monsoon,4.33,4.97,6.1,4.76,4516.16
battery,841.55,424.31,Flatbed Carrier,spring,5.22,1.54,1.85,3.9,3216.14
paper,5520.37,289.06,Flatbed Carrier,monsoon,0.0,5.39,6.59,3.64,3776.74
textile,7281.68,362.52,Heavy Duty Dump,spring,0.3,2.87,0.48,1.03,3009.48
metal,4088.08,340.7,Compact Logistics Van,summer,0.12,1.8,1.54,0.69,2255.13
textile,4379.33,148.82,Compact Logistics Van,spring,0.37,2.88,0.73,1.48,2434.32
textile,8794.15,368.63,Heavy Duty Dump,monsoon,1.73,6.27,6.33,4.58,4887.46
plastic,9252.22,379.74,Heavy Duty Dump,monsoon,0.78,5.03,6.09,2.99,4267.98
textile,2109.2,561.0,Flatbed Carrier,winter,0.89,4.94,0.85,1.83,2675.99
paper,5173.83,404.71,Compact Logistics Van,winter,0.0,3.36,1.3,1.38,2837.56
paper,9991.54,184.11,Heavy Duty Dump,summer,0.67,2.64,2.48,1.7,3583.33
plastic,667.68,206.05,Flatbed Carrier,winter,0.19,2.38,0.28,0.67,1468.52
plastic,6031.95,172.58,Electric Box Truck,spring,0.0,0.04,1.14,1.11,2590.24
plastic,951.05,361.9,Electric Box Truck,spring,0.01,4.03,1.12,1.46,2061.15
metal,5358.65,404.38,Compact Logistics Van,winter,0.0,4.26,1.73,1.32,2842.72
