budget,primary_material,equipment_name,cost,roi,priority_score
604632.67,textile,Automated Compactor Baler,468868.32,30.45,6.76
621041.5,metal,Solar Decanter Centrifuge,576865.73,39.96,7.36
221248.13,paper,Solar Decanter Centrifuge,164862.83,13.38,2.91
270417.56,plastic,AI Optical Sorter,192841.0,27.39,3.78
748869.29,battery,AI Optical Sorter,604179.82,15.67,6.47
253362.77,metal,Solar Decanter Centrifuge,230685.22,12.37,2.47
527353.03,metal,High-Shear Pelletizer Extruder,449528.06,15.98,3.54
432661.95,battery,Automated Compactor Baler,375437.96,12.7,3.72
426509.47,plastic,IoT Weighbridge Scales,335167.5,36.06,5.3
772066.51,battery,AI Optical Sorter,727860.94,47.39,7.95
484743.47,textile,AI Optical Sorter,383674.02,41.85,6.35
665804.17,battery,IoT Weighbridge Scales,522347.26,21.03,5.38
495348.09,paper,High-Shear Pelletizer Extruder,386848.4,34.92,6.02
619329.8,paper,High-Shear Pelletizer Extruder,479985.31,22.14,5.93
503179.63,battery,Automated Compactor Baler,385244.95,20.83,4.47
760463.24,metal,Automated Compactor Baler,616042.1,37.46,7.72
490751.79,textile,Automated Compactor Baler,411474.63,38.31,5.63
548258.22,plastic,Automated Compactor Baler,443109.3,19.12,4.58
461362.69,metal,High-Shear Pelletizer Extruder,325619.04,13.84,3.47
131120.26,textile,Automated Compactor Baler,96457.19,42.18,4.98
598410.36,paper,Solar Decanter Centrifuge,514622.54,39.8,7.52
161260.9,plastic,High-Shear Pelletizer Extruder,123442.36,36.8,5.33
742767.01,plastic,AI Optical Sorter,613320.19,28.67,6.76
607251.44,metal,Automated Compactor Baler,450866.99,25.79,4.93
703712.63,paper,High-Shear Pelletizer Extruder,660012.71,46.07,7.96
697005.55,plastic,Automated Compactor Baler,488666.06,21.86,5.49
498221.74,paper,IoT Weighbridge Scales,364613.53,40.15,6.44
63101.1,battery,High-Shear Pelletizer Extruder,48021.43,38.24,3.93
364754.22,plastic,Solar Decanter Centrifuge,268008.55,19.88,3.4
375663.95,paper,IoT Weighbridge Scales,288573.5,18.87,3.84
712231.62,paper,IoT Weighbridge Scales,653198.77,25.8,5.56
63911.15,metal,Solar Decanter Centrifuge,50326.39,23.28,1.74
498605.8,metal,High-Shear Pelletizer Extruder,425547.07,23.22,4.8
525596.61,metal,High-Shear Pelletizer Extruder,403291.6,28.15,5.58
712349.8,metal,AI Optical Sorter,573653.76,42.22,7.02
485829.68,plastic,IoT Weighbridge Scales,376146.96,40.49,6.7
124618.2,plastic,AI Optical Sorter,100190.43,22.99,2.81
618393.59,textile,High-Shear Pelletizer Extruder,541726.03,21.36,5.63
756428.73,paper,Automated Compactor Baler,544556.12,33.4,8.14
327446.07,paper,IoT Weighbridge Scales,280570.16,47.26,6.86
398302.18,plastic,AI Optical Sorter,329374.41,29.85,4.56
458756.31,metal,High-Shear Pelletizer Extruder,393735.47,31.95,6.07
579017.25,plastic,High-Shear Pelletizer Extruder,462233.92,41.75,6.52
441787.48,paper,IoT Weighbridge Scales,349486.01,20.3,3.66
402356.42,textile,AI Optical Sorter,305559.4,14.92,2.61
554063.29,plastic,Solar Decanter Centrifuge,406322.21,36.71,7.13
209277.99,battery,Automated Compactor Baler,189917.55,17.56,2.9
217230.87,textile,AI Optical Sorter,191494.77,23.32,4.2
671672.83,paper,IoT Weighbridge Scales,514342.12,14.56,5.4
556699.9,battery,Automated Compactor Baler,469518.55,45.96,7.44
592186.29,textile,AI Optical Sorter,476073.89,40.33,8.22
90005.12,plastic,Automated Compactor Baler,69095.44,47.98,6.44
281266.3,battery,IoT Weighbridge Scales,244436.85,24.27,4.56
712526.22,plastic,Automated Compactor Baler,559257.05,24.07,6.06
81533.6,metal,Automated Compactor Baler,74497.66,25.74,3.42
331736.55,paper,Solar Decanter Centrifuge,291042.75,42.76,6.76
564390.87,textile,Automated Compactor Baler,495611.66,25.24,4.62
482386.84,plastic,AI Optical Sorter,454818.66,15.01,3.44
725918.02,metal,Solar Decanter Centrifuge,579456.58,42.65,7.9
495578.48,metal,AI Optical Sorter,361959.52,41.16,7.14
410957.11,plastic,IoT Weighbridge Scales,331221.13,30.33,5.13
764883.15,plastic,Solar Decanter Centrifuge,624112.98,39.4,8.16
443439.18,textile,Automated Compactor Baler,347839.92,29.65,4.51
303044.62,textile,Automated Compactor Baler,218543.86,13.67,2.13
133217.2,metal,High-Shear Pelletizer Extruder,113030.52,18.77,2.61
440395.33,plastic,High-Shear Pelletizer Extruder,339837.58,40.13,6.3
163690.93,plastic,Solar Decanter Centrifuge,152127.23,36.47,4.44
238048.87,textile,High-Shear Pelletizer Extruder,196989.56,20.79,3.29
301332.4,textile,IoT Weighbridge Scales,250523.96,31.02,4.57
409655.84,textile,IoT Weighbridge Scales,364482.3,21.57,4.32
163318.29,textile,AI Optical Sorter,153109.06,41.0,5.67
313581.26,battery,Solar Decanter Centrifuge,285234.51,42.8,5.53
673279.65,plastic,High-Shear Pelletizer Extruder,507898.95,45.44,7.4
574669.22,plastic,AI Optical Sorter,411634.53,13.8,3.29
136667.52,textile,Automated Compactor Baler,121653.17,29.48,3.07
746710.05,metal,High-Shear Pelletizer Extruder,653217.74,12.81,3.93
692332.28,plastic,IoT Weighbridge Scales,568006.69,26.42,7.1
252171.27,metal,IoT Weighbridge Scales,219285.62,22.3,3.21
239106.7,battery,Solar Decanter Centrifuge,171795.96,18.3,3.17
762713.04,metal,High-Shear Pelletizer Extruder,604804.77,22.76,6.62
693767.04,textile,IoT Weighbridge Scales,594843.01,40.63,7.16
480702.79,paper,AI Optical Sorter,419186.51,12.76,4.4
302529.25,plastic,High-Shear Pelletizer Extruder,229390.7,44.6,6.54
450576.27,plastic,Solar Decanter Centrifuge,333904.17,20.52,3.39
426897.22,paper,Solar Decanter Centrifuge,399960.27,28.7,5.05
296633.97,paper,Automated Compactor Baler,228378.07,32.55,4.66
629114.38,metal,IoT Weighbridge Scales,481449.78,24.05,6.02
726040.14,textile,IoT Weighbridge Scales,593195.2,47.44,8.33
467717.1,metal,Solar Decanter Centrifuge,438425.78,47.88,7.92
692200.74,plastic,IoT Weighbridge Scales,603869.77,26.72,5.13
204609.62,plastic,AI Optical Sorter,147112.29,37.03,4.22
140810.97,textile,IoT Weighbridge Scales,115938.27,32.6,3.31
477074.51,textile,Solar Decanter Centrifuge,432007.57,32.23,5.24
422507.96,textile,Solar Decanter Centrifuge,345952.41,28.18,4.7
581434.34,metal,IoT Weighbridge Scales,500672.56,37.71,6.07
378498.31,plastic,High-Shear Pelletizer Extruder,359046.43,13.38,2.52
171704.43,metal,AI Optical Sorter,143087.23,42.89,4.64
349474.44,plastic,Automated Compactor Baler,273695.07,15.05,3.67
758192.78,paper,Solar Decanter Centrifuge,544836.88,41.4,8.14
385631.72,battery,AI Optical Sorter,338072.12,44.15,6.89
766896.26,battery,Solar Decanter Centrifuge,689918.0,46.72,8.35
81859.07,textile,Automated Compactor Baler,65162.18,19.89,2.59
278940.22,plastic,IoT Weighbridge Scales,244379.91,37.64,5.31
604508.25,paper,AI Optical Sorter,546809.75,12.2,3.97
793997.76,battery,High-Shear Pelletizer Extruder,645041.12,39.33,8.02
797903.38,plastic,AI Optical Sorter,616492.77,22.0,5.89
550413.96,textile,IoT Weighbridge Scales,464817.67,30.99,6.15
576723.96,battery,IoT Weighbridge Scales,427016.85,20.66,4.48
436660.25,plastic,Solar Decanter Centrifuge,390080.46,32.54,5.35
489974.98,textile,Solar Decanter Centrifuge,378564.67,24.23,4.36
751966.37,metal,Automated Compactor Baler,613192.2,47.97,8.86
703044.73,textile,AI Optical Sorter,640412.63,21.4,6.08
123277.41,metal,AI Optical Sorter,113622.77,36.14,4.6
710561.43,metal,IoT Weighbridge Scales,597488.1,16.32,4.99
448978.8,paper,High-Shear Pelletizer Extruder,403207.32,39.29,5.94
110959.33,textile,Automated Compactor Baler,97130.76,37.79,4.52
390807.31,plastic,Solar Decanter Centrifuge,319276.16,13.2,2.91
714833.76,plastic,Automated Compactor Baler,653411.55,29.66,6.26
212514.98,textile,IoT Weighbridge Scales,148768.87,37.86,4.67
273407.25,metal,Automated Compactor Baler,232375.94,24.6,3.56
383048.37,plastic,AI Optical Sorter,300402.31,22.65,3.75
98784.47,metal,Solar Decanter Centrifuge,85971.44,27.03,3.42
576298.28,battery,High-Shear Pelletizer Extruder,515781.52,29.2,5.67
744917.84,textile,High-Shear Pelletizer Extruder,559275.73,45.11,8.22
736198.93,paper,High-Shear Pelletizer Extruder,676209.12,47.92,8.86
667271.23,textile,AI Optical Sorter,496583.53,15.69,4.62
602986.46,plastic,Automated Compactor Baler,526081.76,32.36,5.53
644166.76,metal,Solar Decanter Centrifuge,465963.16,29.44,5.91
118128.64,battery,AI Optical Sorter,90406.42,39.05,3.83
123789.12,paper,Solar Decanter Centrifuge,91491.72,36.62,4.02
64799.07,battery,Solar Decanter Centrifuge,58841.21,42.47,4.75
433253.57,metal,IoT Weighbridge Scales,408104.52,42.5,6.49
282318.92,paper,High-Shear Pelletizer Extruder,236309.41,28.31,4.76
121239.98,metal,AI Optical Sorter,103738.8,17.69,1.88
695453.37,plastic,Solar Decanter Centrifuge,607700.87,41.07,7.03
127470.1,battery,Solar Decanter Centrifuge,102903.35,46.84,5.58
592942.0,plastic,IoT Weighbridge Scales,555407.47,15.62,4.75
287708.97,paper,High-Shear Pelletizer Extruder,218826.39,39.85,5.32
446514.39,plastic,AI Optical Sorter,360420.99,43.31,6.79
769875.79,metal,Automated Compactor Baler,707165.98,21.48,5.97
204004.91,battery,Solar Decanter Centrifuge,151705.49,14.55,3.34
691187.72,textile,IoT Weighbridge Scales,559774.36,14.18,3.76
611836.68,battery,High-Shear Pelletizer Extruder,466922.42,46.48,8.28
614331.5,metal,Automated Compactor Baler,528721.33,28.49,5.51
644217.46,battery,High-Shear Pelletizer Extruder,514733.68,47.4,7.7
258323.04,metal,High-Shear Pelletizer Extruder,222827.23,39.25,5.45
612144.96,battery,IoT Weighbridge Scales,495390.26,16.46,5.06
644745.24,metal,High-Shear Pelletizer Extruder,555577.88,45.5,7.82
371257.1,paper,High-Shear Pelletizer Extruder,350581.93,43.08,5.92
361308.6,battery,High-Shear Pelletizer Extruder,295976.05,45.14,5.13
592988.2,metal,AI Optical Sorter,514582.19,13.17,5.08
309980.32,metal,High-Shear Pelletizer Extruder,239375.67,34.59,6.29
474639.49,metal,Solar Decanter Centrifuge,397421.73,21.83,4.22
686803.16,metal,Solar Decanter Centrifuge,512786.3,18.38,5.03
704776.7,paper,Automated Compactor Baler,609525.97,26.65,5.8
685673.6,paper,AI Optical Sorter,554986.89,46.86,8.69
765616.75,paper,AI Optical Sorter,581193.79,24.44,6.0
677995.58,paper,High-Shear Pelletizer Extruder,551524.53,33.42,7.65
780455.44,metal,High-Shear Pelletizer Extruder,590501.12,32.85,6.37
646731.01,paper,AI Optical Sorter,497040.89,16.09,5.06
135537.72,battery,High-Shear Pelletizer Extruder,120725.33,33.89,4.35
552639.1,textile,Solar Decanter Centrifuge,452305.17,35.35,6.36
71198.53,plastic,AI Optical Sorter,62952.36,36.85,4.5
104687.76,battery,AI Optical Sorter,81761.87,30.7,3.51
636991.26,metal,Automated Compactor Baler,505901.58,34.61,5.73
307866.87,textile,Solar Decanter Centrifuge,249880.09,21.96,3.9
128259.96,plastic,Automated Compactor Baler,95667.93,27.29,3.55
657190.45,paper,Solar Decanter Centrifuge,606309.86,31.8,5.0
360062.43,plastic,High-Shear Pelletizer Extruder,316325.79,37.3,5.66
375338.3,plastic,Automated Compactor Baler,286807.3,13.92,4.72
774050.09,paper,Solar Decanter Centrifuge,573109.79,22.54,5.42
644376.26,textile,Solar Decanter Centrifuge,573927.6,14.46,5.35
59444.46,textile,AI Optical Sorter,50250.47,24.67,3.12
431751.64,battery,High-Shear Pelletizer Extruder,408352.42,34.86,4.84
382152.88,metal,Automated Compactor Baler,332709.85,15.66,3.15
105020.57,metal,AI Optical Sorter,86254.79,40.25,4.42
414121.92,paper,AI Optical Sorter,316493.26,42.61,5.59
181857.41,textile,AI Optical Sorter,148809.13,46.87,5.2
628857.33,textile,AI Optical Sorter,560042.29,13.41,3.99
709929.07,plastic,AI Optical Sorter,498567.21,39.94,7.78
537938.74,plastic,Solar Decanter Centrifuge,448516.34,40.71,5.76
470832.58,paper,AI Optical Sorter,445140.1,26.8,5.55
622543.01,paper,IoT Weighbridge Scales,505268.03,14.47,4.84
536279.81,metal,Automated Compactor Baler,487713.96,46.59,7.02
80665.32,plastic,AI Optical Sorter,70010.3,26.01,3.17
210442.15,paper,IoT Weighbridge Scales,187562.44,39.5,5.0
269334.1,battery,AI Optical Sorter,217315.62,26.77,4.01
242313.78,metal,AI Optical Sorter,199673.92,27.51,4.14
765773.46,textile,High-Shear Pelletizer Extruder,648898.32,24.4,6.72
255492.95,paper,AI Optical Sorter,205855.15,36.1,5.02
62863.76,metal,Solar Decanter Centrifuge,51265.39,12.45,1.02
730230.72,metal,AI Optical Sorter,687529.94,43.86,6.66
56150.53,paper,High-Shear Pelletizer Extruder,40886.11,44.83,5.04
789225.22,metal,IoT Weighbridge Scales,587624.43,36.79,6.89
673127.94,metal,High-Shear Pelletizer Extruder,496457.71,35.75,6.25
546438.3,battery,Automated Compactor Baler,493438.33,17.61,3.72
642461.2,plastic,IoT Weighbridge Scales,480890.86,35.62,6.51
295393.7,paper,Automated Compactor Baler,266678.21,39.85,5.84
158968.78,metal,High-Shear Pelletizer Extruder,124684.37,34.79,4.35
164489.74,plastic,AI Optical Sorter,132438.52,39.54,4.45
765845.32,textile,Solar Decanter Centrifuge,718260.23,32.45,7.65
61042.92,metal,Automated Compactor Baler,44126.94,21.35,3.33
463617.72,plastic,IoT Weighbridge Scales,412122.53,28.25,5.38
547593.74,paper,AI Optical Sorter,496596.47,24.96,5.33
500092.95,plastic,Solar Decanter Centrifuge,417018.25,20.3,4.65
358420.52,metal,Automated Compactor Baler,340382.87,14.58,4.26
82670.51,textile,High-Shear Pelletizer Extruder,77939.12,47.25,5.63
210471.3,paper,Automated Compactor Baler,156724.97,12.05,2.46
689863.86,plastic,AI Optical Sorter,601999.1,31.67,6.84
549255.3,battery,AI Optical Sorter,445215.97,32.03,6.05
438207.86,battery,Automated Compactor Baler,313649.11,27.28,4.09
784512.52,textile,Automated Compactor Baler,574534.0,30.4,6.08
165255.73,plastic,Automated Compactor Baler,139503.65,41.75,4.94
395786.73,paper,IoT Weighbridge Scales,357876.34,22.82,3.94
162255.1,plastic,Automated Compactor Baler,148915.22,46.92,6.23
374062.78,metal,AI Optical Sorter,274627.08,31.85,5.42
504050.28,plastic,High-Shear Pelletizer Extruder,378281.94,42.93,7.11
350704.05,battery,Automated Compactor Baler,279509.94,25.81,5.5
61787.44,paper,High-Shear Pelletizer Extruder,46518.66,26.16,3.28
205313.62,metal,Automated Compactor Baler,150609.78,14.67,2.84
794128.79,paper,AI Optical Sorter,663513.76,39.56,8.16
62404.59,textile,Automated Compactor Baler,49545.49,47.37,5.31
549053.59,textile,Solar Decanter Centrifuge,395331.24,26.52,4.55
272746.17,battery,Solar Decanter Centrifuge,195790.92,43.41,5.24
524977.49,plastic,Solar Decanter Centrifuge,478019.58,35.33,6.02
493751.62,textile,AI Optical Sorter,369312.33,35.52,5.99
90272.89,textile,IoT Weighbridge Scales,76284.57,35.82,3.46
116937.31,battery,Solar Decanter Centrifuge,99886.04,34.53,4.56
272202.38,metal,Solar Decanter Centrifuge,244933.82,23.03,3.43
600168.76,paper,AI Optical Sorter,498944.12,16.13,4.6
793785.67,metal,Automated Compactor Baler,691181.81,34.95,7.59
633951.02,textile,Solar Decanter Centrifuge,550382.41,40.23,7.77
550149.98,metal,Solar Decanter Centrifuge,508973.55,16.71,4.78
420976.96,battery,Solar Decanter Centrifuge,330981.47,13.26,4.64
456231.13,battery,Automated Compactor Baler,330890.35,40.87,6.47
666816.73,battery,High-Shear Pelletizer Extruder,510710.43,19.51,5.44
623797.57,textile,High-Shear Pelletizer Extruder,473102.23,29.63,5.61
519167.33,metal,AI Optical Sorter,399132.47,29.05,5.38
631473.51,paper,AI Optical Sorter,485820.33,29.13,4.66
665506.54,battery,AI Optical Sorter,565486.56,45.69,7.53
633000.08,battery,High-Shear Pelletizer Extruder,470664.4,15.62,5.26
789772.18,plastic,IoT Weighbridge Scales,666654.56,43.47,8.91
590765.78,metal,AI Optical Sorter,552460.02,19.26,4.24
319071.18,plastic,Solar Decanter Centrifuge,269225.28,38.57,4.98
417589.43,battery,Solar Decanter Centrifuge,321385.43,15.44,3.42
682021.21,textile,AI Optical Sorter,574234.36,47.17,7.9
254617.0,textile,AI Optical Sorter,193570.01,36.63,4.83
691481.28,metal,IoT Weighbridge Scales,515126.66,22.26,5.52
391288.78,metal,High-Shear Pelletizer Extruder,356556.03,45.27,5.49
351011.0,battery,Solar Decanter Centrifuge,303187.92,28.05,4.58
309933.49,textile,High-Shear Pelletizer Extruder,275720.39,23.57,4.01
88746.63,metal,IoT Weighbridge Scales,78123.77,17.42,1.68
712374.26,textile,Automated Compactor Baler,538338.55,16.61,5.81
239335.64,plastic,IoT Weighbridge Scales,218158.41,34.24,4.53
613712.3,paper,IoT Weighbridge Scales,520355.73,38.43,7.73
591616.68,plastic,Solar Decanter Centrifuge,537772.04,45.69,7.57
152723.84,plastic,High-Shear Pelletizer Extruder,135621.04,13.65,2.49
607082.48,battery,High-Shear Pelletizer Extruder,494313.93,23.82,5.05
168679.45,metal,Solar Decanter Centrifuge,123223.94,16.06,2.52
583911.56,metal,IoT Weighbridge Scales,490525.14,15.05,4.29
727809.33,plastic,AI Optical Sorter,601782.86,38.44,7.31
295444.96,battery,High-Shear Pelletizer Extruder,248145.33,36.66,4.91
772831.39,metal,IoT Weighbridge Scales,651134.98,38.43,8.62
325306.21,metal,IoT Weighbridge Scales,257959.37,13.02,3.15
152800.96,paper,High-Shear Pelletizer Extruder,109039.15,35.64,4.09
705932.36,metal,AI Optical Sorter,520755.18,34.34,7.61
364902.19,textile,IoT Weighbridge Scales,280666.55,47.09,6.01
171190.63,battery,AI Optical Sorter,145995.88,18.43,2.04
332110.48,battery,Solar Decanter Centrifuge,267298.28,18.42,3.53
411016.87,metal,Solar Decanter Centrifuge,301704.28,21.01,4.2
457025.94,plastic,High-Shear Pelletizer Extruder,399330.91,27.48,5.16
782698.56,textile,Solar Decanter Centrifuge,644011.96,19.0,6.98
612492.82,textile,High-Shear Pelletizer Extruder,487193.61,25.49,5.36
405009.41,textile,Automated Compactor Baler,366238.36,41.7,5.27
227807.97,battery,High-Shear Pelletizer Extruder,193446.72,22.34,2.39
91618.04,textile,High-Shear Pelletizer Extruder,66449.44,40.52,4.96
771073.48,plastic,High-Shear Pelletizer Extruder,619578.57,34.1,6.85
690909.88,paper,Automated Compactor Baler,509348.57,40.55,6.94
500341.77,metal,IoT Weighbridge Scales,371946.18,25.44,4.03
542466.46,battery,Automated Compactor Baler,509880.46,28.5,5.14
442218.71,plastic,High-Shear Pelletizer Extruder,359856.69,17.39,2.91
757372.35,textile,Automated Compactor Baler,631952.57,29.71,6.52
651813.72,paper,AI Optical Sorter,542229.9,24.03,6.02
518388.51,battery,AI Optical Sorter,391057.31,24.03,4.64
769882.57,textile,Automated Compactor Baler,616040.65,30.77,6.53
184029.59,battery,High-Shear Pelletizer Extruder,161611.01,43.75,5.99
328380.59,metal,IoT Weighbridge Scales,308542.18,27.66,5.31
459885.28,metal,IoT Weighbridge Scales,379586.86,43.2,7.29
646047.01,plastic,Automated Compactor Baler,463843.36,21.66,5.49
155625.27,plastic,High-Shear Pelletizer Extruder,130790.28,26.81,3.31
586326.0,paper,High-Shear Pelletizer Extruder,426101.52,29.78,6.78
659840.2,paper,AI Optical Sorter,556612.92,22.53,6.68
351704.61,plastic,Automated Compactor Baler,290140.68,25.95,4.01
429845.84,textile,Solar Decanter Centrifuge,346712.57,45.82,6.82
371422.88,paper,High-Shear Pelletizer Extruder,261096.85,16.51,3.92
711106.08,paper,Automated Compactor Baler,510906.68,22.29,4.67
325031.49,textile,IoT Weighbridge Scales,241326.36,22.27,4.43
63761.5,paper,IoT Weighbridge Scales,49574.91,31.0,2.7
211944.2,textile,High-Shear Pelletizer Extruder,180329.81,13.13,2.16
382803.71,metal,AI Optical Sorter,353436.8,24.33,3.91
798648.41,textile,Solar Decanter Centrifuge,598879.03,14.19,5.16
597924.7,textile,AI Optical Sorter,493776.75,45.34,6.63
661255.83,paper,Solar Decanter Centrifuge,625261.13,37.51,7.37
187804.19,paper,High-Shear Pelletizer Extruder,174699.51,24.38,2.92
731099.04,paper,Automated Compactor Baler,512889.49,28.71,6.04
132707.55,paper,AI Optical Sorter,124089.33,36.94,4.38
700714.15,textile,Automated Compactor Baler,498070.02,47.08,8.37
527978.62,paper,Solar Decanter Centrifuge,374356.99,23.57,4.23
622663.43,paper,Solar Decanter Centrifuge,526480.82,43.21,7.51
461704.01,battery,IoT Weighbridge Scales,352668.64,43.84,6.88
