investment,equipment_cost,recycling_volume_kg,energy_savings_kwh,roi,npv,irr
710079.69,231942.7,47304.25,1587.79,118.47,701428.61,8.74
660691.72,203350.42,47883.92,3433.75,147.45,843303.89,9.9
964076.61,452713.21,14248.78,8074.71,-20.0,-739774.43,2.39
995823.99,141278.24,22402.08,5297.77,-2.29,-249904.82,3.91
330184.58,27327.12,11786.33,2962.98,64.98,113475.24,6.6
471419.72,102129.19,43789.46,7108.13,150.0,1082863.64,14.47
130940.45,332044.38,33029.17,9570.97,150.0,887244.81,14.61
52869.83,139007.58,46461.78,9334.91,150.0,1608573.8,45.0
734557.1,387566.39,5482.66,5235.98,-20.0,-810618.04,1.39
270003.84,106984.66,40704.86,1523.37,150.0,1040948.87,18.84
495219.06,470517.56,10105.77,9784.34,-20.0,-388370.52,2.99
994573.59,286696.23,9336.99,3297.83,-20.0,-885386.96,1.55
453268.19,168475.63,14751.14,9727.85,47.77,111923.94,5.91
195696.59,371997.4,1020.1,6042.59,-20.0,-388315.79,1.58
920145.85,158208.37,10090.77,6586.46,-20.0,-578106.22,2.32
726971.34,350254.65,16646.53,2671.58,-20.0,-448274.41,2.92
958122.86,463183.76,23408.51,8492.7,-12.08,-423414.32,3.52
479707.3,223706.73,8681.38,4378.78,-20.0,-303885.72,2.85
560546.09,30802.08,22761.54,7857.29,103.45,369364.99,8.14
696043.75,324875.35,45568.22,376.71,90.8,534601.27,7.63
579195.21,397927.45,27525.43,3374.18,30.08,37869.14,5.2
179438.04,446030.27,24067.36,8805.53,105.77,402278.05,8.23
606559.52,343612.22,40408.8,6659.72,101.77,580765.52,8.07
428152.1,266544.02,40349.23,3861.77,150.0,767191.13,10.54
418715.38,65931.26,45814.64,1092.16,150.0,1096376.11,16.34
665798.72,218333.35,20875.35,6859.61,23.62,-11333.14,4.94
113739.05,304978.78,38829.56,8316.49,150.0,1098312.95,18.15
212003.87,450761.14,33151.16,8842.18,150.0,674145.67,10.1
511016.68,280176.01,46032.88,9019.11,150.0,987136.9,11.26
475752.83,151718.06,20265.35,4000.09,56.39,156122.52,6.26
322523.53,148918.21,43192.08,884.65,150.0,1015605.56,15.8
693730.62,102953.62,17880.79,803.12,-1.59,-170605.61,3.94
306474.96,388842.11,44365.75,2370.97,150.0,867168.83,11.26
490370.45,245755.54,43805.19,7675.43,150.0,934410.71,11.37
537423.36,341958.66,42520.4,293.48,106.5,570707.47,8.26
432745.53,455476.72,37275.34,5519.85,97.0,509064.36,7.88
553162.3,186929.65,26505.51,6622.76,79.05,318109.31,7.16
447444.89,362793.51,43200.38,1715.91,132.96,697004.42,9.32
478969.67,215849.64,34685.78,2648.7,123.6,545800.73,8.94
658238.37,441194.84,21488.45,9127.95,7.97,-151485.85,4.32
993505.55,70924.18,12419.61,9513.72,-20.0,-415019.51,3.06
960411.3,66899.49,1734.93,1778.78,-20.0,-925817.87,0.49
996212.14,106399.82,25624.83,8514.49,21.94,-28980.05,4.88
69381.53,310154.71,14574.25,8650.88,131.58,322327.85,9.26
319288.09,349642.75,34036.76,2370.64,126.88,543001.58,9.08
83059.24,216439.8,15170.46,8127.98,150.0,410072.77,11.87
810345.98,239371.5,30719.1,6121.74,41.87,139482.47,5.67
835800.24,224001.16,14496.89,2797.34,-20.0,-500791.67,2.64
559382.67,235591.14,22565.92,1093.15,24.76,-2943.2,4.99
732673.55,122593.61,10650.73,4245.03,-20.0,-392107.3,2.71
266389.42,300251.97,19201.7,4599.33,68.37,195209.57,6.73
560310.86,117697.05,8631.83,8828.13,-6.83,-173571.48,3.73
462037.52,217804.93,2745.0,5080.17,-20.0,-464980.88,1.58
576461.24,288243.62,35644.53,1939.32,81.92,391459.27,7.28
289611.98,409150.62,47411.36,1532.14,150.0,946990.18,11.8
522767.08,122804.6,3943.59,3389.93,-20.0,-430524.03,1.67
186503.24,360767.88,27152.55,1609.58,119.68,412792.39,8.79
58779.51,407915.38,9633.53,6140.92,27.2,7361.6,5.09
370075.82,301033.25,16467.03,1052.01,8.99,-87048.33,4.36
261802.51,110268.11,21972.95,6651.18,150.0,532985.5,12.18
300615.77,25793.57,26427.93,6136.44,150.0,717508.94,16.02
964726.97,302945.99,24087.46,5819.34,-5.47,-310782.52,3.78
931505.6,417621.51,16825.96,2525.09,-20.0,-717595.37,2.34
299501.93,262122.1,37458.42,5131.55,150.0,832573.96,12.43
114406.58,367318.74,40492.54,3037.08,150.0,965268.87,15.05
680919.45,224764.11,44566.85,8483.21,137.23,810053.71,9.49
549160.4,351922.66,44284.14,5058.03,125.71,723004.89,9.03
347588.2,381759.75,11783.25,4007.61,-14.85,-233440.48,3.41
872440.88,367722.72,20786.74,2304.5,-20.0,-479495.4,3.07
388169.97,156369.99,9628.38,7484.66,16.38,-38467.3,4.66
289466.39,238000.39,19907.11,9824.36,116.28,383496.41,8.65
421537.63,58391.59,5401.46,5989.39,-14.73,-153130.92,3.41
619395.37,221004.32,22160.34,728.54,14.67,-70868.18,4.59
540719.18,262274.95,8327.92,1217.63,-20.0,-491191.24,1.95
167393.87,68493.56,30875.7,2125.53,150.0,862892.98,23.33
288858.64,103314.63,47933.93,8575.25,150.0,1440041.08,23.4
268970.1,177231.82,11284.75,5020.38,41.24,57049.94,5.65
68630.01,342256.64,26634.75,9006.66,150.0,708810.34,13.65
206173.05,405972.44,39806.09,1446.38,150.0,773444.74,11.34
428631.26,101673.27,13481.3,2779.81,23.77,-6181.63,4.95
578424.57,217477.25,47438.91,1438.43,150.0,848540.83,10.35
975007.53,130706.55,38870.82,3521.91,58.96,297856.96,6.36
185927.33,431786.81,16134.18,6656.78,43.34,89320.0,5.73
588121.5,246443.03,25295.15,7375.93,55.33,200603.04,6.21
133384.27,340726.72,44894.79,766.32,150.0,1067888.35,16.29
183620.67,363983.33,22426.8,4154.78,96.82,313050.46,7.87
180118.3,263249.62,7200.72,4870.88,1.98,-82301.54,4.08
775434.53,143966.89,24558.52,9921.76,45.9,151754.75,5.84
702317.9,423851.25,21327.53,7725.04,1.07,-217291.6,4.04
88483.71,78997.37,10950.46,4139.13,150.0,303314.03,14.08
853457.63,186207.7,33076.44,7151.28,55.85,254201.93,6.23
606873.24,191476.14,29275.61,3554.2,69.2,280352.84,6.77
129680.05,496545.91,7231.94,909.01,-20.0,-359011.54,2.14
884604.21,164880.64,32864.55,3424.26,42.88,147905.84,5.72
421881.56,145814.23,17809.16,4224.86,55.65,137923.93,6.23
734395.27,265537.37,47234.7,610.43,102.59,617743.7,8.1
527914.91,300427.9,46089.65,681.75,138.94,752181.71,9.56
594824.61,429742.37,12854.46,8787.67,-20.0,-377792.31,3.16
68091.24,371578.22,46722.55,6640.54,150.0,1305084.45,19.88
467077.78,41542.89,46085.58,4808.9,150.0,1170636.6,16.54
77546.91,351114.11,24610.03,1418.58,150.0,440538.86,10.16
253558.22,50955.53,29140.38,6295.89,150.0,835279.57,18.75
530455.18,412209.02,43189.43,6233.12,114.56,672422.49,8.58
62118.66,353710.23,21481.96,5742.46,150.0,450794.63,10.44
666626.57,188113.57,45937.83,1512.95,133.73,740544.15,9.35
687936.22,22092.6,46307.9,1302.54,150.0,892774.47,11.31
140140.02,179843.66,19304.75,2300.14,150.0,390284.31,11.12
605865.58,232598.77,2674.6,3332.59,-20.0,-667857.15,1.02
819911.27,351056.74,36518.67,7041.55,50.58,237093.07,6.02
345424.37,67838.68,14350.89,8351.5,108.21,273848.64,8.33
981447.26,257046.57,1475.32,1572.44,-20.0,-1150754.69,0.35
355976.55,297720.97,4679.59,9444.9,-20.0,-268616.95,2.95
396829.49,458040.42,39245.57,7603.29,121.79,659193.85,8.87
626383.6,320856.23,32262.16,6361.47,64.9,300071.46,6.6
576041.82,493478.73,36882.24,7814.07,68.48,369386.15,6.74
878839.67,123507.09,5106.4,4932.37,-20.0,-710884.42,1.46
538376.66,418007.25,22745.4,5794.36,19.25,-45638.7,4.77
550717.39,38337.34,31145.53,8314.82,150.0,667155.46,10.68
199625.52,305279.23,30086.92,1809.01,150.0,559523.27,10.56
167290.4,490424.93,20292.24,2428.73,42.2,89146.77,5.69
212758.32,340448.82,30862.82,6506.81,150.0,650095.17,10.9
133605.73,448896.6,20074.05,3271.02,63.31,177133.02,6.53
489243.37,207231.71,43315.27,9306.76,150.0,996515.29,12.18
338280.56,434689.19,39294.63,9321.92,150.0,783931.14,10.09
283462.8,296940.39,14452.68,8276.13,48.61,108357.56,5.94
55057.98,291113.2,17620.97,3362.3,145.47,332398.0,9.82
662661.01,428712.54,30850.57,8561.1,43.67,160726.16,5.75
301367.26,269360.89,23076.29,314.12,73.49,219960.95,6.94
578971.54,337531.68,30003.81,7415.54,63.41,279415.69,6.54
592772.55,52040.12,6705.83,6045.45,-20.0,-272403.56,2.89
311230.23,58229.66,22050.53,5632.36,150.0,513822.24,11.98
362308.69,365808.18,32544.76,3461.62,104.23,459315.81,8.17
767128.9,331373.62,32234.82,5623.59,40.07,130204.28,5.6
60820.18,354323.45,19426.05,9437.58,150.0,470227.27,10.68
827085.53,302093.35,13356.92,2196.43,-20.0,-623253.09,2.24
373365.6,248752.61,15507.21,5246.31,31.24,29847.98,5.25
207101.9,489302.15,6288.3,9333.05,-20.0,-259406.36,3.14
917899.11,272173.03,36520.6,4473.27,41.7,156528.28,5.67
648532.85,183476.45,15756.79,5866.65,1.64,-156711.7,4.07
523223.19,298177.46,15046.37,3796.19,-8.28,-219814.03,3.67
129703.06,45092.66,13419.4,927.62,150.0,302854.62,13.69
148585.97,410205.63,2904.81,6657.64,-20.0,-300715.88,2.31
308929.86,438341.93,24764.62,3194.65,53.67,169722.68,6.15
541756.99,203339.85,28650.75,1322.42,68.75,258933.69,6.75
997140.98,224266.82,18063.3,7160.06,-19.56,-436846.66,3.22
395704.44,419971.67,23259.27,7251.67,47.86,147420.62,5.91
152080.56,426137.21,37050.18,2274.82,150.0,733688.88,11.37
188021.71,171820.33,48827.46,2716.95,150.0,1362353.93,23.97
483320.85,34409.71,20464.15,5798.94,101.59,315703.28,8.06
955468.38,268033.3,41136.26,5561.85,56.53,305823.27,6.26
88745.76,171203.97,29201.93,9515.82,150.0,959069.74,23.49
866173.84,129610.69,11785.38,2171.5,-20.0,-543790.94,2.27
926373.95,429279.75,38969.29,4048.8,31.13,63881.58,5.25
529161.67,242879.24,13416.51,5149.27,-6.13,-193353.64,3.75
78971.72,83268.98,44442.89,7566.46,150.0,1527327.8,45.0
451724.99,268232.17,19129.95,7459.64,44.01,107980.74,5.76
794977.82,386376.89,36407.97,2204.14,36.58,107063.43,5.46
371071.48,245525.81,17208.86,7598.41,55.58,149467.08,6.22
362885.85,86351.4,20552.98,9803.16,150.0,483137.67,10.4
264587.34,313836.16,22215.68,896.04,67.88,196998.8,6.72
513482.78,357038.88,26147.78,8746.64,57.8,226419.36,6.31
324490.17,61399.6,46891.71,3906.32,150.0,1299103.83,21.87
597585.27,400161.5,16891.37,7218.41,-6.35,-251560.71,3.75
178647.91,159821.0,8090.82,8150.06,73.83,131362.61,6.95
261516.77,364353.71,47221.62,5372.17,150.0,1105435.62,13.86
563027.73,241296.11,16968.62,4861.42,7.79,-111980.9,4.31
622667.16,493275.95,46950.46,8649.1,102.06,684663.44,8.08
894674.01,244567.61,33214.77,8971.65,47.53,202929.76,5.9
423303.23,481645.99,21373.52,6090.61,20.57,-33665.8,4.82
724314.48,476284.17,12986.2,7512.08,-20.0,-579911.19,2.59
544774.81,148907.43,39053.74,5611.78,150.0,766162.03,10.54
677925.13,174992.51,24582.42,6250.07,44.48,131089.86,5.78
434665.27,115218.82,48120.38,5212.38,150.0,1208096.38,16.01
747224.35,217302.65,18401.46,4190.21,-5.88,-239635.96,3.76
438736.81,281206.46,27630.02,5072.11,84.24,339274.18,7.37
178046.5,258116.23,9286.09,1436.13,0.36,-86606.72,4.01
936013.43,310376.01,33315.01,4137.58,23.56,-16622.46,4.94
913531.85,326206.63,38689.32,3811.91,41.86,164620.31,5.67
962011.29,413821.42,42843.47,1887.5,36.46,123408.18,5.46
307415.05,157100.77,14274.55,8583.0,86.03,225551.01,7.44
80290.56,56527.99,14421.83,2158.76,150.0,404345.68,19.81
270266.63,403012.73,28593.2,256.55,81.63,303263.81,7.27
457856.63,215784.76,6583.32,6826.19,-20.0,-286686.53,2.88
716992.33,366028.75,36695.08,200.52,44.55,167141.38,5.78
956224.76,410820.21,45295.1,353.3,41.59,178645.69,5.66
937165.86,408698.49,42023.74,1114.22,35.19,107031.21,5.41
751839.13,480760.01,34248.82,5791.5,32.19,68481.24,5.29
948348.19,232609.82,30365.38,4868.12,21.64,-33794.68,4.87
936203.91,56520.67,25554.87,6932.13,30.35,40625.35,5.21
802311.21,299848.95,45536.97,9431.52,101.27,669218.97,8.05
111103.26,213137.86,2149.49,3428.28,-20.0,-169162.74,2.4
560024.81,457181.57,42481.16,1449.5,81.77,459245.33,7.27
138378.86,302848.32,27073.78,2810.5,150.0,544932.84,11.2
904480.43,465135.88,20727.96,8924.97,-16.13,-452341.27,3.35
414751.45,373672.08,24321.17,1401.31,36.44,70559.42,5.46
931537.49,237966.36,36989.86,3798.3,44.17,176852.63,5.77
67936.83,68254.57,25314.75,6961.65,150.0,889716.74,37.73
367998.56,353834.46,35233.14,7098.57,136.95,643965.9,9.48
517895.76,459145.35,24970.63,4612.6,22.78,-19086.39,4.91
239411.78,167674.44,3074.39,6408.65,-20.0,-149220.27,3.17
286108.96,165994.52,38769.91,3406.77,150.0,945284.56,15.48
280086.1,101147.72,38968.06,1471.12,150.0,976508.2,17.84
481066.07,263326.46,34682.11,6406.18,123.83,586118.07,8.95
820184.64,41480.69,15525.6,2945.31,-13.17,-264198.4,3.47
188716.06,158805.56,16178.5,5314.47,143.73,328859.67,9.75
680519.25,202928.25,36254.04,3494.42,86.27,430656.68,7.45
325769.49,279770.27,2162.1,981.93,-20.0,-508638.83,0.8
447071.07,472598.1,36354.08,1063.64,71.47,339597.63,6.86
854002.11,371504.37,30936.38,8238.87,27.45,21786.0,5.1
433904.36,126320.5,26089.15,5578.65,127.79,458833.07,9.11
561410.05,291235.42,47486.54,9042.01,150.0,975567.11,10.74
881931.18,404680.07,47227.98,1165.25,58.72,344128.48,6.35
301867.1,257626.85,42480.19,5150.62,150.0,1005589.93,14.01
760633.0,86700.75,13368.28,7371.41,-6.85,-217049.39,3.73
206497.31,188650.85,13978.45,3628.64,77.89,166181.61,7.12
722907.85,196566.65,28207.9,1179.33,34.23,66098.7,5.37
814766.81,197546.54,32778.17,7308.82,59.27,275205.42,6.37
249177.88,444643.99,31194.99,4401.51,110.12,470318.38,8.4
223218.42,472304.45,37998.34,2238.64,141.85,647695.66,9.67
370825.24,408643.64,35088.21,7704.69,120.97,595931.34,8.84
469141.05,363908.61,19938.19,2270.38,9.9,-101996.84,4.4
651043.18,488486.68,16219.45,4717.5,-20.0,-476059.98,2.92
690301.3,279923.02,42327.96,7665.08,109.12,649930.17,8.36
105382.34,499242.19,37867.72,8666.25,150.0,888142.49,12.37
668637.83,431016.86,6506.77,3607.83,-20.0,-792397.71,1.4
882599.9,116794.5,4833.86,7923.57,-20.0,-645523.59,1.77
843711.85,98073.06,42862.95,6930.32,115.5,678924.16,8.62
544078.55,418520.09,21543.21,2101.14,1.66,-181128.84,4.07
320610.04,262478.73,27035.21,8094.69,138.7,528351.65,9.55
801785.09,299055.95,39258.49,2079.38,57.23,281329.11,6.29
97561.3,439344.23,4702.17,2617.55,-20.0,-314616.49,2.07
710553.0,216535.01,43939.38,3120.2,111.53,638876.74,8.46
61277.78,164314.71,29325.68,3884.2,150.0,862714.2,24.17
558129.12,440767.1,45711.77,2806.55,102.92,619705.71,8.12
489033.45,283589.13,47506.51,9986.45,150.0,1078893.04,12.0
273636.89,368950.34,19523.52,279.46,30.43,26697.58,5.22
58789.9,241071.68,24928.41,421.18,150.0,556249.67,14.3
702581.05,161121.63,28434.76,3149.01,50.86,176755.71,6.03
208777.6,215443.39,12381.39,5441.05,62.52,126326.42,6.5
238887.1,264034.87,8711.55,6775.55,14.04,-44952.28,4.56
766240.8,72989.23,23922.32,894.54,24.34,-5923.66,4.97
618273.32,146914.06,26853.6,5271.12,69.82,272447.26,6.79
928136.63,283559.95,29566.93,4136.2,13.95,-109165.32,4.56
951625.62,393049.24,14984.86,8473.25,-20.0,-633130.7,2.65
460776.54,417760.23,41321.52,2050.93,106.9,572966.84,8.28
716084.07,159508.63,15577.14,3104.21,-13.76,-272569.85,3.45
739289.84,130316.5,1044.39,7209.32,-20.0,-661453.55,1.2
212625.51,70151.55,12638.29,3923.03,131.57,240122.68,9.26
502111.01,41393.62,48558.09,7217.42,150.0,1277364.0,16.78
357034.36,172974.68,22978.58,6337.2,120.13,401654.58,8.81
189054.41,110686.31,43112.29,2711.3,150.0,1228358.42,25.54
411185.25,438210.49,33494.24,3548.78,80.12,372348.5,7.2
699514.57,29447.94,37046.49,4972.76,136.45,647451.25,9.46
822523.04,478226.07,46363.64,9110.8,72.5,491002.34,6.9
536561.46,192868.21,23786.73,6960.98,67.22,244604.31,6.69
889797.89,119353.43,45991.46,8188.77,118.03,747880.86,8.72
979913.21,442520.85,14716.93,1238.37,-20.0,-893303.74,1.86
156629.02,159787.19,31095.0,8082.34,150.0,932509.7,19.77
904287.79,319401.62,1275.93,2025.9,-20.0,-1131853.62,0.38
144739.89,194395.75,25566.2,625.29,150.0,543510.58,13.04
381054.08,106006.24,32706.44,4749.87,150.0,736721.04,12.59
520551.76,225292.06,47844.97,2304.4,150.0,933125.22,11.28
540831.05,373288.34,28285.38,9304.4,62.04,268729.45,6.48
409069.94,242564.39,5337.59,6168.19,-20.0,-322720.09,2.53
323801.37,96948.34,27682.03,5416.64,150.0,648486.57,12.73
122078.06,355143.42,31564.84,2052.37,150.0,643194.18,11.76
495963.12,365755.0,26942.35,4075.79,47.07,150293.11,5.88
356221.54,312989.06,47016.33,6783.1,150.0,1088928.84,13.16
121008.61,241128.79,44650.38,1125.73,150.0,1180177.18,21.33
989431.93,475553.31,4835.45,9347.45,-20.0,-1076949.62,1.33
394975.96,425460.4,21500.78,4520.38,27.91,17549.39,5.12
652530.94,391749.16,2655.67,6012.93,-20.0,-810104.64,1.12
227396.34,186055.77,18050.46,4796.79,120.35,314058.37,8.81
367429.59,71533.34,8135.81,527.69,-17.62,-150208.05,3.3
496736.63,478134.89,6668.09,9473.39,-20.0,-521622.74,2.33
746693.44,325999.43,32618.61,8301.93,52.45,233201.89,6.1
151573.87,262282.08,35157.47,5950.84,150.0,921879.25,16.17
841140.12,54690.42,34844.35,5433.47,83.5,416883.94,7.34
410202.82,183331.99,31420.8,8931.75,150.0,686796.81,10.81
521367.13,415867.12,20705.66,1203.47,-2.26,-205694.2,3.91
108430.45,44640.5,19627.36,3504.93,150.0,597008.0,24.55
732040.17,376554.32,3491.84,2367.01,-20.0,-933383.49,0.79
310548.76,282853.75,8081.25,1512.62,-20.0,-282904.09,2.62
946599.44,406017.4,9852.09,4184.36,-20.0,-918014.53,1.61
387840.9,399681.96,26000.43,1452.93,45.85,129687.46,5.83
752042.46,210506.23,13883.29,3879.89,-20.0,-398429.6,2.94
522868.74,184695.45,12853.38,4105.32,-5.39,-172997.51,3.78
68214.27,390798.97,9376.3,630.27,-9.07,-125701.24,3.64
671013.76,391489.34,40877.63,5036.39,77.73,445456.33,7.11
245099.78,373869.29,35285.94,2613.45,150.0,641175.01,10.2
908237.37,70098.3,49151.72,8630.43,139.99,896530.06,9.6
703503.71,470599.95,36393.25,2066.48,37.02,110516.75,5.48
470048.33,54321.45,20093.21,7467.71,105.58,336452.81,8.22
417121.18,178541.2,30172.43,8747.6,150.0,637890.51,10.37
95204.03,205025.81,8753.8,7014.47,94.01,164897.32,7.76
150438.33,339107.72,15022.86,2149.38,43.59,71791.61,5.74
939534.93,28891.8,22451.09,411.94,-0.2,-196612.32,3.99
509413.4,260502.74,16761.46,1495.19,-1.65,-165246.03,3.93
407568.16,342686.21,39337.39,5401.36,144.43,714175.8,9.78
610342.67,116295.86,15079.19,1786.58,-4.43,-172080.87,3.82
286830.58,127945.65,26452.99,5714.35,150.0,619880.74,12.5
947700.05,113873.91,32442.11,8209.14,53.08,236107.82,6.12
582229.39,142401.75,13864.96,584.68,-16.26,-240074.85,3.35
340172.02,377409.77,3328.37,2349.09,-20.0,-548347.94,1.18
720920.87,395672.75,23310.6,7041.13,7.64,-156798.48,4.31
418554.56,96758.36,20509.33,5883.68,103.4,321684.36,8.14
950650.62,53000.46,25862.31,3423.41,19.75,-43922.87,4.79
532896.11,31508.21,16338.24,8234.71,66.8,187356.33,6.67
576244.65,236279.6,14990.73,3120.82,-10.07,-229005.27,3.6
413946.36,421073.94,48393.45,4498.82,150.0,915133.18,10.5
423685.2,426344.37,21918.36,5609.78,29.39,28225.83,5.18
269394.58,376881.22,27067.43,8128.54,115.73,467068.9,8.63
791696.09,123202.29,36066.14,8040.53,93.9,501736.72,7.76
378801.88,102852.37,1128.98,4618.86,-20.0,-332688.53,1.55
384811.09,286356.72,10214.01,8624.72,3.23,-117908.17,4.13
294867.45,128686.21,24554.99,5088.74,150.0,531701.59,11.3
254330.97,150493.15,9315.56,7240.91,51.46,84792.69,6.06
781584.58,241917.68,35990.26,7412.17,71.17,375504.39,6.85
181361.75,483765.45,41230.57,2203.94,150.0,786955.29,10.94
226856.78,80317.35,7780.55,7531.99,81.21,137320.64,7.25
496171.54,395808.4,37566.49,6125.2,99.59,529689.91,7.98
702048.28,28810.75,16277.1,6450.66,21.13,-23912.44,4.85
58877.71,35828.93,42742.51,6903.44,150.0,1521270.91,45.0
302101.25,350222.16,39830.38,3206.58,150.0,776259.08,10.97
84235.51,467733.98,17913.81,1243.52,44.69,85780.22,5.79
517264.03,388864.54,11860.72,2841.0,-20.0,-435539.29,2.6
280579.24,496003.07,10672.78,5840.1,-19.03,-274462.11,3.24
929001.41,90510.35,48571.86,9485.28,130.39,856153.35,9.22
890343.39,122987.13,32068.7,7656.74,57.17,258444.85,6.29
986726.53,106603.43,38535.27,3520.25,59.45,298813.42,6.38
216845.14,222260.93,39897.96,4755.53,150.0,1028876.96,16.75
560646.95,497676.52,20556.36,6230.93,0.21,-211411.42,4.01
396981.99,208537.11,35086.4,9391.29,150.0,810224.52,11.71
565241.0,388831.97,5371.12,2269.35,-20.0,-717422.55,1.24
527025.06,29605.63,13389.89,5270.53,30.64,24058.26,5.23
64213.14,146982.22,26187.51,5816.86,150.0,816907.56,24.38
929464.11,329765.9,21322.05,9317.44,-5.84,-312390.32,3.77
795638.83,116004.28,7411.28,6822.95,-20.0,-496666.52,2.28
581889.01,399043.33,37201.45,6327.07,80.53,433184.7,7.22
987063.06,276123.07,6542.18,8317.08,-20.0,-841911.17,1.67
289260.69,393105.03,47898.25,7028.6,150.0,1111585.57,13.17
616228.65,240985.36,18856.08,3659.45,6.29,-129608.94,4.25
654554.07,380611.1,34247.34,2144.42,46.82,178494.41,5.87
519287.82,399987.23,24309.5,5458.91,30.2,36516.63,5.21
782579.25,337407.35,21057.9,8975.04,3.95,-190314.3,4.16
204438.72,497847.9,6823.78,346.51,-20.0,-462399.97,1.71
895517.96,137577.68,36755.28,8147.95,74.87,409500.84,6.99
866037.07,495965.23,15407.95,7160.38,-20.0,-667550.86,2.55
159629.87,215268.46,42550.61,3803.05,150.0,1160292.71,20.51
611540.61,261811.25,32651.63,9734.37,92.33,467979.12,7.69
102948.75,295501.53,43288.41,4917.55,150.0,1188479.44,19.95
124600.83,289058.89,17271.62,1718.43,89.91,213672.3,7.6
856582.79,270367.77,46730.54,8098.96,97.79,653013.14,7.91
708323.2,22412.24,21963.35,2135.37,36.51,65812.85,5.46
915258.02,103800.31,15016.94,5265.0,-20.0,-383283.08,3.13
300195.44,120735.05,30355.87,1071.51,150.0,634957.36,12.57
105259.37,198677.74,36312.56,5637.11,150.0,1063483.76,22.54
451732.65,291560.75,18907.12,9374.23,45.94,122948.79,5.84
102159.65,343227.91,44672.85,8078.07,150.0,1264241.57,19.23
224838.98,162044.65,36135.35,1025.85,150.0,864054.68,16.2
821268.61,365075.33,36750.73,1182.37,34.65,89228.54,5.39
731872.52,346312.7,41715.2,607.64,66.12,352103.57,6.64
71955.14,199043.41,8290.63,5672.17,92.81,146252.94,7.71
921481.46,207910.27,42402.57,202.36,60.1,314515.94,6.4
210088.91,34603.3,17079.21,9100.26,150.0,552950.83,16.33
142104.52,311076.69,23123.3,9396.99,150.0,556694.9,11.16
166393.19,121773.37,2447.56,4452.57,-17.55,-98434.48,3.3
313941.25,437554.85,30642.1,6218.09,98.12,437398.73,7.92
555315.16,64088.16,22805.92,9995.15,104.89,394031.08,8.2
