material,month_idx,supply_volume_kg,scarcity_index,disruption_risk
textile,3,4389.49,2.31,1.43
paper,14,4881.23,0.48,0.87
battery,13,2752.51,5.63,3.78
plastic,8,3967.9,3.12,1.61
plastic,16,3868.18,2.56,2.15
paper,3,3764.21,3.13,2.72
paper,16,4684.67,1.46,1.35
paper,23,4502.54,2.9,2.44
textile,5,4016.12,2.25,0.89
textile,35,4877.04,2.0,1.43
metal,18,4758.26,1.96,1.54
battery,22,2691.29,6.93,5.24
paper,16,5090.06,0.95,0.84
paper,15,4729.67,0.0,0.0
metal,32,4267.83,1.59,1.25
plastic,17,4440.21,1.71,1.25
textile,4,3290.16,3.58,2.55
paper,17,4462.15,1.39,1.35
paper,21,4154.6,2.6,1.9
paper,31,4039.43,2.63,2.15
textile,27,4036.84,2.43,1.9
textile,13,4469.37,1.26,0.44
textile,25,3678.79,3.01,3.12
plastic,15,3897.04,1.77,1.85
metal,19,4064.96,2.39,1.96
paper,29,4526.66,1.12,0.29
paper,34,5011.38,0.55,0.42
paper,1,4593.43,2.7,1.78
plastic,12,3831.53,1.8,0.78
paper,11,4134.97,1.67,1.06
textile,16,4570.15,0.79,0.33
plastic,7,2878.58,4.42,3.0
metal,1,4322.12,2.38,2.28
paper,21,3926.43,2.43,1.56
metal,8,4282.78,3.04,2.58
battery,29,3013.28,6.09,4.04
battery,5,2077.47,7.59,6.15
plastic,5,4478.97,4.58,3.45
textile,4,4166.02,3.5,2.17
metal,28,4313.79,2.23,1.6
metal,6,4056.11,2.13,1.17
plastic,22,4405.7,3.26,2.12
battery,9,2529.88,6.06,4.56
plastic,14,4842.1,0.96,0.73
metal,27,4539.61,1.84,1.25
textile,34,4695.31,0.8,0.63
metal,6,3173.24,3.36,2.38
textile,24,4478.79,2.36,1.81
textile,23,3594.56,3.19,2.51
metal,11,4473.9,1.44,1.27
metal,14,4348.48,0.95,1.01
metal,22,3201.93,3.13,2.14
textile,7,3883.13,3.67,2.51
paper,31,4700.82,1.96,0.55
paper,7,3623.77,2.52,1.9
paper,27,3744.86,3.53,3.12
metal,3,4056.71,2.77,2.22
metal,33,4243.88,1.38,1.05
textile,34,4945.06,0.62,0.0
paper,2,4259.86,1.69,1.28
metal,7,3770.47,3.46,2.37
textile,3,3397.49,3.17,2.23
metal,31,4173.56,0.81,0.1
metal,10,4212.11,2.25,2.15
plastic,23,3568.69,3.56,2.81
battery,30,2830.48,6.9,5.55
textile,11,5095.36,0.33,1.16
textile,27,3659.3,2.79,1.56
metal,10,4116.33,1.61,1.15
paper,4,3760.22,3.07,2.32
plastic,19,3450.77,3.4,1.59
textile,3,4063.18,1.94,1.02
paper,35,4198.84,1.39,1.51
paper,17,4822.9,0.62,0.84
metal,14,4816.2,1.17,0.41
plastic,3,3495.47,3.6,1.88
textile,14,4174.92,1.8,0.95
textile,24,4018.66,3.31,1.99
battery,17,2413.62,7.3,6.05
plastic,26,3739.97,3.26,2.6
metal,13,4495.93,0.97,0.56
textile,4,3471.32,3.36,2.0
plastic,30,4057.54,2.07,2.06
paper,28,4575.61,1.79,1.74
paper,35,4872.48,1.05,1.07
textile,29,4234.3,1.53,1.33
paper,26,4463.13,1.84,2.15
metal,22,4322.92,2.84,1.83
battery,22,2354.52,7.08,5.61
plastic,10,3487.79,3.89,2.42
paper,27,4052.65,2.75,2.08
metal,18,4294.27,1.31,0.68
paper,33,4331.03,1.61,1.08
paper,28,3612.77,2.23,1.58
battery,29,2716.18,6.09,4.44
battery,4,2485.5,7.3,5.9
paper,9,4046.21,2.36,1.73
paper,4,3457.14,3.83,3.48
plastic,15,3942.1,2.54,1.2
paper,18,4448.88,1.37,1.36
metal,1,3992.2,1.76,0.95
textile,30,4405.95,1.63,1.72
battery,5,2317.94,7.31,5.57
plastic,27,3579.5,3.87,2.22
battery,1,2603.16,6.67,4.7
battery,18,3193.62,6.35,3.87
textile,26,4463.46,2.52,1.9
textile,18,4547.09,1.71,1.68
paper,28,3937.76,2.71,1.91
battery,35,2909.29,5.79,3.92
paper,19,4700.83,1.27,1.25
plastic,27,3894.92,3.53,2.91
paper,31,4900.91,1.11,0.64
metal,10,4420.0,1.73,1.24
paper,27,3838.07,3.04,1.89
textile,33,4901.75,0.47,0.73
paper,19,4360.99,1.44,0.74
plastic,17,3719.45,2.94,3.1
battery,35,2701.5,6.32,4.64
paper,25,4425.0,2.53,2.23
textile,15,4840.54,1.03,0.81
plastic,23,3591.28,3.91,2.67
metal,1,3808.74,2.15,1.73
textile,23,4502.51,3.14,2.39
metal,34,4535.61,0.5,0.0
paper,27,4089.53,2.09,2.13
textile,10,4649.65,2.1,1.39
paper,28,4470.66,1.95,0.98
paper,28,4063.76,1.84,1.59
textile,8,3485.82,2.72,1.84
textile,24,4524.98,1.9,1.6
paper,4,4264.69,2.64,1.24
plastic,1,3752.71,3.52,3.21
paper,31,4820.76,0.86,0.71
textile,11,4587.81,1.66,1.46
metal,24,3903.01,3.25,3.04
textile,23,3537.52,3.99,3.27
battery,8,2346.6,6.96,4.78
metal,24,3366.07,3.36,2.85
battery,5,2202.1,7.77,5.89
paper,27,3867.48,2.34,1.48
paper,27,4207.16,1.95,1.24
textile,17,4412.39,1.81,1.56
plastic,4,3232.78,4.67,3.44
textile,9,3401.75,2.36,2.05
battery,11,3204.45,5.57,4.32
metal,29,4251.27,1.37,1.1
plastic,18,3787.07,2.3,1.53
battery,15,2592.7,5.42,4.15
paper,35,4474.38,1.38,0.76
textile,19,4495.22,2.13,1.7
battery,30,2559.99,5.93,4.01
textile,3,4270.42,2.82,2.4
metal,11,4722.35,1.69,1.67
metal,2,4083.07,2.23,2.04
metal,29,4186.94,1.71,1.47
plastic,18,4129.3,2.81,1.74
paper,22,3861.83,2.27,1.15
metal,26,4032.81,3.32,2.6
metal,17,5055.02,0.81,1.15
plastic,7,4036.16,3.86,3.19
battery,8,2714.11,6.2,4.76
battery,25,2510.53,7.09,5.27
battery,13,2869.11,5.54,3.67
textile,2,3961.94,1.82,0.94
metal,4,3175.65,3.72,2.95
battery,20,2318.69,7.1,5.8
metal,29,4133.2,2.44,2.3
metal,30,4709.76,1.38,0.01
textile,11,4530.64,1.08,1.1
plastic,31,4255.77,1.72,1.13
metal,6,3945.72,2.24,1.05
battery,15,3127.93,5.34,4.3
plastic,11,4057.43,2.01,1.65
battery,23,2911.99,6.64,5.34
plastic,10,3588.28,3.04,1.89
battery,29,3106.42,5.96,4.62
plastic,13,3870.92,3.01,2.22
plastic,1,3868.86,3.5,2.84
plastic,9,3946.38,2.43,1.5
plastic,21,3524.34,3.72,1.98
battery,35,2824.23,6.31,4.32
textile,5,3863.83,3.31,2.6
battery,5,2211.04,7.23,6.03
textile,32,5380.8,0.18,0.0
paper,26,3756.83,2.86,2.35
paper,2,3726.73,2.78,1.33
textile,27,4222.45,2.44,2.47
battery,27,2975.54,6.78,5.42
metal,8,4358.19,3.05,3.08
paper,31,4783.08,1.14,1.28
textile,26,4134.11,1.89,2.02
plastic,29,4116.66,2.33,1.77
paper,2,3818.8,2.58,1.58
textile,30,4414.16,2.05,0.67
plastic,32,4296.08,1.63,1.47
textile,8,3763.67,2.83,2.19
plastic,32,4749.7,1.77,0.93
battery,21,2479.45,7.04,5.24
battery,32,2919.45,5.87,4.49
textile,20,3832.87,3.41,2.58
metal,5,3875.94,2.5,1.58
paper,8,4057.16,1.85,1.04
paper,15,5128.06,0.39,0.0
metal,1,4119.51,1.72,1.04
paper,18,4192.06,1.94,1.02
textile,25,4461.0,2.11,1.54
metal,30,4469.19,1.71,2.04
plastic,34,4182.66,2.56,1.53
metal,2,3536.97,3.38,2.72
plastic,5,3337.01,4.03,2.76
paper,2,3805.24,2.05,1.81
metal,24,3682.35,3.2,2.49
plastic,13,4592.21,2.11,2.24
paper,3,3669.88,2.95,2.07
metal,10,4782.59,1.28,1.23
plastic,2,3536.54,3.13,2.81
metal,18,4396.0,2.04,2.08
metal,19,3780.99,2.17,2.0
paper,15,5058.12,1.69,1.05
plastic,21,4070.1,3.17,3.13
metal,10,4812.69,1.23,0.77
textile,4,4187.63,2.44,2.54
metal,6,4093.84,4.03,2.9
textile,10,4367.77,1.57,1.01
paper,28,4106.39,2.46,1.9
battery,32,2551.16,6.25,4.17
paper,33,4346.39,0.94,0.81
paper,20,4153.13,3.09,2.33
battery,14,3173.42,5.22,3.58
metal,32,4883.37,0.82,0.09
metal,25,3835.86,2.68,1.83
metal,3,3976.4,3.07,2.36
plastic,14,4160.21,2.2,3.17
paper,20,3882.82,2.75,1.84
metal,11,4422.58,1.9,1.22
plastic,3,3664.42,4.11,2.35
paper,15,5009.44,0.25,0.0
plastic,32,4089.78,2.55,1.89
metal,9,3782.5,3.25,2.48
battery,17,2996.12,5.53,3.47
paper,6,3796.66,3.17,2.81
plastic,5,3376.51,3.08,2.33
plastic,32,4025.21,1.41,0.91
paper,9,4460.71,2.21,1.9
paper,13,4883.74,1.25,1.56
paper,19,5305.85,0.66,0.77
metal,2,3824.05,2.23,1.9
battery,9,2359.09,7.03,4.15
paper,8,4061.13,3.01,2.29
metal,31,4580.82,1.12,0.73
textile,20,4266.82,2.26,1.72
battery,19,2240.64,7.45,5.98
metal,21,3983.41,3.64,3.25
textile,31,4719.84,1.24,1.41
plastic,14,4288.07,2.04,1.21
textile,28,3710.15,2.26,1.12
textile,18,4225.96,2.1,1.79
battery,23,2764.62,7.47,5.69
plastic,35,4509.32,1.92,2.42
textile,2,3907.95,2.66,1.85
paper,25,3993.5,2.51,1.01
paper,12,4284.53,1.32,0.81
textile,20,4420.87,2.06,1.32
metal,10,4306.13,2.02,1.85
textile,6,3862.44,2.08,2.29
paper,19,4457.83,1.74,1.65
plastic,25,3313.98,3.41,2.83
textile,27,4112.79,3.04,1.83
plastic,30,4378.48,2.28,1.8
metal,32,4068.87,1.73,1.83
paper,31,4601.97,0.77,1.39
textile,5,3964.19,3.58,2.1
metal,11,4170.26,1.76,1.59
metal,20,4592.96,2.17,1.78
plastic,22,3049.27,3.21,2.79
textile,4,3872.54,2.79,2.03
metal,2,3725.1,2.64,2.28
paper,6,4349.29,2.07,1.9
metal,30,4463.55,1.42,1.46
plastic,32,4358.9,2.76,1.8
paper,34,4548.62,2.05,0.84
metal,12,4584.45,1.35,1.78
plastic,17,4020.99,2.88,2.11
metal,24,3948.66,3.37,2.62
textile,2,4300.24,1.57,1.2
textile,22,4351.07,3.13,2.65
plastic,18,4280.26,2.32,1.59
battery,35,3178.45,5.38,3.47
paper,5,4099.59,3.15,2.59
paper,6,3790.99,3.09,2.84
metal,20,3978.81,2.44,1.38
textile,4,3484.48,3.18,2.79
metal,21,4090.68,3.31,2.35
battery,15,3270.43,5.55,4.19
textile,31,4740.82,1.44,1.57
paper,24,3998.71,2.91,2.35
battery,21,2778.17,7.49,6.29
battery,12,2392.89,5.78,4.42
textile,4,4137.79,3.04,2.8
textile,8,3615.6,3.21,2.32
battery,21,2184.49,7.69,6.3
metal,34,4539.41,1.58,1.12
plastic,8,3991.23,3.13,1.77
plastic,27,3332.32,3.5,3.11
paper,8,3965.45,2.91,2.18
plastic,6,3658.52,3.74,3.11
textile,19,4767.61,1.74,0.88
plastic,20,4397.01,2.94,1.46
battery,26,2944.1,7.41,5.53
metal,10,4694.44,1.54,2.01
battery,20,2548.36,7.36,5.56
paper,28,4392.43,1.75,1.62
textile,22,4277.27,2.5,2.11
battery,7,2664.86,6.96,4.1
paper,32,4365.33,1.47,1.3
metal,23,4046.91,3.01,2.15
metal,11,4567.37,1.7,1.7
battery,1,2581.45,7.08,5.73
plastic,28,3867.11,2.95,2.69
battery,33,2657.22,6.08,4.51
battery,6,2473.05,6.62,4.8
textile,1,4064.84,2.92,1.86
plastic,30,4144.15,2.12,2.39
paper,34,5442.42,0.95,0.91
plastic,30,3997.85,2.88,1.88
paper,14,4564.09,1.08,0.56
textile,26,3939.95,2.57,2.07
textile,28,3694.68,2.82,2.55
paper,5,3040.95,3.31,2.92
paper,6,4178.07,3.31,2.46
paper,1,4166.17,2.37,1.71
plastic,30,4263.31,1.94,1.18
paper,35,4662.03,1.76,1.28
metal,27,4875.72,1.48,0.93
battery,29,2619.77,6.43,4.75
battery,26,2396.6,7.97,6.56
textile,17,4195.72,1.33,0.94
plastic,3,3687.0,4.1,3.12
plastic,29,4246.44,1.8,1.33
metal,35,4259.78,0.73,0.49
textile,28,4244.13,2.4,1.4
battery,33,2710.41,6.21,4.62
textile,11,4682.88,1.42,0.13
metal,9,3918.84,1.61,1.34
plastic,23,3372.53,3.72,2.61
plastic,35,4661.33,1.86,1.33
battery,23,2823.24,7.27,5.29
plastic,12,4048.25,2.02,1.22
battery,26,2244.56,7.16,5.0
textile,1,4281.7,2.32,1.93
metal,13,4730.55,0.97,0.97
metal,20,4111.73,2.47,1.27
textile,14,4987.25,0.76,0.6
textile,29,4109.76,2.48,1.33
textile,16,4264.57,1.31,1.48
metal,35,3986.76,1.39,1.45
textile,1,3656.22,2.78,2.71
plastic,34,4768.83,2.16,1.68
textile,18,4494.47,2.01,0.86
paper,22,4045.29,2.65,2.42
plastic,21,3821.46,3.48,3.47
battery,33,2951.43,5.57,3.78
paper,3,3554.81,3.87,2.68
battery,4,2253.66,7.96,6.54
battery,29,2620.45,6.85,5.5
paper,28,3873.46,2.09,1.61
paper,3,3846.66,3.25,2.37
battery,26,2915.25,6.76,5.54
metal,20,4624.01,2.88,2.37
paper,21,4546.32,1.68,2.3
metal,22,3638.94,3.55,3.08
battery,11,3150.6,6.29,4.49
battery,5,1996.17,8.06,6.42
metal,10,4697.53,2.09,1.77
metal,2,4671.03,2.26,2.06
paper,17,4818.34,1.06,1.38
metal,12,4258.58,1.2,1.12
textile,2,4208.87,3.25,2.85
battery,16,3187.24,5.49,3.57
metal,15,5030.33,0.12,0.0
battery,16,2855.48,5.99,4.36
textile,33,4581.72,0.49,1.16
textile,35,4579.14,1.36,0.93
paper,1,4199.74,1.82,1.2
metal,7,4201.9,2.27,1.67
textile,30,4306.24,2.12,0.98
battery,1,2331.36,6.2,4.5
metal,18,5009.43,0.83,0.07
textile,8,3981.13,2.92,2.54
paper,15,4647.39,0.47,0.56
battery,20,2205.39,6.93,4.59
textile,31,4696.89,1.7,2.28
battery,33,3491.3,4.4,3.62
battery,6,2341.66,7.52,4.82
metal,9,4109.65,2.56,2.54
plastic,7,4352.5,3.2,2.21
metal,10,4074.13,2.18,1.65
plastic,22,3187.01,4.79,3.73
paper,9,4393.21,1.16,0.3
paper,29,4989.79,1.97,1.89
plastic,6,2716.32,4.54,3.9
paper,15,4798.02,0.99,1.06
battery,11,3630.05,5.49,4.31
metal,12,4433.49,2.09,1.5
textile,13,4114.48,1.68,0.99
battery,19,3296.05,6.1,5.46
plastic,28,4101.31,3.05,1.6
textile,1,3704.97,3.15,2.32
metal,11,4595.43,1.72,1.08
battery,12,2805.22,5.03,3.45
textile,33,4104.69,1.51,1.15
paper,29,4372.97,1.75,1.77
metal,7,3693.01,2.72,1.84
paper,3,3515.57,3.34,2.13
textile,21,3686.84,2.5,1.65
battery,23,2533.42,7.76,6.08
textile,34,4048.09,1.17,0.4
battery,25,2379.46,7.16,5.68
textile,9,3948.03,2.15,1.28
battery,15,3089.74,5.95,3.77
paper,14,4430.56,1.43,1.1
plastic,16,4141.76,2.41,1.64
textile,24,4057.51,3.2,2.03
metal,22,4278.39,2.38,2.19
paper,6,4760.09,2.02,1.13
textile,27,3914.32,3.56,2.04
metal,15,4575.5,0.68,0.18
metal,3,4213.67,3.18,2.6
metal,34,5453.61,0.08,0.14
paper,3,3973.13,2.62,2.04
paper,19,4921.88,2.14,1.55
plastic,25,3299.6,4.24,2.78
metal,32,4470.4,1.75,2.25
textile,17,4771.68,1.0,0.81
textile,18,4312.32,2.08,1.94
paper,3,3937.43,3.6,2.74
paper,32,5007.36,0.72,0.62
textile,2,3846.6,2.77,2.2
battery,2,2504.99,7.27,5.35
metal,11,3713.53,1.6,1.21
plastic,24,3274.02,4.33,3.05
textile,8,4179.64,2.58,2.57
textile,26,4206.93,2.4,1.64
metal,5,4249.03,2.46,1.99
plastic,22,3620.19,4.37,3.39
battery,6,2223.82,7.86,6.05
battery,27,2850.92,7.24,4.98
metal,6,3998.6,2.64,1.75
metal,31,4678.84,1.35,1.54
plastic,25,3777.85,3.08,1.3
textile,27,3990.91,2.24,1.42
textile,10,5172.86,1.26,0.76
metal,8,4374.74,1.13,0.97
paper,9,4275.26,1.14,0.54
metal,17,4157.48,2.26,1.55
textile,32,3995.07,1.74,1.07
paper,33,4322.27,1.46,1.62
metal,32,5281.85,0.48,0.4
metal,8,4157.23,2.37,1.77
paper,12,3785.2,1.84,1.84
paper,24,4232.81,3.21,2.73
paper,13,4500.92,1.75,1.63
plastic,21,3593.84,4.09,3.46
battery,8,2962.53,7.61,5.91
textile,2,4582.11,1.94,1.62
paper,12,4475.83,1.27,0.99
textile,9,4192.25,2.28,1.67
metal,18,4719.6,0.68,0.72
plastic,32,4768.73,2.19,1.74
plastic,33,4497.79,1.33,0.31
paper,15,4367.61,1.84,1.63
paper,30,4491.5,1.57,1.4
metal,22,4130.26,2.62,2.16
plastic,16,3860.46,2.82,1.75
metal,20,4494.54,2.1,1.25
metal,4,3901.53,3.8,3.02
paper,5,4020.89,3.32,2.27
paper,19,4697.93,1.62,1.74
textile,33,4647.28,1.51,1.08
battery,23,2011.76,7.84,6.57
textile,12,5082.51,0.55,0.36
battery,15,2886.86,6.0,4.25
paper,27,3653.54,2.78,2.05
paper,1,4602.92,1.9,0.97
plastic,31,4102.26,1.97,2.13
metal,22,3968.38,2.43,2.03
battery,2,2579.94,6.74,5.05
metal,7,3716.61,3.03,1.78
battery,22,2420.25,7.33,5.36
metal,27,3867.19,2.44,2.45
battery,19,3085.68,6.85,5.14
paper,22,4327.85,2.66,2.37
metal,19,4105.41,2.7,1.64
paper,4,3690.99,2.85,2.09
metal,8,4037.09,2.91,2.56
metal,3,4619.46,1.69,1.08
battery,27,2097.86,7.06,5.66
metal,11,4823.42,1.27,1.09
plastic,23,3609.05,4.05,3.32
metal,10,4208.76,1.54,0.3
textile,11,4201.31,1.34,0.82
textile,20,4728.46,1.48,0.7
plastic,30,4019.68,1.7,1.15
paper,1,4393.87,2.41,1.61
plastic,17,4444.76,1.49,1.82
battery,28,2670.0,6.32,5.31
battery,10,2745.31,6.31,4.8
paper,9,4270.75,1.72,1.58
paper,28,4265.78,1.52,0.91
metal,5,4161.87,2.89,2.71
plastic,2,3097.07,4.19,3.61
plastic,4,3891.74,3.82,2.57
paper,25,5098.58,2.21,1.48
paper,35,4865.53,1.25,0.81
battery,32,3142.0,5.27,3.95
plastic,21,3551.41,3.6,3.31
metal,17,4158.37,2.05,1.89
plastic,1,4099.03,4.06,2.63
metal,33,3979.19,1.2,0.72
paper,30,4320.57,1.6,1.58
battery,6,2744.96,7.24,5.5
paper,13,4664.77,1.25,0.51
battery,30,3130.75,5.83,3.72
battery,23,2408.79,7.23,5.36
paper,27,3968.6,2.51,2.25
paper,15,4953.52,0.8,0.91
paper,34,4376.52,0.5,0.78
textile,23,4003.83,2.59,3.08
plastic,10,3884.95,2.57,2.05
paper,33,5125.77,0.22,0.53
metal,2,4346.73,3.1,2.68
textile,18,4460.01,2.32,1.58
textile,11,4192.15,2.13,1.96
metal,16,4549.25,0.67,1.08
metal,19,3976.64,2.4,1.73
textile,23,4211.44,2.37,2.16
battery,1,2893.27,6.94,5.82
metal,34,4157.49,1.17,1.13
paper,25,3912.55,3.25,2.35
plastic,3,3476.58,3.8,3.17
textile,15,4893.75,1.35,1.18
paper,20,3946.12,2.63,1.71
battery,7,3104.72,6.84,5.62
paper,29,4237.09,1.8,1.13
metal,22,3237.5,3.51,2.48
plastic,35,4004.95,1.88,0.87
battery,35,3217.86,5.2,4.18
paper,2,3966.38,2.9,1.65
textile,22,3560.07,3.11,2.06
metal,31,4589.8,0.96,0.76
plastic,19,4445.7,2.63,2.33
metal,3,4403.89,2.41,1.95
paper,10,4450.08,2.25,0.67
metal,4,4365.49,2.74,1.88
textile,8,4271.36,1.4,1.51
textile,22,4290.47,2.47,1.66
metal,10,4780.8,1.02,1.08
paper,2,3887.84,2.39,1.38
battery,4,2564.52,7.86,5.21
metal,28,4786.61,1.2,1.7
plastic,29,4307.35,2.06,1.61
paper,16,3971.2,1.13,0.79
metal,35,4263.39,1.21,0.71
plastic,24,3430.56,4.19,3.03
textile,4,4014.78,3.67,2.45
paper,8,3765.44,2.39,1.19
metal,4,3361.67,4.08,3.09
textile,24,4121.85,3.21,3.18
paper,32,4680.56,0.79,0.56
plastic,27,3670.55,3.19,1.72
battery,6,2476.55,8.19,7.13
metal,33,4572.06,0.54,0.0
battery,28,2913.24,6.59,5.32
paper,10,4044.48,1.87,0.59
battery,16,2941.22,5.84,4.94
paper,3,3243.61,2.88,2.39
paper,2,4327.61,2.13,1.31
paper,5,3729.93,3.57,2.86
battery,12,2957.7,5.96,4.21
textile,27,4660.02,2.73,2.76
textile,15,4779.28,0.38,1.22
textile,35,4855.18,1.42,0.9
textile,25,3678.94,2.83,3.1
textile,22,3729.87,3.39,2.58
textile,20,3581.43,3.01,2.56
battery,8,2855.03,6.64,5.5
plastic,6,3434.04,4.25,2.9
plastic,35,3714.55,1.63,1.36
battery,16,2931.67,5.7,4.25
battery,10,2445.25,6.98,4.55
battery,6,2326.76,8.78,6.45
paper,13,4265.46,1.85,1.46
metal,33,4710.47,1.94,1.96
paper,9,4180.92,2.62,1.8
battery,34,2703.34,6.09,4.63
paper,1,4629.21,2.94,2.83
metal,13,4614.75,1.51,0.95
metal,10,4779.81,2.76,1.64
plastic,16,4905.24,1.24,0.73
plastic,31,4410.93,1.81,1.64
battery,29,3302.05,5.89,3.93
paper,14,4803.97,0.66,0.29
paper,20,4256.36,1.89,1.98
plastic,9,3880.19,2.63,1.85
metal,22,4209.81,2.4,1.52
battery,24,1913.9,7.6,5.86
battery,20,2497.52,6.68,5.26
plastic,27,3548.18,3.47,2.82
textile,21,3723.92,2.17,1.4
battery,7,2114.59,8.13,5.54
paper,19,4641.75,1.4,1.06
battery,16,2467.62,6.18,4.46
textile,21,4240.03,2.89,2.27
metal,18,4139.45,1.83,0.93
metal,24,4486.78,2.81,3.28
textile,31,4598.58,0.92,0.29
textile,6,4359.61,2.69,1.93
battery,19,3136.66,5.72,5.14
plastic,35,4648.62,1.75,1.58
plastic,11,4005.57,2.74,1.5
paper,17,4116.33,1.19,0.72
plastic,30,3705.1,2.71,1.3
battery,26,2243.49,6.84,5.38
paper,14,4680.45,0.0,0.49
plastic,27,3848.4,3.11,2.66
battery,17,2966.57,6.1,4.23
metal,29,3569.09,2.24,1.32
metal,21,4208.88,2.57,1.58
metal,33,4518.81,1.21,0.8
paper,13,4686.45,0.54,1.27
paper,8,4400.96,2.48,1.62
metal,15,4721.42,0.91,0.54
paper,27,3709.82,2.5,1.65
metal,14,5218.87,0.08,0.0
textile,9,4310.08,1.31,1.77
metal,30,4314.97,1.4,0.39
plastic,15,4426.38,2.14,1.55
metal,5,4822.17,1.96,1.08
metal,31,4217.36,1.67,1.45
paper,20,4124.4,3.23,2.22
plastic,23,3844.04,3.1,2.5
battery,4,2024.01,7.34,5.8
plastic,30,4377.84,3.11,2.63
textile,7,4225.38,2.92,2.02
battery,25,1764.24,7.17,5.19
plastic,7,3780.6,3.44,2.38
textile,14,4701.86,0.5,0.56
paper,9,5087.86,1.23,1.56
plastic,15,4171.76,1.74,2.43
paper,25,4595.26,2.24,1.49
battery,33,3468.09,5.27,4.01
plastic,8,3745.3,3.48,2.3
paper,2,4068.13,2.2,2.14
paper,32,4775.95,1.54,1.36
textile,15,5205.16,1.16,1.29
paper,35,4848.59,1.54,1.83
metal,5,3459.33,3.75,2.79
textile,26,3821.81,3.23,1.82
metal,26,4280.33,2.06,1.45
battery,6,2498.69,7.22,5.29
plastic,3,3161.31,4.35,3.04
battery,17,2519.18,6.99,5.14
plastic,7,3816.53,3.69,2.97
battery,1,3159.37,7.35,5.34
textile,4,3682.24,2.8,1.78
battery,26,2928.0,6.74,5.21
textile,28,4627.67,2.47,1.64
battery,12,2491.61,6.8,6.01
battery,17,2665.04,6.34,4.23
metal,29,3783.23,2.8,2.54
battery,24,3003.7,6.54,4.66
textile,22,3686.46,2.77,1.9
paper,23,4335.51,2.35,1.69
paper,27,4384.04,2.78,2.03
plastic,32,4028.93,2.05,1.41
metal,34,4770.77,1.0,1.22
paper,9,4094.44,2.21,1.37
paper,16,4612.36,1.26,0.73
battery,26,2272.91,7.49,5.83
paper,3,4061.32,3.06,2.67
plastic,12,4760.25,2.8,2.19
paper,20,4207.97,2.2,1.51
plastic,23,3553.9,4.17,3.67
metal,2,3930.08,2.92,1.83
metal,2,4253.74,2.26,1.76
battery,17,3175.89,5.68,4.89
battery,31,2977.32,5.08,3.13
paper,18,3910.79,2.18,0.96
metal,15,4057.4,1.43,0.48
metal,14,4469.87,0.98,0.58
battery,12,2244.65,5.94,4.26
battery,18,2810.7,6.23,5.14
metal,1,4355.74,1.71,1.7
metal,17,4800.25,1.18,1.34
battery,27,2647.5,6.65,4.58
textile,33,5380.51,0.39,0.85
paper,19,4418.76,1.97,0.66
plastic,9,3949.67,2.71,1.3
battery,2,2609.86,7.3,5.44
battery,26,2435.95,7.14,5.03
paper,1,4359.7,2.53,2.07
battery,3,2217.9,8.16,6.21
plastic,20,3677.75,3.23,3.32
metal,21,4037.16,2.29,1.73
battery,4,2861.9,6.79,4.87
paper,8,3573.71,3.13,2.48
plastic,2,4040.43,3.36,2.12
plastic,25,3721.29,3.83,3.42
plastic,9,3687.93,3.55,3.0
textile,31,4374.08,1.38,1.37
metal,22,4350.64,2.28,1.64
paper,33,4828.45,0.57,0.0
plastic,15,4346.7,1.85,1.35
paper,23,3723.81,3.23,2.59
plastic,30,3969.1,2.83,2.11
textile,28,4299.51,1.39,0.99
battery,17,3523.67,4.79,3.08
textile,33,4436.95,1.0,0.84
paper,26,3962.21,2.89,2.07
textile,26,4226.49,2.47,1.32
metal,32,4773.28,0.7,0.94
metal,20,4196.39,1.62,0.84
paper,31,4468.62,1.9,1.69
paper,4,4277.6,3.49,3.16
paper,26,4492.49,3.22,2.42
metal,30,4860.74,1.49,1.1
textile,8,3993.25,2.8,1.88
textile,18,3856.43,2.09,1.52
paper,2,3897.63,2.38,1.93
battery,13,3485.98,5.74,3.88
paper,8,3469.33,3.71,2.35
plastic,11,4105.63,1.36,0.96
metal,18,4129.32,1.36,0.97
paper,11,4834.87,0.58,0.41
textile,27,4311.14,2.41,2.13
textile,23,3628.67,3.42,2.83
paper,10,4923.01,1.94,2.33
paper,31,4313.89,1.06,1.24
plastic,13,4948.9,1.51,2.28
metal,23,4499.08,2.11,1.16
metal,8,4283.58,1.43,1.52
paper,18,4468.87,1.49,1.08
paper,1,4050.78,2.36,1.07
battery,2,1943.82,7.83,5.84
metal,33,4546.54,0.5,0.2
paper,4,4245.83,2.53,2.43
textile,27,3879.67,2.4,2.13
metal,20,3983.99,3.34,2.69
battery,33,3358.24,5.68,4.17
textile,4,4172.13,1.69,0.98
battery,10,3124.2,6.15,5.0
textile,33,4317.85,1.84,0.48
paper,25,3746.93,2.77,1.59
plastic,9,3737.7,3.71,2.56
battery,29,3168.91,5.88,4.22
battery,5,2330.49,8.41,6.48
textile,24,3951.8,3.33,2.48
battery,13,3238.08,4.97,3.5
metal,6,3710.41,3.67,2.96
plastic,11,4351.71,2.85,2.03
plastic,15,3798.53,2.26,1.33
plastic,5,3828.07,4.1,3.68
metal,34,5012.58,1.08,0.73
textile,34,4647.53,1.47,1.22
paper,33,4679.1,0.67,0.16
battery,3,2473.67,7.35,5.3
paper,32,3934.06,2.2,1.12
