CO2,NOx,SOx,PM2.5,timestamp,facility,sensor
152.96,18.52,8.96,57.75,2026-07-21T17:00:00,Salem Scrap Yard,SEN-102
209.77,24.85,22.71,27.73,2026-07-21T17:10:00,Tiruppur Textiles,SEN-103
332.37,19.93,13.63,45.77,2026-07-21T17:20:00,EcoFibre Ltd,SEN-104
368.57,18.8,17.41,24.18,2026-07-21T17:30:00,Salem Scrap Yard,SEN-100
173.41,40.69,7.67,13.52,2026-07-21T17:40:00,EcoFibre Ltd,SEN-101
329.09,16.64,18.46,54.33,2026-07-21T17:50:00,Tiruppur Textiles,SEN-102
310.17,42.57,18.69,60.89,2026-07-21T18:00:00,Salem Scrap Yard,SEN-103
268.46,15.19,5.61,48.09,2026-07-21T18:10:00,Tiruppur Textiles,SEN-104
170.53,22.9,5.77,29.04,2026-07-21T18:20:00,Tiruppur Textiles,SEN-100
197.42,5.87,20.05,14.11,2026-07-21T18:30:00,Tiruppur Textiles,SEN-101
343.09,15.84,4.83,18.23,2026-07-21T18:40:00,EcoFibre Ltd,SEN-102
200.89,32.89,7.16,13.76,2026-07-21T18:50:00,Salem Scrap Yard,SEN-103
307.36,37.66,19.23,32.02,2026-07-21T19:00:00,Salem Scrap Yard,SEN-104
263.4,37.62,6.12,14.52,2026-07-21T19:10:00,EcoFibre Ltd,SEN-100
295.38,42.06,10.14,49.85,2026-07-21T19:20:00,Coimbatore E-Hub,SEN-101
264.68,30.9,24.22,38.07,2026-07-21T19:30:00,Salem Scrap Yard,SEN-102
172.39,29.7,23.9,27.09,2026-07-21T19:40:00,Coimbatore E-Hub,SEN-103
279.8,18.52,4.82,26.29,2026-07-21T19:50:00,EcoFibre Ltd,SEN-104
291.29,37.03,12.6,13.46,2026-07-21T20:00:00,EcoFibre Ltd,SEN-100
327.63,19.03,6.94,16.41,2026-07-21T20:10:00,Coimbatore E-Hub,SEN-101
214.3,23.84,12.57,44.26,2026-07-21T20:20:00,Salem Scrap Yard,SEN-102
427.38,33.79,4.57,19.77,2026-07-21T20:30:00,EcoFibre Ltd,SEN-103
232.37,21.28,24.13,38.72,2026-07-21T20:40:00,Coimbatore E-Hub,SEN-104
182.54,43.45,19.25,44.71,2026-07-21T20:50:00,EcoFibre Ltd,SEN-100
400.67,28.12,2.4,63.55,2026-07-21T21:00:00,EcoFibre Ltd,SEN-101
394.12,6.05,12.36,51.72,2026-07-21T21:10:00,Coimbatore E-Hub,SEN-102
260.45,26.07,21.51,39.01,2026-07-21T21:20:00,EcoFibre Ltd,SEN-103
197.94,20.32,5.58,63.0,2026-07-21T21:30:00,EcoFibre Ltd,SEN-104
172.38,21.12,2.06,38.12,2026-07-21T21:40:00,Coimbatore E-Hub,SEN-100
378.95,34.87,13.72,59.66,2026-07-21T21:50:00,Tiruppur Textiles,SEN-101
425.98,6.68,11.1,64.82,2026-07-21T22:00:00,Salem Scrap Yard,SEN-102
418.76,34.78,4.43,64.0,2026-07-21T22:10:00,Tiruppur Textiles,SEN-103
438.86,64.92,24.58,133.45,2026-07-21T22:20:00,Tiruppur Textiles,SEN-104
395.36,19.97,21.52,18.96,2026-07-21T22:30:00,Tiruppur Textiles,SEN-100
337.62,30.59,23.89,64.03,2026-07-21T22:40:00,EcoFibre Ltd,SEN-101
345.63,7.11,6.15,44.48,2026-07-21T22:50:00,Salem Scrap Yard,SEN-102
167.33,6.79,6.71,22.81,2026-07-21T23:00:00,EcoFibre Ltd,SEN-103
315.5,29.07,24.97,21.07,2026-07-21T23:10:00,EcoFibre Ltd,SEN-104
290.49,21.55,15.3,24.15,2026-07-21T23:20:00,EcoFibre Ltd,SEN-100
204.58,17.96,3.13,62.27,2026-07-21T23:30:00,Salem Scrap Yard,SEN-101
226.79,11.01,10.05,42.88,2026-07-21T23:40:00,Tiruppur Textiles,SEN-102
369.98,27.67,8.25,18.0,2026-07-21T23:50:00,Salem Scrap Yard,SEN-103
156.59,43.15,11.57,53.39,2026-07-22T00:00:00,Coimbatore E-Hub,SEN-104
254.55,37.91,16.91,25.95,2026-07-22T00:10:00,Salem Scrap Yard,SEN-100
336.03,28.85,21.8,21.86,2026-07-22T00:20:00,EcoFibre Ltd,SEN-101
247.7,6.22,2.48,31.75,2026-07-22T00:30:00,Tiruppur Textiles,SEN-102
334.89,11.81,17.79,34.88,2026-07-22T00:40:00,EcoFibre Ltd,SEN-103
376.36,10.83,21.99,45.38,2026-07-22T00:50:00,Coimbatore E-Hub,SEN-104
335.51,20.78,20.21,35.75,2026-07-22T01:00:00,Salem Scrap Yard,SEN-100
243.23,44.97,19.22,43.79,2026-07-22T01:10:00,Coimbatore E-Hub,SEN-101
436.99,35.11,5.94,55.63,2026-07-22T01:20:00,EcoFibre Ltd,SEN-102
175.19,40.4,8.18,23.41,2026-07-22T01:30:00,Salem Scrap Yard,SEN-103
368.8,19.77,17.03,41.73,2026-07-22T01:40:00,Salem Scrap Yard,SEN-104
202.6,36.3,17.27,47.58,2026-07-22T01:50:00,Salem Scrap Yard,SEN-100
236.68,16.61,6.74,36.15,2026-07-22T02:00:00,EcoFibre Ltd,SEN-101
371.82,8.05,23.18,63.55,2026-07-22T02:10:00,Tiruppur Textiles,SEN-102
208.66,34.2,20.43,45.68,2026-07-22T02:20:00,Salem Scrap Yard,SEN-103
428.12,15.5,7.35,26.37,2026-07-22T02:30:00,Tiruppur Textiles,SEN-104
256.97,14.3,16.41,60.67,2026-07-22T02:40:00,EcoFibre Ltd,SEN-100
159.66,6.91,20.16,39.32,2026-07-22T02:50:00,EcoFibre Ltd,SEN-101
420.19,17.81,12.6,22.62,2026-07-22T03:00:00,Tiruppur Textiles,SEN-102
313.64,38.32,14.37,38.43,2026-07-22T03:10:00,Tiruppur Textiles,SEN-103
391.37,20.04,63.64,81.79,2026-07-22T03:20:00,Coimbatore E-Hub,SEN-104
388.4,12.32,20.59,43.66,2026-07-22T03:30:00,Tiruppur Textiles,SEN-100
296.81,11.15,7.58,63.49,2026-07-22T03:40:00,EcoFibre Ltd,SEN-101
301.76,7.49,23.21,19.74,2026-07-22T03:50:00,Coimbatore E-Hub,SEN-102
376.31,17.93,20.12,47.39,2026-07-22T04:00:00,Coimbatore E-Hub,SEN-103
406.79,40.78,16.92,49.9,2026-07-22T04:10:00,Coimbatore E-Hub,SEN-104
189.07,9.16,11.49,63.0,2026-07-22T04:20:00,Coimbatore E-Hub,SEN-100
280.62,7.94,13.46,37.19,2026-07-22T04:30:00,Coimbatore E-Hub,SEN-101
198.83,26.95,21.72,38.28,2026-07-22T04:40:00,Coimbatore E-Hub,SEN-102
440.77,33.23,9.73,18.09,2026-07-22T04:50:00,Salem Scrap Yard,SEN-103
173.03,17.41,13.65,42.16,2026-07-22T05:00:00,Coimbatore E-Hub,SEN-104
387.46,40.3,24.25,34.15,2026-07-22T05:10:00,Salem Scrap Yard,SEN-100
315.54,42.8,13.91,55.76,2026-07-22T05:20:00,Coimbatore E-Hub,SEN-101
325.47,5.49,9.64,13.42,2026-07-22T05:30:00,Salem Scrap Yard,SEN-102
272.99,8.99,20.14,47.67,2026-07-22T05:40:00,EcoFibre Ltd,SEN-103
173.74,28.49,2.72,15.87,2026-07-22T05:50:00,Salem Scrap Yard,SEN-104
234.5,40.96,19.79,57.92,2026-07-22T06:00:00,Coimbatore E-Hub,SEN-100
327.74,31.89,2.86,57.04,2026-07-22T06:10:00,Coimbatore E-Hub,SEN-101
420.94,7.83,10.66,14.46,2026-07-22T06:20:00,Salem Scrap Yard,SEN-102
767.25,45.27,31.94,142.41,2026-07-22T06:30:00,EcoFibre Ltd,SEN-103
358.27,38.28,11.69,59.08,2026-07-22T06:40:00,Salem Scrap Yard,SEN-104
398.1,16.39,12.26,27.17,2026-07-22T06:50:00,Tiruppur Textiles,SEN-100
267.84,40.46,13.72,49.44,2026-07-22T07:00:00,EcoFibre Ltd,SEN-101
350.07,31.81,22.73,10.88,2026-07-22T07:10:00,Tiruppur Textiles,SEN-102
430.86,37.41,5.59,31.39,2026-07-22T07:20:00,Coimbatore E-Hub,SEN-103
301.23,37.5,19.11,42.5,2026-07-22T07:30:00,Coimbatore E-Hub,SEN-104
235.08,31.17,22.05,63.34,2026-07-22T07:40:00,Tiruppur Textiles,SEN-100
306.85,5.31,21.09,48.73,2026-07-22T07:50:00,Coimbatore E-Hub,SEN-101
331.96,29.77,21.48,19.35,2026-07-22T08:00:00,Coimbatore E-Hub,SEN-102
284.73,19.23,17.69,63.15,2026-07-22T08:10:00,Coimbatore E-Hub,SEN-103
174.02,37.83,15.13,11.75,2026-07-22T08:20:00,Coimbatore E-Hub,SEN-104
209.9,6.63,13.23,34.78,2026-07-22T08:30:00,Salem Scrap Yard,SEN-100
209.08,29.82,20.28,58.93,2026-07-22T08:40:00,Salem Scrap Yard,SEN-101
277.52,41.99,5.84,24.7,2026-07-22T08:50:00,Tiruppur Textiles,SEN-102
252.61,11.58,8.54,50.86,2026-07-22T09:00:00,Coimbatore E-Hub,SEN-103
285.99,14.89,7.96,58.16,2026-07-22T09:10:00,Salem Scrap Yard,SEN-104
441.84,22.73,23.8,17.41,2026-07-22T09:20:00,Coimbatore E-Hub,SEN-100
411.09,42.58,3.81,29.2,2026-07-22T09:30:00,Coimbatore E-Hub,SEN-101
413.27,33.58,14.06,25.0,2026-07-22T09:40:00,Coimbatore E-Hub,SEN-102
210.63,40.58,22.97,43.43,2026-07-22T09:50:00,Coimbatore E-Hub,SEN-103
284.57,13.94,9.12,48.53,2026-07-22T10:00:00,Coimbatore E-Hub,SEN-104
373.17,23.94,8.78,54.11,2026-07-22T10:10:00,Salem Scrap Yard,SEN-100
308.13,6.6,20.99,37.21,2026-07-22T10:20:00,Salem Scrap Yard,SEN-101
346.85,36.64,10.16,62.48,2026-07-22T10:30:00,Coimbatore E-Hub,SEN-102
393.28,18.24,5.99,21.51,2026-07-22T10:40:00,EcoFibre Ltd,SEN-103
171.13,23.85,14.61,15.11,2026-07-22T10:50:00,Tiruppur Textiles,SEN-104
345.37,43.31,9.73,21.7,2026-07-22T11:00:00,Salem Scrap Yard,SEN-100
353.56,40.56,12.33,59.16,2026-07-22T11:10:00,Coimbatore E-Hub,SEN-101
306.98,37.84,8.91,54.85,2026-07-22T11:20:00,Coimbatore E-Hub,SEN-102
332.79,9.63,8.7,63.29,2026-07-22T11:30:00,Tiruppur Textiles,SEN-103
374.26,39.81,10.91,46.14,2026-07-22T11:40:00,Salem Scrap Yard,SEN-104
156.54,36.57,9.29,56.96,2026-07-22T11:50:00,Salem Scrap Yard,SEN-100
203.94,26.85,21.2,26.65,2026-07-22T12:00:00,Tiruppur Textiles,SEN-101
295.05,38.31,4.42,17.76,2026-07-22T12:10:00,Tiruppur Textiles,SEN-102
342.31,20.21,6.25,51.8,2026-07-22T12:20:00,EcoFibre Ltd,SEN-103
322.0,27.83,23.03,38.94,2026-07-22T12:30:00,Salem Scrap Yard,SEN-104
198.27,42.21,14.75,37.0,2026-07-22T12:40:00,Tiruppur Textiles,SEN-100
290.82,42.32,18.55,14.26,2026-07-22T12:50:00,Tiruppur Textiles,SEN-101
281.12,5.96,23.26,10.58,2026-07-22T13:00:00,Tiruppur Textiles,SEN-102
437.34,34.91,21.55,29.47,2026-07-22T13:10:00,Tiruppur Textiles,SEN-103
396.8,38.47,18.71,29.4,2026-07-22T13:20:00,Tiruppur Textiles,SEN-104
371.79,41.65,12.53,45.36,2026-07-22T13:30:00,Coimbatore E-Hub,SEN-100
369.37,32.06,17.36,10.95,2026-07-22T13:40:00,Tiruppur Textiles,SEN-101
438.14,8.59,17.71,62.92,2026-07-22T13:50:00,Tiruppur Textiles,SEN-102
390.36,23.99,16.84,37.5,2026-07-22T14:00:00,EcoFibre Ltd,SEN-103
399.44,38.98,16.55,29.39,2026-07-22T14:10:00,Salem Scrap Yard,SEN-104
286.77,6.55,2.8,14.98,2026-07-22T14:20:00,Salem Scrap Yard,SEN-100
339.21,22.08,22.75,45.8,2026-07-22T14:30:00,EcoFibre Ltd,SEN-101
197.13,16.12,2.04,16.6,2026-07-22T14:40:00,EcoFibre Ltd,SEN-102
200.95,37.02,13.14,41.56,2026-07-22T14:50:00,Tiruppur Textiles,SEN-103
249.22,27.54,21.6,31.24,2026-07-22T15:00:00,Coimbatore E-Hub,SEN-104
223.04,44.53,23.9,40.98,2026-07-22T15:10:00,Coimbatore E-Hub,SEN-100
165.06,38.2,22.84,16.18,2026-07-22T15:20:00,Tiruppur Textiles,SEN-101
404.78,31.8,18.86,22.88,2026-07-22T15:30:00,Salem Scrap Yard,SEN-102
435.84,27.84,9.05,30.83,2026-07-22T15:40:00,EcoFibre Ltd,SEN-103
250.2,38.26,16.15,48.33,2026-07-22T15:50:00,Coimbatore E-Hub,SEN-104
278.09,6.58,24.19,44.5,2026-07-22T16:00:00,EcoFibre Ltd,SEN-100
350.23,43.88,21.15,24.9,2026-07-22T16:10:00,Coimbatore E-Hub,SEN-101
438.89,20.63,11.21,46.62,2026-07-22T16:20:00,Tiruppur Textiles,SEN-102
243.77,35.47,21.15,63.64,2026-07-22T16:30:00,Coimbatore E-Hub,SEN-103
216.44,5.05,23.48,26.83,2026-07-22T16:40:00,Salem Scrap Yard,SEN-104
150.26,12.89,6.33,49.44,2026-07-22T16:50:00,EcoFibre Ltd,SEN-100
525.21,24.26,33.93,61.49,2026-07-22T17:00:00,Coimbatore E-Hub,SEN-101
387.15,27.66,18.65,33.02,2026-07-22T17:10:00,Tiruppur Textiles,SEN-102
437.26,20.09,16.22,58.3,2026-07-22T17:20:00,Coimbatore E-Hub,SEN-103
375.24,10.75,16.31,14.42,2026-07-22T17:30:00,Tiruppur Textiles,SEN-104
150.6,39.9,12.21,23.14,2026-07-22T17:40:00,Coimbatore E-Hub,SEN-100
311.19,41.93,15.72,63.44,2026-07-22T17:50:00,Salem Scrap Yard,SEN-101
434.86,29.13,22.77,31.88,2026-07-22T18:00:00,Coimbatore E-Hub,SEN-102
368.61,35.45,19.73,46.49,2026-07-22T18:10:00,Tiruppur Textiles,SEN-103
367.54,27.28,14.1,23.91,2026-07-22T18:20:00,Coimbatore E-Hub,SEN-104
217.62,25.23,15.94,10.54,2026-07-22T18:30:00,EcoFibre Ltd,SEN-100
415.63,14.32,12.37,15.32,2026-07-22T18:40:00,Coimbatore E-Hub,SEN-101
319.69,36.3,2.53,63.32,2026-07-22T18:50:00,EcoFibre Ltd,SEN-102
294.63,38.45,13.48,45.89,2026-07-22T19:00:00,EcoFibre Ltd,SEN-103
203.17,16.69,14.68,27.56,2026-07-22T19:10:00,Tiruppur Textiles,SEN-104
326.02,38.72,15.49,30.47,2026-07-22T19:20:00,Salem Scrap Yard,SEN-100
304.72,34.84,4.78,22.19,2026-07-22T19:30:00,Salem Scrap Yard,SEN-101
182.99,15.67,7.97,36.77,2026-07-22T19:40:00,Salem Scrap Yard,SEN-102
219.65,33.75,14.58,34.57,2026-07-22T19:50:00,Salem Scrap Yard,SEN-103
289.98,13.0,14.84,24.58,2026-07-22T20:00:00,EcoFibre Ltd,SEN-104
330.47,35.13,11.97,40.11,2026-07-22T20:10:00,EcoFibre Ltd,SEN-100
329.03,16.81,3.19,52.22,2026-07-22T20:20:00,Salem Scrap Yard,SEN-101
234.72,28.36,15.7,52.74,2026-07-22T20:30:00,EcoFibre Ltd,SEN-102
320.22,26.74,15.45,18.08,2026-07-22T20:40:00,Salem Scrap Yard,SEN-103
265.54,5.14,16.11,11.64,2026-07-22T20:50:00,Tiruppur Textiles,SEN-104
433.42,31.58,13.09,29.38,2026-07-22T21:00:00,Salem Scrap Yard,SEN-100
333.08,11.8,22.82,21.04,2026-07-22T21:10:00,Salem Scrap Yard,SEN-101
203.35,14.84,2.4,49.6,2026-07-22T21:20:00,Coimbatore E-Hub,SEN-102
387.71,15.27,12.22,46.25,2026-07-22T21:30:00,EcoFibre Ltd,SEN-103
320.38,24.73,16.76,19.95,2026-07-22T21:40:00,Tiruppur Textiles,SEN-104
196.53,15.72,11.04,25.4,2026-07-22T21:50:00,Salem Scrap Yard,SEN-100
364.95,6.71,19.11,36.74,2026-07-22T22:00:00,Salem Scrap Yard,SEN-101
388.49,43.67,18.72,64.61,2026-07-22T22:10:00,Tiruppur Textiles,SEN-102
224.58,19.75,20.92,16.31,2026-07-22T22:20:00,EcoFibre Ltd,SEN-103
394.55,19.37,13.04,63.11,2026-07-22T22:30:00,EcoFibre Ltd,SEN-104
230.31,7.12,15.69,17.99,2026-07-22T22:40:00,Salem Scrap Yard,SEN-100
336.74,24.04,19.93,22.93,2026-07-22T22:50:00,Coimbatore E-Hub,SEN-101
161.6,24.81,5.42,36.75,2026-07-22T23:00:00,EcoFibre Ltd,SEN-102
341.59,11.44,24.55,48.72,2026-07-22T23:10:00,Tiruppur Textiles,SEN-103
356.15,26.58,13.46,13.56,2026-07-22T23:20:00,Coimbatore E-Hub,SEN-104
183.13,23.86,7.61,29.2,2026-07-22T23:30:00,Tiruppur Textiles,SEN-100
316.64,10.65,10.91,34.58,2026-07-22T23:40:00,Coimbatore E-Hub,SEN-101
338.49,41.88,6.11,26.26,2026-07-22T23:50:00,Salem Scrap Yard,SEN-102
245.25,25.18,5.12,48.89,2026-07-23T00:00:00,Tiruppur Textiles,SEN-103
427.06,44.84,15.8,11.83,2026-07-23T00:10:00,Coimbatore E-Hub,SEN-104
391.87,35.01,19.19,62.65,2026-07-23T00:20:00,Salem Scrap Yard,SEN-100
358.12,40.86,5.38,22.64,2026-07-23T00:30:00,Tiruppur Textiles,SEN-101
782.89,57.61,34.93,33.58,2026-07-23T00:40:00,Salem Scrap Yard,SEN-102
312.24,8.95,9.33,39.01,2026-07-23T00:50:00,Salem Scrap Yard,SEN-103
447.05,16.92,16.78,37.6,2026-07-23T01:00:00,Salem Scrap Yard,SEN-104
374.5,58.97,48.05,79.69,2026-07-23T01:10:00,Tiruppur Textiles,SEN-100
445.06,13.22,4.36,27.19,2026-07-23T01:20:00,Coimbatore E-Hub,SEN-101
252.76,5.87,10.28,58.92,2026-07-23T01:30:00,Coimbatore E-Hub,SEN-102
374.12,29.65,22.1,37.55,2026-07-23T01:40:00,Tiruppur Textiles,SEN-103
240.46,23.16,14.1,56.78,2026-07-23T01:50:00,Tiruppur Textiles,SEN-104
175.71,10.57,2.11,10.52,2026-07-23T02:00:00,Salem Scrap Yard,SEN-100
293.98,29.19,13.03,61.39,2026-07-23T02:10:00,Coimbatore E-Hub,SEN-101
404.92,37.49,6.2,42.66,2026-07-23T02:20:00,EcoFibre Ltd,SEN-102
358.27,11.91,21.61,17.7,2026-07-23T02:30:00,Coimbatore E-Hub,SEN-103
228.7,16.17,16.03,32.38,2026-07-23T02:40:00,Salem Scrap Yard,SEN-104
429.79,24.14,14.91,42.79,2026-07-23T02:50:00,Coimbatore E-Hub,SEN-100
358.52,36.68,6.38,50.23,2026-07-23T03:00:00,EcoFibre Ltd,SEN-101
302.62,30.73,11.07,35.75,2026-07-23T03:10:00,Coimbatore E-Hub,SEN-102
272.05,24.72,17.96,62.37,2026-07-23T03:20:00,Salem Scrap Yard,SEN-103
305.59,36.16,14.93,64.64,2026-07-23T03:30:00,Tiruppur Textiles,SEN-104
336.12,7.8,6.76,28.45,2026-07-23T03:40:00,EcoFibre Ltd,SEN-100
182.35,20.74,18.88,60.67,2026-07-23T03:50:00,Salem Scrap Yard,SEN-101
162.3,38.17,14.44,39.03,2026-07-23T04:00:00,EcoFibre Ltd,SEN-102
316.05,8.54,18.78,43.11,2026-07-23T04:10:00,EcoFibre Ltd,SEN-103
392.2,32.22,22.81,59.36,2026-07-23T04:20:00,Tiruppur Textiles,SEN-104
182.66,23.37,20.11,11.52,2026-07-23T04:30:00,Tiruppur Textiles,SEN-100
440.68,27.78,7.41,56.38,2026-07-23T04:40:00,Salem Scrap Yard,SEN-101
246.31,15.61,17.0,40.75,2026-07-23T04:50:00,Coimbatore E-Hub,SEN-102
411.6,15.03,21.74,37.37,2026-07-23T05:00:00,EcoFibre Ltd,SEN-103
362.37,12.31,4.67,56.11,2026-07-23T05:10:00,Tiruppur Textiles,SEN-104
200.76,33.24,5.37,53.18,2026-07-23T05:20:00,Coimbatore E-Hub,SEN-100
172.45,24.01,11.7,34.44,2026-07-23T05:30:00,Tiruppur Textiles,SEN-101
370.36,24.8,2.42,43.47,2026-07-23T05:40:00,Salem Scrap Yard,SEN-102
319.17,43.03,4.5,11.81,2026-07-23T05:50:00,EcoFibre Ltd,SEN-103
428.22,13.02,8.07,48.53,2026-07-23T06:00:00,EcoFibre Ltd,SEN-104
340.23,39.96,19.17,37.33,2026-07-23T06:10:00,Coimbatore E-Hub,SEN-100
303.08,10.21,12.4,14.99,2026-07-23T06:20:00,Tiruppur Textiles,SEN-101
396.8,16.15,14.02,28.97,2026-07-23T06:30:00,EcoFibre Ltd,SEN-102
193.1,6.84,22.17,10.65,2026-07-23T06:40:00,EcoFibre Ltd,SEN-103
240.72,14.55,15.06,55.93,2026-07-23T06:50:00,Coimbatore E-Hub,SEN-104
446.59,7.94,11.21,12.37,2026-07-23T07:00:00,EcoFibre Ltd,SEN-100
284.43,43.93,24.78,45.76,2026-07-23T07:10:00,Coimbatore E-Hub,SEN-101
413.46,11.07,19.53,47.44,2026-07-23T07:20:00,Salem Scrap Yard,SEN-102
363.72,9.62,15.12,41.26,2026-07-23T07:30:00,Tiruppur Textiles,SEN-103
214.44,24.43,24.1,36.05,2026-07-23T07:40:00,Coimbatore E-Hub,SEN-104
185.67,28.65,24.29,18.62,2026-07-23T07:50:00,EcoFibre Ltd,SEN-100
204.81,9.93,3.37,10.97,2026-07-23T08:00:00,Tiruppur Textiles,SEN-101
168.9,29.02,4.87,53.81,2026-07-23T08:10:00,EcoFibre Ltd,SEN-102
195.65,25.62,5.63,31.91,2026-07-23T08:20:00,Coimbatore E-Hub,SEN-103
441.71,34.43,2.36,58.4,2026-07-23T08:30:00,Coimbatore E-Hub,SEN-104
446.86,14.73,21.28,35.87,2026-07-23T08:40:00,Coimbatore E-Hub,SEN-100
252.87,18.07,7.59,43.49,2026-07-23T08:50:00,Salem Scrap Yard,SEN-101
387.84,22.43,5.03,28.72,2026-07-23T09:00:00,Tiruppur Textiles,SEN-102
193.28,26.66,16.13,36.41,2026-07-23T09:10:00,EcoFibre Ltd,SEN-103
376.67,21.06,9.89,38.0,2026-07-23T09:20:00,Coimbatore E-Hub,SEN-104
250.08,17.14,11.45,11.27,2026-07-23T09:30:00,EcoFibre Ltd,SEN-100
165.71,41.14,23.75,49.98,2026-07-23T09:40:00,EcoFibre Ltd,SEN-101
260.93,34.54,8.76,41.61,2026-07-23T09:50:00,Salem Scrap Yard,SEN-102
649.16,52.96,31.61,106.76,2026-07-23T10:00:00,Coimbatore E-Hub,SEN-103
342.22,37.54,10.04,42.74,2026-07-23T10:10:00,Salem Scrap Yard,SEN-104
297.72,43.06,6.39,60.36,2026-07-23T10:20:00,Coimbatore E-Hub,SEN-100
398.62,16.43,6.26,63.45,2026-07-23T10:30:00,Tiruppur Textiles,SEN-101
227.13,28.21,9.8,39.14,2026-07-23T10:40:00,Coimbatore E-Hub,SEN-102
278.72,5.7,7.43,25.66,2026-07-23T10:50:00,Tiruppur Textiles,SEN-103
202.14,13.9,13.21,56.88,2026-07-23T11:00:00,Coimbatore E-Hub,SEN-104
367.16,41.38,2.58,34.65,2026-07-23T11:10:00,Salem Scrap Yard,SEN-100
226.53,27.12,6.04,44.71,2026-07-23T11:20:00,EcoFibre Ltd,SEN-101
437.25,23.35,6.79,48.88,2026-07-23T11:30:00,EcoFibre Ltd,SEN-102
392.67,41.32,20.71,63.57,2026-07-23T11:40:00,EcoFibre Ltd,SEN-103
186.93,23.86,16.43,56.68,2026-07-23T11:50:00,Coimbatore E-Hub,SEN-104
304.08,31.48,14.69,25.07,2026-07-23T12:00:00,Tiruppur Textiles,SEN-100
215.33,12.06,10.24,45.93,2026-07-23T12:10:00,Coimbatore E-Hub,SEN-101
286.89,6.14,23.16,33.69,2026-07-23T12:20:00,Coimbatore E-Hub,SEN-102
613.31,91.32,55.35,137.62,2026-07-23T12:30:00,Tiruppur Textiles,SEN-103
449.05,39.36,2.18,12.78,2026-07-23T12:40:00,EcoFibre Ltd,SEN-104
256.73,38.69,19.17,64.57,2026-07-23T12:50:00,Tiruppur Textiles,SEN-100
426.85,14.48,14.41,18.74,2026-07-23T13:00:00,EcoFibre Ltd,SEN-101
314.31,42.7,5.83,26.08,2026-07-23T13:10:00,EcoFibre Ltd,SEN-102
358.24,40.48,15.25,45.18,2026-07-23T13:20:00,Coimbatore E-Hub,SEN-103
163.44,43.3,23.92,25.36,2026-07-23T13:30:00,Salem Scrap Yard,SEN-104
207.76,23.26,2.48,18.58,2026-07-23T13:40:00,Coimbatore E-Hub,SEN-100
392.25,24.26,17.06,20.41,2026-07-23T13:50:00,EcoFibre Ltd,SEN-101
424.54,36.02,9.45,14.82,2026-07-23T14:00:00,EcoFibre Ltd,SEN-102
432.39,30.03,5.41,47.38,2026-07-23T14:10:00,Salem Scrap Yard,SEN-103
340.01,40.76,15.52,43.82,2026-07-23T14:20:00,EcoFibre Ltd,SEN-104
156.29,23.99,23.42,31.72,2026-07-23T14:30:00,Salem Scrap Yard,SEN-100
186.11,9.76,23.5,26.27,2026-07-23T14:40:00,Tiruppur Textiles,SEN-101
181.91,13.44,10.52,54.48,2026-07-23T14:50:00,Tiruppur Textiles,SEN-102
184.41,7.85,21.59,52.62,2026-07-23T15:00:00,Coimbatore E-Hub,SEN-103
384.6,11.66,3.12,31.75,2026-07-23T15:10:00,Tiruppur Textiles,SEN-104
395.92,20.23,14.13,11.61,2026-07-23T15:20:00,EcoFibre Ltd,SEN-100
346.94,23.65,24.18,58.35,2026-07-23T15:30:00,Salem Scrap Yard,SEN-101
204.52,8.92,19.41,58.92,2026-07-23T15:40:00,Tiruppur Textiles,SEN-102
322.17,22.13,8.06,51.85,2026-07-23T15:50:00,Coimbatore E-Hub,SEN-103
345.05,27.8,18.18,27.61,2026-07-23T16:00:00,EcoFibre Ltd,SEN-104
172.98,43.45,7.65,10.5,2026-07-23T16:10:00,Tiruppur Textiles,SEN-100
297.53,23.75,3.79,24.4,2026-07-23T16:20:00,Tiruppur Textiles,SEN-101
194.45,6.9,16.75,13.54,2026-07-23T16:30:00,Salem Scrap Yard,SEN-102
285.62,11.28,17.69,51.33,2026-07-23T16:40:00,Tiruppur Textiles,SEN-103
288.58,10.95,18.65,20.27,2026-07-23T16:50:00,Salem Scrap Yard,SEN-104
201.04,5.17,9.38,14.94,2026-07-23T17:00:00,EcoFibre Ltd,SEN-100
411.28,5.73,14.54,50.03,2026-07-23T17:10:00,Tiruppur Textiles,SEN-101
221.19,12.58,16.02,42.72,2026-07-23T17:20:00,Tiruppur Textiles,SEN-102
291.57,33.67,22.16,24.97,2026-07-23T17:30:00,Coimbatore E-Hub,SEN-103
191.96,20.94,13.38,44.62,2026-07-23T17:40:00,EcoFibre Ltd,SEN-104
373.72,13.32,22.15,38.92,2026-07-23T17:50:00,Tiruppur Textiles,SEN-100
418.97,17.19,4.21,23.62,2026-07-23T18:00:00,EcoFibre Ltd,SEN-101
357.29,40.48,12.42,52.44,2026-07-23T18:10:00,Tiruppur Textiles,SEN-102
337.45,31.65,8.09,32.45,2026-07-23T18:20:00,Coimbatore E-Hub,SEN-103
435.1,23.61,18.12,50.54,2026-07-23T18:30:00,Salem Scrap Yard,SEN-104
388.3,19.36,24.0,64.65,2026-07-23T18:40:00,Tiruppur Textiles,SEN-100
404.78,10.54,2.71,61.39,2026-07-23T18:50:00,Coimbatore E-Hub,SEN-101
294.12,9.26,21.31,50.98,2026-07-23T19:00:00,EcoFibre Ltd,SEN-102
