buyer,seller,material,quantity,seller_initial_price,buyer_target_price,final_price,rounds,success
Tiruppur Textiles,Salem Scrap Yard,plastic,2849.0,22.66,16.66,0.0,2,0
EcoFibre Ltd,Chennai Polymers,plastic,7724.0,24.1,16.81,20.76,3,1
Kovai Paper Mills,Coimbatore E-Hub,plastic,2514.0,23.46,17.14,0.0,2,0
Electro-Recycle,Chennai Polymers,paper,5803.0,17.04,13.41,15.78,4,1
EcoFibre Ltd,Salem Scrap Yard,battery,2115.0,17.14,13.42,0.0,4,0
Electro-Recycle,Salem Steel,plastic,2476.0,24.31,16.77,19.83,5,1
EcoFibre Ltd,Coimbatore E-Hub,paper,7698.0,18.84,12.58,0.0,4,0
Kovai Paper Mills,Salem Steel,plastic,2923.0,24.93,17.7,20.9,2,1
EcoFibre Ltd,Coimbatore E-Hub,textile,2535.0,18.04,13.86,15.75,3,1
EcoFibre Ltd,Coimbatore E-Hub,battery,7756.0,19.21,12.38,0.0,4,0
Kovai Paper Mills,Salem Scrap Yard,paper,9987.0,19.17,14.12,16.44,4,1
Electro-Recycle,Chennai Polymers,metal,6267.0,120.23,88.48,100.64,5,1
EcoFibre Ltd,Salem Steel,metal,7298.0,116.97,88.81,104.86,2,1
Tiruppur Textiles,Coimbatore E-Hub,paper,8046.0,18.94,13.12,16.2,5,1
Kovai Paper Mills,Coimbatore E-Hub,metal,9143.0,115.38,83.66,98.39,4,1
Electro-Recycle,Coimbatore E-Hub,plastic,8163.0,22.5,16.7,18.95,3,1
EcoFibre Ltd,Coimbatore E-Hub,plastic,769.0,22.82,17.43,19.78,4,1
EcoFibre Ltd,Coimbatore E-Hub,plastic,2141.0,25.68,18.92,22.04,2,1
Electro-Recycle,Salem Scrap Yard,metal,8599.0,116.48,93.9,112.51,4,1
EcoFibre Ltd,Coimbatore E-Hub,plastic,5971.0,23.77,16.94,0.0,2,0
Tiruppur Textiles,Chennai Polymers,plastic,7151.0,25.16,17.6,20.49,5,1
Kovai Paper Mills,Chennai Polymers,textile,6377.0,19.08,14.06,17.96,4,1
EcoFibre Ltd,Salem Steel,battery,2526.0,16.78,12.17,14.49,2,1
Kovai Paper Mills,Salem Steel,paper,1536.0,18.88,12.41,15.84,4,1
Electro-Recycle,Coimbatore E-Hub,textile,2267.0,17.78,14.02,16.45,2,1
Electro-Recycle,Salem Scrap Yard,textile,6916.0,17.56,13.7,16.11,3,1
EcoFibre Ltd,Coimbatore E-Hub,metal,695.0,124.21,81.37,100.82,5,1
Electro-Recycle,Coimbatore E-Hub,battery,7261.0,17.74,14.17,15.2,2,1
Electro-Recycle,Salem Steel,paper,8673.0,18.27,12.82,14.99,2,1
Tiruppur Textiles,Salem Scrap Yard,paper,7730.0,18.55,12.17,14.96,3,1
EcoFibre Ltd,Salem Scrap Yard,paper,5532.0,18.02,13.32,15.62,2,1
Kovai Paper Mills,Salem Steel,paper,3964.0,19.4,12.99,16.29,2,1
Tiruppur Textiles,Chennai Polymers,paper,1148.0,18.44,12.92,15.46,3,1
Kovai Paper Mills,Coimbatore E-Hub,plastic,6275.0,24.11,16.61,20.38,2,1
Kovai Paper Mills,Salem Scrap Yard,metal,3202.0,121.0,88.87,0.0,5,0
Electro-Recycle,Coimbatore E-Hub,paper,4124.0,16.89,13.33,15.02,3,1
Tiruppur Textiles,Salem Scrap Yard,textile,3087.0,17.63,12.18,14.94,2,1
Kovai Paper Mills,Salem Scrap Yard,plastic,8004.0,25.59,16.05,20.91,3,1
Electro-Recycle,Chennai Polymers,battery,1492.0,18.63,12.78,15.74,3,1
EcoFibre Ltd,Chennai Polymers,metal,2565.0,117.58,89.5,101.77,4,1
Electro-Recycle,Coimbatore E-Hub,paper,1570.0,18.92,13.26,16.5,4,1
Kovai Paper Mills,Chennai Polymers,metal,2690.0,114.55,83.81,103.29,5,1
Tiruppur Textiles,Coimbatore E-Hub,textile,1845.0,18.46,13.96,16.22,4,1
Tiruppur Textiles,Coimbatore E-Hub,paper,2578.0,18.99,13.58,16.04,2,1
Tiruppur Textiles,Salem Scrap Yard,textile,6544.0,17.6,13.32,15.55,2,1
Tiruppur Textiles,Chennai Polymers,textile,3920.0,19.19,12.09,15.7,4,1
Kovai Paper Mills,Salem Scrap Yard,metal,5694.0,111.42,93.31,0.0,2,0
EcoFibre Ltd,Coimbatore E-Hub,battery,5789.0,19.17,13.05,16.12,5,1
Electro-Recycle,Coimbatore E-Hub,paper,3481.0,18.37,12.71,15.97,5,1
Electro-Recycle,Salem Steel,paper,4213.0,19.13,13.16,15.99,2,1
Electro-Recycle,Salem Scrap Yard,plastic,3144.0,24.51,18.35,20.08,5,1
Kovai Paper Mills,Salem Scrap Yard,plastic,2325.0,22.65,16.61,20.46,4,1
EcoFibre Ltd,Coimbatore E-Hub,metal,4319.0,124.01,83.36,105.36,5,1
Electro-Recycle,Coimbatore E-Hub,textile,7155.0,16.82,13.14,14.72,2,1
Electro-Recycle,Salem Steel,battery,6653.0,17.09,12.36,0.0,3,0
EcoFibre Ltd,Chennai Polymers,paper,1797.0,17.39,12.63,14.99,3,1
Tiruppur Textiles,Salem Scrap Yard,paper,637.0,18.48,13.58,15.68,4,1
Electro-Recycle,Salem Steel,plastic,6015.0,25.46,17.32,21.77,5,1
EcoFibre Ltd,Coimbatore E-Hub,plastic,2295.0,24.05,17.89,20.87,4,1
Kovai Paper Mills,Salem Scrap Yard,paper,969.0,18.47,13.7,15.83,2,1
Tiruppur Textiles,Chennai Polymers,paper,9912.0,17.04,13.23,14.67,4,1
Tiruppur Textiles,Salem Scrap Yard,battery,5184.0,17.95,13.87,15.94,3,1
EcoFibre Ltd,Coimbatore E-Hub,textile,9449.0,16.75,13.29,15.17,2,1
EcoFibre Ltd,Chennai Polymers,paper,6673.0,17.11,12.07,14.2,2,1
EcoFibre Ltd,Salem Scrap Yard,textile,4715.0,18.27,12.98,15.64,5,1
Electro-Recycle,Chennai Polymers,paper,9726.0,19.39,12.53,16.13,2,1
Tiruppur Textiles,Salem Scrap Yard,textile,6087.0,17.41,12.98,15.36,3,1
Tiruppur Textiles,Salem Steel,textile,3505.0,18.53,13.5,0.0,2,0
Electro-Recycle,Chennai Polymers,battery,6470.0,17.4,13.94,15.5,4,1
Tiruppur Textiles,Chennai Polymers,battery,5149.0,18.39,12.31,14.91,4,1
Electro-Recycle,Salem Scrap Yard,battery,2133.0,18.99,13.68,15.95,4,1
EcoFibre Ltd,Salem Scrap Yard,battery,8764.0,18.66,12.56,15.39,4,1
Kovai Paper Mills,Salem Scrap Yard,textile,8336.0,17.01,13.8,15.07,5,1
Electro-Recycle,Salem Scrap Yard,battery,5118.0,17.73,13.82,15.45,3,1
Kovai Paper Mills,Coimbatore E-Hub,textile,9684.0,18.59,12.11,15.67,3,1
Tiruppur Textiles,Salem Steel,battery,3161.0,19.38,13.34,16.81,5,1
Electro-Recycle,Chennai Polymers,textile,7001.0,16.61,14.14,15.55,4,1
Electro-Recycle,Coimbatore E-Hub,metal,5198.0,116.68,92.47,109.16,4,1
Tiruppur Textiles,Salem Scrap Yard,metal,7877.0,128.3,93.47,113.57,3,1
EcoFibre Ltd,Salem Scrap Yard,battery,2342.0,18.82,13.23,16.25,4,1
Tiruppur Textiles,Salem Scrap Yard,textile,4806.0,18.38,13.57,15.94,2,1
EcoFibre Ltd,Coimbatore E-Hub,metal,9273.0,119.23,84.58,99.86,5,1
EcoFibre Ltd,Chennai Polymers,battery,6118.0,17.92,12.16,14.74,2,1
Electro-Recycle,Chennai Polymers,metal,4658.0,118.1,81.55,0.0,4,0
Tiruppur Textiles,Salem Scrap Yard,metal,9668.0,120.95,89.46,105.43,3,1
EcoFibre Ltd,Chennai Polymers,textile,7799.0,17.85,12.28,14.63,4,1
Electro-Recycle,Coimbatore E-Hub,battery,2725.0,16.9,13.94,15.27,3,1
Electro-Recycle,Salem Scrap Yard,paper,2530.0,19.02,12.38,15.35,3,1
Electro-Recycle,Salem Steel,textile,4958.0,18.25,13.38,15.87,4,1
Tiruppur Textiles,Coimbatore E-Hub,battery,6345.0,17.71,13.75,14.86,3,1
Electro-Recycle,Salem Steel,battery,3866.0,18.84,13.84,16.5,3,1
EcoFibre Ltd,Salem Steel,metal,7891.0,125.65,80.35,105.46,5,1
EcoFibre Ltd,Coimbatore E-Hub,metal,1328.0,113.54,84.39,101.33,2,1
Electro-Recycle,Salem Scrap Yard,battery,7285.0,17.24,12.92,15.84,2,1
Tiruppur Textiles,Chennai Polymers,plastic,7231.0,23.07,16.78,19.99,5,1
Electro-Recycle,Salem Scrap Yard,battery,8954.0,18.66,13.23,16.55,3,1
Kovai Paper Mills,Chennai Polymers,paper,9362.0,17.3,12.08,14.59,3,1
Tiruppur Textiles,Chennai Polymers,metal,4544.0,120.95,80.93,0.0,4,0
Kovai Paper Mills,Coimbatore E-Hub,metal,5620.0,124.51,87.48,101.11,5,1
EcoFibre Ltd,Coimbatore E-Hub,textile,4221.0,16.54,13.41,15.11,3,1
EcoFibre Ltd,Chennai Polymers,plastic,5979.0,23.41,17.47,20.19,5,1
Kovai Paper Mills,Chennai Polymers,paper,5625.0,18.75,12.4,15.93,3,1
Tiruppur Textiles,Salem Steel,paper,9528.0,18.48,12.99,16.4,2,1
EcoFibre Ltd,Coimbatore E-Hub,metal,1304.0,119.01,86.92,106.06,2,1
Kovai Paper Mills,Coimbatore E-Hub,plastic,7928.0,24.26,16.68,20.42,3,1
Tiruppur Textiles,Coimbatore E-Hub,battery,7727.0,16.63,12.36,14.18,4,1
Electro-Recycle,Salem Steel,metal,6933.0,116.84,81.77,0.0,2,0
Kovai Paper Mills,Salem Scrap Yard,paper,1259.0,17.16,13.13,15.69,5,1
Electro-Recycle,Salem Scrap Yard,plastic,9151.0,25.01,18.6,21.41,2,1
Electro-Recycle,Chennai Polymers,plastic,3701.0,23.75,16.33,20.32,3,1
Electro-Recycle,Salem Steel,battery,2123.0,18.0,12.15,14.46,3,1
Kovai Paper Mills,Salem Scrap Yard,metal,9891.0,114.88,85.24,98.63,2,1
Electro-Recycle,Salem Scrap Yard,textile,9130.0,19.46,12.79,0.0,5,0
EcoFibre Ltd,Salem Scrap Yard,metal,8831.0,129.52,85.57,108.68,3,1
EcoFibre Ltd,Salem Steel,battery,1999.0,17.94,12.91,15.34,4,1
Electro-Recycle,Salem Scrap Yard,plastic,2539.0,25.3,17.44,20.17,5,1
Kovai Paper Mills,Coimbatore E-Hub,plastic,4394.0,22.63,17.62,20.0,5,1
Kovai Paper Mills,Salem Steel,plastic,2700.0,23.56,16.19,19.25,2,1
Tiruppur Textiles,Salem Scrap Yard,paper,7418.0,17.77,12.04,0.0,4,0
EcoFibre Ltd,Chennai Polymers,metal,5107.0,119.5,85.83,105.12,5,1
EcoFibre Ltd,Coimbatore E-Hub,battery,2761.0,16.95,13.95,15.32,4,1
Kovai Paper Mills,Salem Steel,plastic,3836.0,22.35,17.16,20.47,2,1
Electro-Recycle,Coimbatore E-Hub,textile,7667.0,19.14,13.91,16.32,5,1
Electro-Recycle,Coimbatore E-Hub,metal,6274.0,123.88,82.59,101.08,2,1
Tiruppur Textiles,Salem Steel,metal,9464.0,118.83,80.91,99.37,2,1
Kovai Paper Mills,Salem Steel,metal,9797.0,118.2,92.58,106.08,2,1
Electro-Recycle,Chennai Polymers,metal,3820.0,122.86,85.91,100.43,2,1
EcoFibre Ltd,Salem Scrap Yard,paper,7436.0,17.98,13.56,15.74,2,1
Tiruppur Textiles,Salem Scrap Yard,battery,9088.0,17.97,13.4,15.76,2,1
Tiruppur Textiles,Coimbatore E-Hub,textile,5893.0,18.09,12.86,15.34,4,1
EcoFibre Ltd,Salem Scrap Yard,battery,1475.0,18.35,13.25,15.79,5,1
Kovai Paper Mills,Salem Scrap Yard,paper,7804.0,18.84,14.09,16.48,5,1
EcoFibre Ltd,Salem Scrap Yard,metal,961.0,111.95,90.92,101.92,2,1
Kovai Paper Mills,Salem Steel,battery,8645.0,16.82,13.65,14.72,5,1
Electro-Recycle,Coimbatore E-Hub,plastic,1993.0,25.49,16.75,20.59,5,1
Tiruppur Textiles,Chennai Polymers,plastic,4151.0,22.46,18.52,20.07,2,1
Tiruppur Textiles,Salem Steel,metal,1069.0,114.9,91.07,106.31,2,1
Kovai Paper Mills,Coimbatore E-Hub,textile,5902.0,17.6,13.65,15.45,4,1
EcoFibre Ltd,Salem Steel,battery,9757.0,18.33,13.84,16.08,2,1
EcoFibre Ltd,Chennai Polymers,textile,8441.0,17.95,13.05,15.85,5,1
Kovai Paper Mills,Coimbatore E-Hub,textile,7481.0,18.32,12.74,16.44,2,1
EcoFibre Ltd,Coimbatore E-Hub,paper,6005.0,17.02,13.1,14.81,4,1
EcoFibre Ltd,Chennai Polymers,textile,3733.0,16.93,12.1,14.88,5,1
Kovai Paper Mills,Salem Steel,battery,588.0,18.2,13.88,16.32,3,1
Kovai Paper Mills,Salem Scrap Yard,metal,765.0,119.82,86.72,0.0,4,0
EcoFibre Ltd,Coimbatore E-Hub,plastic,9683.0,24.15,18.63,21.66,5,1
Tiruppur Textiles,Chennai Polymers,textile,3043.0,18.21,13.54,15.61,4,1
Electro-Recycle,Chennai Polymers,battery,2622.0,17.26,12.79,15.07,2,1
Kovai Paper Mills,Chennai Polymers,metal,8003.0,115.76,93.59,105.37,4,1
EcoFibre Ltd,Salem Steel,battery,7627.0,19.12,13.77,0.0,4,0
Electro-Recycle,Salem Scrap Yard,battery,3953.0,18.31,12.44,14.98,3,1
Electro-Recycle,Coimbatore E-Hub,plastic,694.0,24.15,16.87,0.0,2,0
Kovai Paper Mills,Salem Steel,metal,7205.0,126.77,91.13,105.17,4,1
EcoFibre Ltd,Salem Scrap Yard,plastic,8176.0,22.7,16.48,19.15,3,1
EcoFibre Ltd,Chennai Polymers,paper,1193.0,18.63,13.28,15.89,5,1
EcoFibre Ltd,Chennai Polymers,paper,5285.0,18.51,13.9,16.02,4,1
Tiruppur Textiles,Salem Scrap Yard,paper,7075.0,18.13,14.23,16.12,2,1
EcoFibre Ltd,Coimbatore E-Hub,textile,2350.0,18.67,13.38,16.53,5,1
Kovai Paper Mills,Salem Scrap Yard,battery,7515.0,16.56,13.73,0.0,4,0
Tiruppur Textiles,Chennai Polymers,textile,6012.0,17.82,13.38,15.74,5,1
Tiruppur Textiles,Coimbatore E-Hub,metal,3364.0,118.58,80.26,94.87,2,1
Kovai Paper Mills,Salem Scrap Yard,battery,2951.0,17.17,13.1,14.98,5,1
EcoFibre Ltd,Coimbatore E-Hub,plastic,5942.0,23.79,17.83,21.06,3,1
EcoFibre Ltd,Coimbatore E-Hub,battery,5234.0,17.18,14.15,15.02,3,1
EcoFibre Ltd,Salem Steel,paper,4721.0,16.99,12.14,14.47,2,1
Electro-Recycle,Salem Scrap Yard,textile,8660.0,18.38,13.91,16.44,2,1
Kovai Paper Mills,Salem Steel,battery,9510.0,17.15,12.4,14.53,3,1
Kovai Paper Mills,Salem Scrap Yard,battery,5743.0,16.53,13.06,14.12,4,1
Tiruppur Textiles,Coimbatore E-Hub,textile,3647.0,19.08,12.02,0.0,3,0
Electro-Recycle,Chennai Polymers,battery,7615.0,18.33,13.41,0.0,4,0
EcoFibre Ltd,Coimbatore E-Hub,metal,976.0,111.8,94.95,106.06,3,1
Tiruppur Textiles,Salem Steel,paper,6437.0,19.33,12.37,15.5,4,1
EcoFibre Ltd,Salem Scrap Yard,textile,7728.0,18.42,12.92,15.46,5,1
Tiruppur Textiles,Salem Steel,plastic,1337.0,22.22,16.58,19.16,4,1
Kovai Paper Mills,Salem Steel,plastic,2797.0,24.13,16.95,20.52,5,1
Electro-Recycle,Salem Steel,plastic,5835.0,24.78,18.82,0.0,3,0
Tiruppur Textiles,Salem Steel,metal,7847.0,127.88,88.82,109.44,5,1
EcoFibre Ltd,Salem Scrap Yard,battery,3221.0,17.51,12.89,0.0,5,0
EcoFibre Ltd,Salem Scrap Yard,paper,7676.0,17.78,13.16,0.0,5,0
Kovai Paper Mills,Coimbatore E-Hub,plastic,9238.0,24.24,17.98,21.86,4,1
Electro-Recycle,Coimbatore E-Hub,plastic,3952.0,22.54,18.46,20.15,2,1
Electro-Recycle,Salem Steel,battery,9891.0,18.47,13.05,15.18,2,1
Kovai Paper Mills,Coimbatore E-Hub,battery,3809.0,17.72,13.29,16.16,4,1
EcoFibre Ltd,Salem Scrap Yard,textile,724.0,18.94,13.46,16.98,2,1
Kovai Paper Mills,Chennai Polymers,metal,909.0,114.91,80.14,99.32,5,1
Kovai Paper Mills,Salem Scrap Yard,paper,4201.0,16.73,12.59,14.87,4,1
Electro-Recycle,Coimbatore E-Hub,plastic,5868.0,22.72,16.13,18.94,3,1
Electro-Recycle,Chennai Polymers,plastic,7378.0,22.61,16.51,0.0,2,0
Electro-Recycle,Coimbatore E-Hub,metal,2645.0,124.56,89.33,104.58,2,1
Tiruppur Textiles,Coimbatore E-Hub,metal,7679.0,122.91,86.04,109.89,4,1
EcoFibre Ltd,Chennai Polymers,textile,796.0,18.24,12.4,15.21,3,1
EcoFibre Ltd,Coimbatore E-Hub,textile,9768.0,16.57,12.57,14.84,2,1
EcoFibre Ltd,Coimbatore E-Hub,battery,5805.0,19.37,13.55,0.0,4,0
Tiruppur Textiles,Salem Steel,battery,5761.0,18.02,13.41,15.25,5,1
Kovai Paper Mills,Salem Steel,paper,4523.0,18.71,13.49,16.48,2,1
EcoFibre Ltd,Salem Scrap Yard,battery,6616.0,19.03,13.52,16.43,5,1
Kovai Paper Mills,Coimbatore E-Hub,paper,9435.0,16.68,12.47,14.4,5,1
EcoFibre Ltd,Chennai Polymers,battery,6327.0,19.18,13.96,16.23,5,1
Kovai Paper Mills,Chennai Polymers,plastic,5872.0,24.79,17.25,0.0,4,0
Electro-Recycle,Salem Scrap Yard,metal,7159.0,122.15,85.71,104.41,3,1
Electro-Recycle,Coimbatore E-Hub,plastic,4217.0,22.6,17.26,19.69,5,1
Kovai Paper Mills,Coimbatore E-Hub,textile,2440.0,16.83,14.18,0.0,2,0
Tiruppur Textiles,Salem Scrap Yard,plastic,6440.0,25.8,16.83,21.44,2,1
Kovai Paper Mills,Coimbatore E-Hub,metal,1559.0,110.83,85.69,95.67,5,1
Electro-Recycle,Salem Steel,plastic,4368.0,25.41,16.41,21.07,3,1
EcoFibre Ltd,Salem Steel,paper,2809.0,17.59,13.93,16.58,5,1
EcoFibre Ltd,Coimbatore E-Hub,paper,7319.0,18.56,14.24,16.88,5,1
EcoFibre Ltd,Salem Scrap Yard,plastic,9750.0,23.64,17.51,21.38,3,1
Kovai Paper Mills,Salem Scrap Yard,battery,2939.0,16.84,13.88,15.04,2,1
Tiruppur Textiles,Chennai Polymers,paper,2613.0,16.91,12.04,14.87,3,1
Electro-Recycle,Chennai Polymers,plastic,6515.0,22.21,18.64,20.36,2,1
EcoFibre Ltd,Chennai Polymers,textile,1056.0,18.94,13.76,0.0,5,0
Tiruppur Textiles,Salem Scrap Yard,battery,2683.0,16.92,12.15,15.37,4,1
Kovai Paper Mills,Salem Steel,paper,5341.0,17.33,12.85,0.0,3,0
Electro-Recycle,Salem Scrap Yard,plastic,8066.0,23.14,16.34,20.46,2,1
Kovai Paper Mills,Salem Scrap Yard,paper,4122.0,16.88,13.04,15.19,4,1
EcoFibre Ltd,Chennai Polymers,plastic,3968.0,22.55,18.91,0.0,3,0
Kovai Paper Mills,Coimbatore E-Hub,metal,6105.0,126.39,80.66,105.7,5,1
Tiruppur Textiles,Chennai Polymers,paper,8428.0,18.06,13.5,14.97,3,1
Tiruppur Textiles,Coimbatore E-Hub,textile,7276.0,17.18,12.05,14.2,4,1
Tiruppur Textiles,Salem Scrap Yard,textile,6286.0,17.96,13.65,15.62,4,1
Kovai Paper Mills,Chennai Polymers,textile,4233.0,19.45,12.06,15.26,2,1
Tiruppur Textiles,Salem Scrap Yard,textile,9040.0,17.58,12.05,0.0,3,0
EcoFibre Ltd,Coimbatore E-Hub,metal,2726.0,116.69,80.97,98.09,5,1
Tiruppur Textiles,Coimbatore E-Hub,battery,2226.0,16.8,12.33,13.94,5,1
Electro-Recycle,Chennai Polymers,metal,8890.0,129.86,86.38,107.78,2,1
Kovai Paper Mills,Salem Scrap Yard,paper,7197.0,18.43,12.35,14.8,2,1
EcoFibre Ltd,Salem Steel,battery,8414.0,16.68,13.23,14.47,3,1
EcoFibre Ltd,Salem Scrap Yard,plastic,3833.0,22.35,17.43,20.37,3,1
Kovai Paper Mills,Chennai Polymers,battery,5152.0,18.99,12.3,15.6,5,1
Kovai Paper Mills,Chennai Polymers,metal,8164.0,129.15,82.22,108.09,4,1
EcoFibre Ltd,Salem Steel,paper,6886.0,17.56,12.55,15.09,3,1
EcoFibre Ltd,Salem Scrap Yard,metal,1540.0,116.49,81.64,0.0,5,0
Kovai Paper Mills,Chennai Polymers,paper,8648.0,18.58,12.36,15.82,5,1
Tiruppur Textiles,Chennai Polymers,battery,4226.0,18.29,12.39,14.86,5,1
Tiruppur Textiles,Chennai Polymers,paper,5974.0,17.59,12.97,0.0,5,0
EcoFibre Ltd,Coimbatore E-Hub,metal,9641.0,125.02,90.53,107.44,5,1
Electro-Recycle,Chennai Polymers,battery,6059.0,19.06,13.69,15.96,3,1
Electro-Recycle,Chennai Polymers,metal,3641.0,123.74,89.69,103.97,2,1
EcoFibre Ltd,Chennai Polymers,textile,5784.0,17.99,14.05,0.0,2,0
Tiruppur Textiles,Coimbatore E-Hub,metal,5697.0,126.8,89.72,108.58,5,1
Electro-Recycle,Salem Scrap Yard,paper,924.0,17.42,14.1,16.08,4,1
Kovai Paper Mills,Salem Scrap Yard,plastic,921.0,25.85,17.6,21.21,2,1
EcoFibre Ltd,Salem Scrap Yard,paper,9376.0,17.33,13.12,15.46,2,1
Kovai Paper Mills,Salem Scrap Yard,paper,2403.0,17.63,12.79,15.11,3,1
Kovai Paper Mills,Salem Steel,paper,7748.0,18.27,12.12,0.0,5,0
EcoFibre Ltd,Salem Scrap Yard,battery,9519.0,18.91,13.0,0.0,2,0
EcoFibre Ltd,Chennai Polymers,paper,8851.0,19.39,13.29,16.42,5,1
Kovai Paper Mills,Coimbatore E-Hub,battery,1808.0,17.8,12.21,14.65,2,1
EcoFibre Ltd,Salem Scrap Yard,metal,7486.0,110.02,91.48,104.71,5,1
Kovai Paper Mills,Salem Steel,plastic,8657.0,24.69,18.75,20.75,5,1
Electro-Recycle,Coimbatore E-Hub,textile,9760.0,17.08,13.01,15.14,2,1
Kovai Paper Mills,Salem Steel,textile,9871.0,19.35,13.58,15.93,2,1
EcoFibre Ltd,Salem Steel,paper,7271.0,18.35,12.3,0.0,3,0
Tiruppur Textiles,Chennai Polymers,metal,8517.0,128.59,89.01,107.37,2,1
EcoFibre Ltd,Coimbatore E-Hub,plastic,2259.0,24.51,17.41,0.0,2,0
Tiruppur Textiles,Salem Scrap Yard,battery,6785.0,17.89,12.42,15.02,2,1
Kovai Paper Mills,Salem Steel,paper,4896.0,16.94,13.14,15.15,4,1
Kovai Paper Mills,Salem Steel,paper,8643.0,18.54,12.84,16.68,5,1
Kovai Paper Mills,Chennai Polymers,plastic,5924.0,24.19,17.62,20.8,2,1
Electro-Recycle,Salem Steel,metal,9758.0,126.11,86.4,103.83,3,1
EcoFibre Ltd,Salem Scrap Yard,paper,6225.0,16.71,12.75,15.0,2,1
Electro-Recycle,Coimbatore E-Hub,textile,6237.0,18.23,12.01,15.1,4,1
EcoFibre Ltd,Chennai Polymers,battery,872.0,18.64,13.15,0.0,5,0
Tiruppur Textiles,Salem Steel,paper,4388.0,17.5,13.53,15.1,4,1
EcoFibre Ltd,Salem Scrap Yard,textile,8066.0,17.07,12.55,14.62,3,1
Tiruppur Textiles,Coimbatore E-Hub,paper,5937.0,18.27,13.53,0.0,5,0
Kovai Paper Mills,Salem Scrap Yard,battery,4647.0,17.62,12.31,15.12,5,1
EcoFibre Ltd,Coimbatore E-Hub,battery,708.0,19.1,13.41,16.48,3,1
EcoFibre Ltd,Salem Scrap Yard,textile,7052.0,18.58,13.03,15.62,2,1
Tiruppur Textiles,Coimbatore E-Hub,paper,6600.0,16.65,13.08,14.51,5,1
Electro-Recycle,Salem Scrap Yard,paper,9342.0,17.07,12.35,14.41,4,1
Electro-Recycle,Salem Scrap Yard,plastic,7199.0,25.13,16.84,20.21,4,1
Electro-Recycle,Salem Steel,paper,6532.0,17.48,13.42,15.29,4,1
Electro-Recycle,Coimbatore E-Hub,battery,3669.0,18.51,12.62,15.73,2,1
Tiruppur Textiles,Chennai Polymers,paper,2538.0,17.63,12.49,15.78,3,1
Tiruppur Textiles,Chennai Polymers,paper,3062.0,19.01,13.79,0.0,4,0
Electro-Recycle,Salem Steel,battery,8044.0,17.47,12.99,14.69,3,1
EcoFibre Ltd,Chennai Polymers,metal,8509.0,126.07,87.32,103.39,3,1
Kovai Paper Mills,Salem Scrap Yard,metal,1526.0,114.48,92.23,0.0,2,0
Tiruppur Textiles,Coimbatore E-Hub,textile,2447.0,16.58,12.91,0.0,4,0
Kovai Paper Mills,Coimbatore E-Hub,metal,8204.0,112.45,88.1,103.76,2,1
Electro-Recycle,Chennai Polymers,battery,3194.0,18.89,12.4,0.0,3,0
Electro-Recycle,Coimbatore E-Hub,textile,8168.0,18.67,12.32,14.52,5,1
Electro-Recycle,Salem Scrap Yard,textile,9056.0,16.51,13.25,14.66,4,1
Tiruppur Textiles,Salem Steel,paper,4052.0,16.64,12.87,15.23,2,1
Electro-Recycle,Chennai Polymers,battery,7598.0,17.59,14.15,15.63,2,1
Tiruppur Textiles,Coimbatore E-Hub,textile,3517.0,17.51,13.71,16.27,2,1
Electro-Recycle,Salem Steel,plastic,8056.0,22.88,17.51,0.0,4,0
Electro-Recycle,Salem Steel,metal,8228.0,120.0,93.34,101.45,4,1
EcoFibre Ltd,Salem Steel,paper,9284.0,19.49,12.06,0.0,4,0
EcoFibre Ltd,Chennai Polymers,metal,4793.0,119.31,81.82,98.02,2,1
EcoFibre Ltd,Coimbatore E-Hub,textile,6822.0,19.22,13.33,16.38,2,1
Tiruppur Textiles,Salem Steel,battery,1028.0,19.35,12.42,15.62,3,1
Tiruppur Textiles,Salem Scrap Yard,paper,2142.0,17.44,13.68,15.07,5,1
Tiruppur Textiles,Coimbatore E-Hub,paper,6178.0,18.97,12.36,0.0,4,0
Kovai Paper Mills,Coimbatore E-Hub,plastic,3094.0,22.61,17.17,19.88,5,1
Tiruppur Textiles,Salem Scrap Yard,textile,6225.0,16.84,13.31,15.38,3,1
EcoFibre Ltd,Salem Scrap Yard,battery,3262.0,17.78,12.95,0.0,5,0
Kovai Paper Mills,Coimbatore E-Hub,battery,7819.0,17.61,12.48,15.04,2,1
Kovai Paper Mills,Salem Steel,battery,7132.0,17.77,12.36,14.81,2,1
EcoFibre Ltd,Salem Scrap Yard,plastic,9403.0,24.02,17.37,21.0,3,1
EcoFibre Ltd,Chennai Polymers,metal,2692.0,120.39,84.69,99.5,3,1
Tiruppur Textiles,Chennai Polymers,paper,9204.0,17.28,13.64,0.0,3,0
Tiruppur Textiles,Coimbatore E-Hub,plastic,3268.0,25.48,18.33,0.0,5,0
Kovai Paper Mills,Salem Scrap Yard,battery,6554.0,16.92,13.02,15.56,2,1
Kovai Paper Mills,Salem Steel,paper,3808.0,17.32,13.3,0.0,5,0
Tiruppur Textiles,Salem Scrap Yard,metal,9291.0,110.47,82.68,90.06,4,1
Kovai Paper Mills,Coimbatore E-Hub,paper,9731.0,18.5,13.51,16.53,4,1
Electro-Recycle,Coimbatore E-Hub,textile,5178.0,19.01,13.61,16.89,2,1
EcoFibre Ltd,Salem Steel,metal,2370.0,127.43,87.71,105.09,2,1
Kovai Paper Mills,Coimbatore E-Hub,paper,7702.0,18.78,13.85,0.0,3,0
