plant,equipment,power_usage,operating_hours,production,season,temperature
Tiruppur Weaving Plant,Shredder Mill,1304.84,13.8,8677.6,spring,19.5
Chennai Extrusion Center,Hydraulic Baler,1122.95,22.2,4380.0,spring,41.2
Salem Compressed Scrap,Shredder Mill,905.65,8.9,9658.3,summer,33.2
Tiruppur Weaving Plant,Hydraulic Baler,506.51,10.6,2012.0,summer,24.8
Coimbatore Sorting Hub,Pelletizer Extruder,2682.17,21.9,6500.0,summer,23.0
Coimbatore Sorting Hub,Pelletizer Extruder,2004.65,15.4,8271.0,spring,38.9
Tiruppur Weaving Plant,Compactor Press,868.66,17.3,4199.4,summer,17.2
Salem Compressed Scrap,Shredder Mill,1533.21,17.7,1456.3,monsoon,37.8
Chennai Extrusion Center,Pelletizer Extruder,698.33,5.0,4216.6,spring,23.2
Tiruppur Weaving Plant,Hydraulic Baler,292.01,3.3,8850.1,winter,18.2
Coimbatore Sorting Hub,Hydraulic Baler,950.5,20.4,1102.3,monsoon,23.9
Salem Compressed Scrap,Pelletizer Extruder,2569.55,19.9,7783.7,winter,34.4
Coimbatore Sorting Hub,Shredder Mill,523.84,5.0,5124.9,summer,35.3
Chennai Extrusion Center,Hydraulic Baler,725.18,15.0,5465.5,summer,25.2
Salem Compressed Scrap,Compactor Press,572.14,10.8,6142.8,winter,32.0
Tiruppur Weaving Plant,Shredder Mill,956.79,10.6,2826.4,spring,22.4
Coimbatore Sorting Hub,Shredder Mill,1196.15,12.5,5665.1,monsoon,32.8
Coimbatore Sorting Hub,Shredder Mill,556.18,5.6,3490.1,summer,40.6
Coimbatore Sorting Hub,Compactor Press,1199.38,23.6,7076.2,summer,16.5
Tiruppur Weaving Plant,Hydraulic Baler,314.94,5.4,3829.8,monsoon,26.0
Salem Compressed Scrap,Pelletizer Extruder,2456.37,18.7,9823.4,spring,41.1
Tiruppur Weaving Plant,Pelletizer Extruder,1776.64,13.9,9557.3,spring,35.1
Chennai Extrusion Center,Hydraulic Baler,592.96,10.9,8143.9,winter,31.6
Coimbatore Sorting Hub,Pelletizer Extruder,1789.38,14.0,2181.1,monsoon,40.7
Coimbatore Sorting Hub,Compactor Press,655.83,12.4,4766.8,spring,34.6
Chennai Extrusion Center,Hydraulic Baler,359.93,9.1,644.1,summer,31.2
Salem Compressed Scrap,Compactor Press,1158.76,23.1,6618.4,monsoon,30.0
Tiruppur Weaving Plant,Hydraulic Baler,786.74,13.9,9113.2,summer,28.7
Salem Compressed Scrap,Hydraulic Baler,829.37,14.7,9158.2,spring,22.5
Coimbatore Sorting Hub,Compactor Press,590.74,11.8,4117.0,winter,21.4
Salem Compressed Scrap,Hydraulic Baler,1004.1,20.1,6563.6,winter,32.5
Salem Compressed Scrap,Compactor Press,1103.45,23.6,2232.3,summer,24.9
Chennai Extrusion Center,Hydraulic Baler,911.44,17.7,9403.0,spring,39.5
Tiruppur Weaving Plant,Shredder Mill,1668.47,19.5,684.5,monsoon,36.1
Coimbatore Sorting Hub,Hydraulic Baler,939.13,21.2,1003.2,spring,19.6
Tiruppur Weaving Plant,Compactor Press,621.76,12.8,1544.6,winter,33.5
Chennai Extrusion Center,Shredder Mill,1293.07,13.6,8959.0,monsoon,34.1
Tiruppur Weaving Plant,Compactor Press,648.1,12.7,3824.2,summer,37.0
Coimbatore Sorting Hub,Shredder Mill,1243.47,14.3,526.1,spring,22.9
Salem Compressed Scrap,Compactor Press,960.83,18.3,6916.3,spring,40.0
Chennai Extrusion Center,Compactor Press,1061.51,21.0,5357.9,monsoon,27.6
Salem Compressed Scrap,Shredder Mill,330.94,2.8,6281.1,monsoon,33.9
Chennai Extrusion Center,Shredder Mill,1056.22,10.9,3677.7,summer,23.8
Salem Compressed Scrap,Hydraulic Baler,1124.55,22.1,6717.0,winter,40.8
Salem Compressed Scrap,Hydraulic Baler,949.61,19.8,2595.8,spring,35.6
Salem Compressed Scrap,Hydraulic Baler,826.26,17.0,2673.7,winter,25.3
Salem Compressed Scrap,Hydraulic Baler,735.15,12.3,8880.9,winter,24.1
Salem Compressed Scrap,Shredder Mill,1239.66,12.4,8924.2,monsoon,38.5
Chennai Extrusion Center,Shredder Mill,1479.31,16.5,5851.9,monsoon,26.5
Chennai Extrusion Center,Compactor Press,893.85,17.2,4530.1,spring,32.0
Coimbatore Sorting Hub,Hydraulic Baler,700.72,13.0,8880.1,winter,41.0
Salem Compressed Scrap,Pelletizer Extruder,452.61,3.6,2132.5,monsoon,21.6
Coimbatore Sorting Hub,Hydraulic Baler,953.73,19.9,1505.8,monsoon,39.0
Tiruppur Weaving Plant,Shredder Mill,488.14,4.9,3285.1,summer,40.3
Tiruppur Weaving Plant,Pelletizer Extruder,2057.29,16.4,4619.4,monsoon,19.9
Tiruppur Weaving Plant,Compactor Press,158.77,2.7,7626.0,spring,33.6
Tiruppur Weaving Plant,Pelletizer Extruder,1823.35,14.3,2621.9,winter,17.8
Chennai Extrusion Center,Hydraulic Baler,473.4,9.3,4238.4,summer,16.0
Salem Compressed Scrap,Pelletizer Extruder,1139.12,8.2,6476.7,summer,32.9
Salem Compressed Scrap,Pelletizer Extruder,2467.71,20.3,1999.5,monsoon,17.0
Tiruppur Weaving Plant,Compactor Press,953.76,19.9,7650.0,summer,35.8
Coimbatore Sorting Hub,Pelletizer Extruder,1771.34,13.3,9941.1,winter,22.8
Tiruppur Weaving Plant,Pelletizer Extruder,3007.38,23.7,8051.5,summer,32.8
Tiruppur Weaving Plant,Shredder Mill,912.53,10.7,1473.5,monsoon,38.1
Salem Compressed Scrap,Compactor Press,1119.89,22.8,5321.0,winter,41.2
Salem Compressed Scrap,Hydraulic Baler,302.89,5.4,1400.9,monsoon,33.7
Salem Compressed Scrap,Shredder Mill,1942.33,22.0,3293.3,spring,18.8
Coimbatore Sorting Hub,Shredder Mill,1026.58,11.2,1129.5,monsoon,18.8
Chennai Extrusion Center,Shredder Mill,1869.79,22.1,1245.9,winter,34.6
Coimbatore Sorting Hub,Pelletizer Extruder,2056.48,16.2,5464.4,spring,15.9
Salem Compressed Scrap,Shredder Mill,579.05,5.3,8324.0,monsoon,31.0
Coimbatore Sorting Hub,Hydraulic Baler,969.49,19.9,2511.6,summer,20.2
Salem Compressed Scrap,Hydraulic Baler,1051.09,22.8,1210.2,spring,31.3
Tiruppur Weaving Plant,Pelletizer Extruder,2167.03,17.6,2017.2,spring,23.1
Tiruppur Weaving Plant,Shredder Mill,1521.26,17.1,1679.9,summer,34.3
Tiruppur Weaving Plant,Compactor Press,454.44,7.9,6969.5,spring,20.9
Chennai Extrusion Center,Compactor Press,397.48,7.9,2315.0,spring,18.1
Salem Compressed Scrap,Compactor Press,989.14,21.3,509.2,monsoon,42.0
Salem Compressed Scrap,Pelletizer Extruder,2368.15,18.7,4171.3,monsoon,38.5
Tiruppur Weaving Plant,Compactor Press,785.7,14.6,4623.1,spring,37.8
Chennai Extrusion Center,Compactor Press,624.56,11.6,4968.9,summer,34.1
Tiruppur Weaving Plant,Compactor Press,896.23,17.6,6460.6,winter,21.8
Salem Compressed Scrap,Shredder Mill,379.97,3.6,2812.1,winter,32.0
Coimbatore Sorting Hub,Shredder Mill,1990.0,22.7,6238.1,summer,23.9
Chennai Extrusion Center,Shredder Mill,2176.56,23.9,8765.2,spring,30.5
Salem Compressed Scrap,Shredder Mill,237.38,2.7,1607.0,summer,15.3
Chennai Extrusion Center,Compactor Press,261.69,3.3,5043.1,spring,26.0
Coimbatore Sorting Hub,Pelletizer Extruder,2052.1,15.8,9636.6,summer,32.9
Salem Compressed Scrap,Shredder Mill,553.06,5.6,5584.8,monsoon,34.6
Tiruppur Weaving Plant,Compactor Press,222.26,5.0,854.2,winter,21.3
Chennai Extrusion Center,Pelletizer Extruder,2434.65,19.5,8408.7,winter,22.5
Salem Compressed Scrap,Hydraulic Baler,608.17,10.5,9666.5,monsoon,26.9
Chennai Extrusion Center,Pelletizer Extruder,2129.61,17.4,2172.8,monsoon,25.9
Coimbatore Sorting Hub,Hydraulic Baler,303.53,6.1,872.4,monsoon,30.5
Coimbatore Sorting Hub,Pelletizer Extruder,2060.78,17.1,4238.4,spring,16.4
Chennai Extrusion Center,Shredder Mill,271.75,3.0,831.9,spring,21.0
Salem Compressed Scrap,Hydraulic Baler,816.87,14.4,7151.2,spring,21.1
Chennai Extrusion Center,Hydraulic Baler,520.76,10.4,6047.5,summer,23.8
Coimbatore Sorting Hub,Compactor Press,436.81,6.7,8728.0,winter,35.9
Salem Compressed Scrap,Compactor Press,634.2,11.1,9354.2,winter,16.3
Salem Compressed Scrap,Compactor Press,600.07,11.1,3418.5,summer,34.1
Salem Compressed Scrap,Pelletizer Extruder,2741.82,22.0,6549.4,spring,15.3
Coimbatore Sorting Hub,Shredder Mill,2003.16,22.5,3450.0,spring,41.3
Chennai Extrusion Center,Hydraulic Baler,335.57,5.6,1820.7,monsoon,34.5
Chennai Extrusion Center,Hydraulic Baler,175.7,2.5,6143.1,winter,26.1
Chennai Extrusion Center,Hydraulic Baler,617.99,11.1,7715.5,monsoon,15.8
Chennai Extrusion Center,Pelletizer Extruder,1863.91,14.8,7207.0,spring,40.2
Chennai Extrusion Center,Hydraulic Baler,1079.76,23.1,4836.6,winter,23.2
Salem Compressed Scrap,Compactor Press,1018.1,20.7,6944.1,summer,33.6
Coimbatore Sorting Hub,Shredder Mill,1470.26,16.5,3465.3,spring,17.6
Chennai Extrusion Center,Hydraulic Baler,955.13,19.6,7391.4,winter,27.6
Salem Compressed Scrap,Hydraulic Baler,1038.5,20.1,8084.3,summer,15.3
Chennai Extrusion Center,Hydraulic Baler,695.63,13.0,9515.5,monsoon,21.1
Salem Compressed Scrap,Pelletizer Extruder,1229.31,9.4,5973.6,summer,29.5
Salem Compressed Scrap,Pelletizer Extruder,543.18,4.0,3918.8,winter,35.3
Salem Compressed Scrap,Shredder Mill,1200.6,12.7,6474.4,monsoon,25.6
Chennai Extrusion Center,Hydraulic Baler,325.3,3.9,7269.1,summer,18.2
Salem Compressed Scrap,Pelletizer Extruder,574.7,4.0,3850.1,spring,15.7
Tiruppur Weaving Plant,Pelletizer Extruder,1901.12,15.1,2471.5,monsoon,36.6
Tiruppur Weaving Plant,Compactor Press,942.61,19.2,3929.6,spring,17.6
Tiruppur Weaving Plant,Pelletizer Extruder,2845.39,23.0,3448.5,monsoon,24.1
Salem Compressed Scrap,Pelletizer Extruder,2414.93,18.5,7290.5,monsoon,26.1
Coimbatore Sorting Hub,Compactor Press,1017.06,19.9,8283.2,spring,16.2
Coimbatore Sorting Hub,Compactor Press,1086.72,22.1,5125.0,winter,31.5
Salem Compressed Scrap,Pelletizer Extruder,892.34,7.1,2087.7,summer,28.5
Coimbatore Sorting Hub,Shredder Mill,1355.0,14.8,4885.3,summer,29.3
Chennai Extrusion Center,Shredder Mill,1920.51,21.9,5364.0,summer,40.8
Coimbatore Sorting Hub,Shredder Mill,1908.17,22.0,628.8,monsoon,33.5
Tiruppur Weaving Plant,Pelletizer Extruder,444.62,3.2,5560.4,spring,36.4
Salem Compressed Scrap,Shredder Mill,1940.54,21.9,7037.6,winter,41.9
Salem Compressed Scrap,Pelletizer Extruder,1773.54,14.3,2337.6,spring,21.7
Chennai Extrusion Center,Compactor Press,320.83,5.3,2171.6,winter,16.7
Chennai Extrusion Center,Pelletizer Extruder,1800.38,14.3,3645.4,winter,29.0
Coimbatore Sorting Hub,Pelletizer Extruder,2906.4,24.0,2102.2,winter,23.0
Tiruppur Weaving Plant,Shredder Mill,1765.04,20.5,1148.0,summer,22.7
Tiruppur Weaving Plant,Hydraulic Baler,414.8,7.8,1982.1,winter,19.6
Chennai Extrusion Center,Pelletizer Extruder,579.65,3.8,5870.3,summer,34.4
Chennai Extrusion Center,Shredder Mill,1034.93,12.5,1317.1,summer,16.2
Tiruppur Weaving Plant,Shredder Mill,1827.46,20.4,8412.2,spring,15.6
Chennai Extrusion Center,Compactor Press,1138.62,21.2,9810.2,winter,17.5
Salem Compressed Scrap,Shredder Mill,844.78,8.4,9739.9,monsoon,40.9
Tiruppur Weaving Plant,Shredder Mill,1773.01,19.7,7714.4,winter,24.7
Tiruppur Weaving Plant,Hydraulic Baler,1097.89,23.9,1660.9,winter,19.0
Tiruppur Weaving Plant,Hydraulic Baler,295.53,6.7,1922.8,spring,23.1
Coimbatore Sorting Hub,Shredder Mill,1315.38,14.3,4398.0,monsoon,31.2
Chennai Extrusion Center,Hydraulic Baler,875.58,17.7,4452.8,spring,20.1
Salem Compressed Scrap,Hydraulic Baler,284.09,3.5,7162.2,winter,36.4
Coimbatore Sorting Hub,Shredder Mill,929.09,10.7,5606.6,spring,17.8
Tiruppur Weaving Plant,Hydraulic Baler,762.87,17.0,806.9,monsoon,20.9
Tiruppur Weaving Plant,Hydraulic Baler,527.94,8.5,8921.4,winter,30.5
Tiruppur Weaving Plant,Pelletizer Extruder,2643.52,22.1,673.0,monsoon,20.7
Salem Compressed Scrap,Shredder Mill,2063.95,22.0,9825.6,summer,29.9
Coimbatore Sorting Hub,Shredder Mill,826.98,9.0,2938.6,winter,30.5
Tiruppur Weaving Plant,Hydraulic Baler,1119.42,22.6,8549.0,winter,16.4
Tiruppur Weaving Plant,Hydraulic Baler,351.11,4.4,6862.6,winter,35.4
Tiruppur Weaving Plant,Compactor Press,628.96,11.4,8954.3,winter,19.8
Chennai Extrusion Center,Shredder Mill,793.82,8.9,1736.6,summer,33.8
Tiruppur Weaving Plant,Hydraulic Baler,332.21,5.1,8097.7,monsoon,24.9
Chennai Extrusion Center,Hydraulic Baler,928.44,20.3,2123.6,spring,18.9
Salem Compressed Scrap,Shredder Mill,582.32,5.2,7780.3,winter,30.6
Salem Compressed Scrap,Hydraulic Baler,837.33,15.3,8581.0,monsoon,31.7
Salem Compressed Scrap,Pelletizer Extruder,1653.38,12.8,6405.2,summer,38.4
Coimbatore Sorting Hub,Shredder Mill,342.55,2.9,4912.5,summer,30.9
Tiruppur Weaving Plant,Compactor Press,1031.76,20.9,8102.4,summer,34.1
Coimbatore Sorting Hub,Compactor Press,757.13,14.0,6914.0,summer,25.0
Salem Compressed Scrap,Hydraulic Baler,1145.72,23.9,2787.1,summer,23.7
Chennai Extrusion Center,Compactor Press,623.44,10.4,7606.0,spring,40.6
Coimbatore Sorting Hub,Hydraulic Baler,214.07,4.1,3723.5,summer,27.8
Chennai Extrusion Center,Pelletizer Extruder,716.7,5.8,682.5,winter,27.1
Tiruppur Weaving Plant,Compactor Press,964.55,18.2,7900.6,spring,17.4
Tiruppur Weaving Plant,Shredder Mill,1421.0,15.8,2247.8,winter,38.0
Coimbatore Sorting Hub,Shredder Mill,1692.84,19.4,2259.8,monsoon,31.3
Tiruppur Weaving Plant,Compactor Press,812.8,15.4,5763.2,spring,32.7
Salem Compressed Scrap,Shredder Mill,1044.78,11.3,5575.7,monsoon,38.4
Chennai Extrusion Center,Pelletizer Extruder,450.22,3.7,966.0,winter,40.0
Tiruppur Weaving Plant,Hydraulic Baler,789.99,13.5,8764.9,summer,17.4
Tiruppur Weaving Plant,Shredder Mill,1685.05,19.4,3497.6,monsoon,39.2
Coimbatore Sorting Hub,Pelletizer Extruder,2056.76,16.6,3322.7,summer,20.1
Tiruppur Weaving Plant,Shredder Mill,1843.91,21.1,5471.6,winter,36.9
Tiruppur Weaving Plant,Compactor Press,863.82,15.6,6580.3,summer,15.2
Chennai Extrusion Center,Pelletizer Extruder,2617.56,21.4,2778.8,winter,33.1
Tiruppur Weaving Plant,Pelletizer Extruder,759.45,5.4,6350.4,summer,34.5
Coimbatore Sorting Hub,Pelletizer Extruder,2130.3,16.8,6645.8,summer,25.1
Salem Compressed Scrap,Pelletizer Extruder,1235.13,9.0,7984.8,monsoon,19.3
Coimbatore Sorting Hub,Compactor Press,394.25,5.5,7782.9,winter,41.6
Tiruppur Weaving Plant,Hydraulic Baler,830.28,17.6,2566.3,monsoon,30.0
Salem Compressed Scrap,Shredder Mill,1901.8,21.6,1273.2,summer,22.2
Salem Compressed Scrap,Pelletizer Extruder,1967.68,15.7,5056.1,summer,19.9
Salem Compressed Scrap,Shredder Mill,750.59,7.1,9645.2,monsoon,34.7
Tiruppur Weaving Plant,Hydraulic Baler,510.15,7.7,7787.6,spring,39.2
Tiruppur Weaving Plant,Pelletizer Extruder,2518.17,20.9,1011.9,monsoon,17.9
Salem Compressed Scrap,Compactor Press,896.82,18.7,2554.4,spring,27.6
Tiruppur Weaving Plant,Hydraulic Baler,946.68,19.1,4237.9,winter,22.4
Salem Compressed Scrap,Hydraulic Baler,390.83,6.0,7371.1,summer,29.1
Chennai Extrusion Center,Hydraulic Baler,442.91,9.3,2164.7,summer,31.4
Salem Compressed Scrap,Pelletizer Extruder,2964.68,23.5,7778.3,monsoon,27.8
Coimbatore Sorting Hub,Shredder Mill,1336.43,14.0,4866.4,summer,30.4
Coimbatore Sorting Hub,Compactor Press,189.02,2.6,4689.8,winter,29.9
Coimbatore Sorting Hub,Shredder Mill,2066.92,23.6,3271.6,winter,35.0
Tiruppur Weaving Plant,Pelletizer Extruder,1773.07,14.7,3835.2,winter,24.9
Tiruppur Weaving Plant,Shredder Mill,1895.75,20.5,7909.7,summer,23.4
Tiruppur Weaving Plant,Shredder Mill,377.75,3.0,7083.8,spring,41.4
Coimbatore Sorting Hub,Shredder Mill,1734.3,19.0,4341.0,winter,32.4
Tiruppur Weaving Plant,Compactor Press,695.37,15.9,768.1,summer,41.6
Coimbatore Sorting Hub,Compactor Press,249.43,6.0,709.9,monsoon,29.3
Tiruppur Weaving Plant,Hydraulic Baler,476.39,7.6,9154.7,winter,29.6
Chennai Extrusion Center,Pelletizer Extruder,1444.41,11.2,6857.4,monsoon,35.7
Chennai Extrusion Center,Compactor Press,154.56,2.4,6828.9,winter,34.0
Tiruppur Weaving Plant,Hydraulic Baler,801.06,15.2,4582.9,spring,35.6
Tiruppur Weaving Plant,Pelletizer Extruder,2560.94,21.6,555.2,summer,20.9
Salem Compressed Scrap,Compactor Press,393.1,7.0,3660.8,summer,32.5
Coimbatore Sorting Hub,Compactor Press,500.64,12.5,632.8,winter,15.1
Coimbatore Sorting Hub,Compactor Press,451.42,9.8,1104.7,monsoon,27.7
Salem Compressed Scrap,Shredder Mill,1793.13,21.3,989.0,winter,42.0
Chennai Extrusion Center,Hydraulic Baler,1158.09,23.4,7084.6,spring,29.3
Tiruppur Weaving Plant,Shredder Mill,1793.54,19.5,7186.8,monsoon,35.9
Tiruppur Weaving Plant,Hydraulic Baler,594.96,11.2,6844.2,winter,40.2
Chennai Extrusion Center,Compactor Press,1096.1,21.2,8547.1,spring,39.2
Chennai Extrusion Center,Hydraulic Baler,909.69,17.9,5387.9,summer,15.6
Tiruppur Weaving Plant,Shredder Mill,528.62,4.9,9221.1,winter,28.7
Salem Compressed Scrap,Compactor Press,623.21,12.4,2232.1,winter,33.9
Chennai Extrusion Center,Shredder Mill,1729.07,18.8,6557.9,summer,36.3
Chennai Extrusion Center,Hydraulic Baler,428.12,5.3,5558.0,spring,15.7
Tiruppur Weaving Plant,Compactor Press,548.72,8.9,9578.6,monsoon,38.3
Chennai Extrusion Center,Shredder Mill,2015.6,22.9,1061.8,monsoon,31.0
Tiruppur Weaving Plant,Pelletizer Extruder,2688.48,21.3,9576.7,monsoon,17.4
Tiruppur Weaving Plant,Compactor Press,427.64,6.7,8672.0,monsoon,27.1
Salem Compressed Scrap,Shredder Mill,1993.18,22.5,5951.9,monsoon,37.1
Chennai Extrusion Center,Hydraulic Baler,864.79,17.4,4671.5,spring,18.4
Coimbatore Sorting Hub,Compactor Press,1221.28,23.0,9460.3,monsoon,17.0
Tiruppur Weaving Plant,Shredder Mill,724.87,8.4,964.4,winter,19.8
Tiruppur Weaving Plant,Hydraulic Baler,679.44,12.5,9245.5,summer,28.2
Chennai Extrusion Center,Compactor Press,945.9,18.4,8550.8,monsoon,24.3
Coimbatore Sorting Hub,Shredder Mill,865.67,10.1,1257.7,winter,29.9
Coimbatore Sorting Hub,Compactor Press,874.41,16.6,5833.0,summer,26.3
Salem Compressed Scrap,Shredder Mill,1618.84,17.1,6490.9,winter,33.9
Tiruppur Weaving Plant,Pelletizer Extruder,504.57,3.7,4571.6,monsoon,26.4
Coimbatore Sorting Hub,Compactor Press,836.33,15.9,6475.8,winter,33.4
Tiruppur Weaving Plant,Hydraulic Baler,852.91,15.4,9714.5,spring,20.1
Tiruppur Weaving Plant,Shredder Mill,722.27,7.9,4687.1,monsoon,20.2
Chennai Extrusion Center,Compactor Press,777.19,15.0,6236.3,monsoon,28.9
Tiruppur Weaving Plant,Compactor Press,868.92,14.8,9493.2,winter,25.3
Chennai Extrusion Center,Hydraulic Baler,447.89,9.7,2736.2,winter,19.9
Chennai Extrusion Center,Pelletizer Extruder,1648.58,12.0,9049.5,winter,27.9
Salem Compressed Scrap,Hydraulic Baler,798.71,15.9,5003.6,monsoon,28.5
Salem Compressed Scrap,Hydraulic Baler,453.88,9.3,800.5,spring,16.0
Tiruppur Weaving Plant,Shredder Mill,1376.6,14.4,8073.5,winter,28.3
Tiruppur Weaving Plant,Hydraulic Baler,943.4,18.8,5960.4,monsoon,23.0
Coimbatore Sorting Hub,Pelletizer Extruder,1702.09,13.4,5523.5,summer,21.0
Salem Compressed Scrap,Shredder Mill,1194.13,12.4,5789.6,summer,34.2
Chennai Extrusion Center,Shredder Mill,552.07,5.6,4149.7,spring,16.9
Salem Compressed Scrap,Pelletizer Extruder,700.77,4.8,7826.7,winter,19.4
Salem Compressed Scrap,Hydraulic Baler,979.48,21.6,1222.3,spring,35.6
Chennai Extrusion Center,Compactor Press,853.66,17.8,4857.9,winter,39.9
Tiruppur Weaving Plant,Shredder Mill,1349.55,14.9,4869.4,summer,24.9
Coimbatore Sorting Hub,Hydraulic Baler,667.16,12.0,7360.7,spring,39.9
Coimbatore Sorting Hub,Hydraulic Baler,529.34,8.7,8673.4,monsoon,40.4
Salem Compressed Scrap,Hydraulic Baler,318.71,3.9,8682.5,winter,24.1
Salem Compressed Scrap,Hydraulic Baler,778.93,15.6,5509.2,winter,24.5
Tiruppur Weaving Plant,Shredder Mill,527.83,5.5,4999.8,spring,26.3
Coimbatore Sorting Hub,Compactor Press,575.3,11.3,3058.7,monsoon,26.2
Chennai Extrusion Center,Shredder Mill,1733.27,19.6,2733.1,winter,36.9
Chennai Extrusion Center,Hydraulic Baler,846.12,17.9,1282.0,summer,38.2
Tiruppur Weaving Plant,Shredder Mill,1633.4,17.7,6284.1,spring,26.9
Salem Compressed Scrap,Compactor Press,1173.06,22.4,9756.3,summer,28.4
Tiruppur Weaving Plant,Pelletizer Extruder,2360.33,19.0,4894.0,summer,36.0
Tiruppur Weaving Plant,Pelletizer Extruder,455.79,3.8,2709.4,spring,26.8
Coimbatore Sorting Hub,Pelletizer Extruder,2757.67,22.8,1750.6,winter,24.4
Salem Compressed Scrap,Hydraulic Baler,365.18,6.6,2142.7,monsoon,15.3
Salem Compressed Scrap,Pelletizer Extruder,673.65,4.8,4030.5,summer,24.4
Tiruppur Weaving Plant,Pelletizer Extruder,1979.39,15.2,7865.6,spring,31.7
Tiruppur Weaving Plant,Shredder Mill,1242.33,13.8,3048.0,winter,34.5
Chennai Extrusion Center,Shredder Mill,1156.23,12.7,7131.7,winter,31.9
Chennai Extrusion Center,Shredder Mill,1165.48,12.3,9172.3,monsoon,29.5
Salem Compressed Scrap,Pelletizer Extruder,1578.44,12.8,2633.9,summer,28.4
Salem Compressed Scrap,Shredder Mill,2035.83,22.5,3622.3,spring,40.1
Chennai Extrusion Center,Pelletizer Extruder,1271.01,9.5,7546.7,summer,39.4
Tiruppur Weaving Plant,Pelletizer Extruder,2410.9,19.5,4638.8,summer,20.0
Tiruppur Weaving Plant,Hydraulic Baler,353.76,7.8,2686.7,summer,20.8
Tiruppur Weaving Plant,Pelletizer Extruder,2584.29,21.1,6306.9,spring,18.4
Coimbatore Sorting Hub,Pelletizer Extruder,2003.34,16.5,1113.0,monsoon,27.2
Chennai Extrusion Center,Shredder Mill,887.47,8.7,7903.4,spring,35.0
Coimbatore Sorting Hub,Compactor Press,1067.88,22.8,1056.9,spring,20.3
Salem Compressed Scrap,Shredder Mill,831.32,8.4,3989.4,summer,24.5
Chennai Extrusion Center,Shredder Mill,1916.33,21.0,3965.8,summer,21.2
Chennai Extrusion Center,Pelletizer Extruder,2261.8,17.7,7727.2,summer,32.2
Salem Compressed Scrap,Shredder Mill,2057.05,22.1,8035.8,spring,36.5
Coimbatore Sorting Hub,Pelletizer Extruder,1283.06,9.4,9151.8,summer,30.7
Chennai Extrusion Center,Pelletizer Extruder,2511.46,21.0,772.0,monsoon,26.4
Chennai Extrusion Center,Compactor Press,207.3,3.1,3242.2,summer,35.6
Chennai Extrusion Center,Compactor Press,696.92,14.9,2031.7,monsoon,29.5
Salem Compressed Scrap,Compactor Press,1098.29,21.3,6793.6,winter,40.4
Chennai Extrusion Center,Shredder Mill,1442.16,15.5,9367.4,winter,36.4
Salem Compressed Scrap,Compactor Press,1184.83,23.9,8141.1,summer,26.2
Chennai Extrusion Center,Shredder Mill,1261.19,12.6,8323.5,monsoon,37.0
Coimbatore Sorting Hub,Shredder Mill,920.34,10.6,628.9,monsoon,28.5
Tiruppur Weaving Plant,Hydraulic Baler,215.74,4.5,2012.8,spring,33.9
Salem Compressed Scrap,Compactor Press,523.45,9.8,3628.2,monsoon,34.8
Salem Compressed Scrap,Pelletizer Extruder,1357.07,9.6,8492.9,winter,25.6
Tiruppur Weaving Plant,Shredder Mill,746.2,7.1,9679.8,summer,41.6
Chennai Extrusion Center,Compactor Press,868.02,17.9,4632.2,summer,23.2
Tiruppur Weaving Plant,Compactor Press,903.63,17.8,6530.2,spring,30.3
Tiruppur Weaving Plant,Hydraulic Baler,579.19,13.0,660.8,monsoon,15.4
Coimbatore Sorting Hub,Shredder Mill,1114.87,13.0,3062.2,spring,39.3
Tiruppur Weaving Plant,Hydraulic Baler,1161.3,22.1,8845.2,spring,32.5
Salem Compressed Scrap,Shredder Mill,1567.73,18.7,1075.7,monsoon,26.9
Coimbatore Sorting Hub,Pelletizer Extruder,2280.47,18.8,1513.6,summer,17.5
Coimbatore Sorting Hub,Compactor Press,249.95,3.5,4116.3,summer,41.7
