plant,workers,shift,attendance_rate,overtime_hours,downtime_hours,productivity
Chennai Extrusion Center,53,Night,0.82,5.7,2.2,55.9
Coimbatore Sorting Hub,76,Morning,0.82,0.0,2.5,58.4
Chennai Extrusion Center,107,Afternoon,0.94,5.5,1.1,73.3
Coimbatore Sorting Hub,117,Night,0.75,9.1,0.8,67.8
Coimbatore Sorting Hub,39,Night,0.75,2.5,0.1,68.6
Coimbatore Sorting Hub,78,Night,0.78,4.4,2.6,62.0
Salem Compressed Scrap,61,Morning,0.87,4.9,2.6,64.0
Salem Compressed Scrap,108,Morning,0.84,8.8,3.3,52.0
Salem Compressed Scrap,20,Morning,0.71,7.4,1.9,49.7
Chennai Extrusion Center,69,Morning,0.92,9.9,2.6,66.9
Coimbatore Sorting Hub,10,Night,0.7,6.8,1.1,54.6
Salem Compressed Scrap,25,Night,0.93,2.2,2.0,75.2
Chennai Extrusion Center,126,Morning,0.77,8.0,0.8,59.8
Chennai Extrusion Center,139,Morning,0.85,1.5,1.9,69.1
Tiruppur Weaving Plant,139,Morning,0.89,1.6,3.9,61.9
Chennai Extrusion Center,107,Night,0.93,6.7,1.2,80.2
Chennai Extrusion Center,98,Afternoon,0.88,5.3,1.5,74.9
Salem Compressed Scrap,129,Morning,0.81,6.4,0.5,57.7
Salem Compressed Scrap,27,Night,0.92,3.2,2.0,71.4
Tiruppur Weaving Plant,107,Night,0.98,10.0,2.4,71.4
Coimbatore Sorting Hub,116,Afternoon,0.82,6.1,1.8,63.8
Salem Compressed Scrap,129,Afternoon,0.84,4.8,1.3,71.0
Salem Compressed Scrap,42,Morning,0.7,5.3,1.7,54.5
Tiruppur Weaving Plant,94,Morning,0.82,0.6,1.6,69.1
Salem Compressed Scrap,60,Morning,0.81,1.4,0.5,62.3
Tiruppur Weaving Plant,28,Afternoon,0.81,7.8,1.3,72.8
Coimbatore Sorting Hub,89,Morning,0.86,1.4,0.8,73.3
Tiruppur Weaving Plant,56,Night,0.97,7.0,0.6,73.7
Tiruppur Weaving Plant,82,Night,0.81,4.3,3.2,53.0
Coimbatore Sorting Hub,25,Night,0.7,0.1,1.5,48.2
Chennai Extrusion Center,32,Night,0.86,8.2,3.5,60.1
Tiruppur Weaving Plant,144,Night,0.9,5.1,2.8,66.9
Salem Compressed Scrap,89,Morning,0.73,9.0,2.5,48.6
Tiruppur Weaving Plant,14,Night,0.86,9.3,1.9,62.6
Salem Compressed Scrap,55,Afternoon,0.71,3.3,2.8,45.2
Chennai Extrusion Center,107,Night,0.97,5.1,2.6,74.0
Chennai Extrusion Center,69,Morning,0.89,6.4,1.6,79.8
Chennai Extrusion Center,66,Night,0.81,5.2,3.1,54.9
Salem Compressed Scrap,31,Night,0.73,4.9,2.5,45.5
Salem Compressed Scrap,27,Night,0.82,7.3,3.7,46.8
Salem Compressed Scrap,20,Afternoon,0.71,8.3,2.2,62.4
Coimbatore Sorting Hub,14,Afternoon,0.73,7.3,2.4,53.9
Chennai Extrusion Center,69,Morning,0.94,6.8,3.6,60.0
Coimbatore Sorting Hub,149,Afternoon,0.71,0.6,0.3,60.5
Coimbatore Sorting Hub,88,Afternoon,0.81,1.1,2.9,48.9
Salem Compressed Scrap,121,Night,0.81,6.4,1.1,61.5
Tiruppur Weaving Plant,53,Morning,0.85,5.9,3.4,57.4
Tiruppur Weaving Plant,45,Afternoon,0.95,1.7,2.8,66.3
Tiruppur Weaving Plant,27,Afternoon,0.71,3.9,0.3,47.2
Tiruppur Weaving Plant,36,Morning,0.81,7.6,1.5,60.3
Tiruppur Weaving Plant,76,Morning,0.83,5.6,3.8,56.3
Tiruppur Weaving Plant,15,Night,0.78,7.0,3.8,50.7
Chennai Extrusion Center,93,Afternoon,0.96,7.5,2.0,85.6
Chennai Extrusion Center,27,Night,0.7,1.7,2.0,47.9
Coimbatore Sorting Hub,28,Afternoon,0.87,1.5,1.1,64.7
Tiruppur Weaving Plant,92,Night,0.8,9.9,1.2,64.4
Salem Compressed Scrap,98,Afternoon,0.95,1.9,2.8,52.6
Chennai Extrusion Center,74,Afternoon,0.9,1.3,2.0,63.8
Tiruppur Weaving Plant,137,Morning,0.86,8.1,2.6,62.2
Tiruppur Weaving Plant,39,Night,0.73,6.3,1.1,63.2
Coimbatore Sorting Hub,84,Morning,0.91,1.2,2.4,68.4
Salem Compressed Scrap,89,Morning,0.71,8.8,3.2,51.2
Coimbatore Sorting Hub,111,Night,0.9,4.6,0.6,68.9
Coimbatore Sorting Hub,144,Morning,0.83,9.7,2.9,59.6
Coimbatore Sorting Hub,10,Morning,0.73,1.4,2.9,48.5
Coimbatore Sorting Hub,125,Night,0.93,8.8,1.0,83.1
Coimbatore Sorting Hub,69,Afternoon,0.83,1.3,1.4,70.2
Tiruppur Weaving Plant,84,Morning,0.75,4.1,0.3,63.9
Coimbatore Sorting Hub,114,Afternoon,0.8,5.1,2.8,62.8
Salem Compressed Scrap,143,Morning,0.71,6.7,3.4,47.4
Tiruppur Weaving Plant,82,Afternoon,1.0,2.6,0.5,90.0
Salem Compressed Scrap,14,Morning,0.79,3.0,1.9,55.1
Chennai Extrusion Center,18,Night,0.88,1.2,0.7,77.9
Salem Compressed Scrap,19,Night,0.85,9.5,0.8,74.6
Coimbatore Sorting Hub,36,Morning,0.91,8.3,1.1,79.2
Tiruppur Weaving Plant,59,Morning,0.92,0.8,2.3,70.0
Coimbatore Sorting Hub,44,Afternoon,0.87,8.2,2.9,61.3
Tiruppur Weaving Plant,102,Afternoon,0.96,2.0,3.9,64.1
Salem Compressed Scrap,63,Night,0.71,4.5,2.4,55.1
Chennai Extrusion Center,100,Afternoon,0.89,1.2,2.0,62.7
Tiruppur Weaving Plant,49,Afternoon,0.76,7.1,1.1,64.9
Salem Compressed Scrap,58,Afternoon,0.78,6.1,0.5,64.5
Tiruppur Weaving Plant,69,Afternoon,0.95,2.3,3.3,69.4
Coimbatore Sorting Hub,122,Morning,0.75,9.0,3.8,42.9
Salem Compressed Scrap,142,Night,0.76,0.1,1.9,47.3
Chennai Extrusion Center,66,Afternoon,0.77,2.1,2.2,53.0
Tiruppur Weaving Plant,139,Afternoon,0.8,9.9,1.0,56.3
Salem Compressed Scrap,122,Morning,0.77,4.7,3.2,48.9
Tiruppur Weaving Plant,33,Afternoon,0.75,5.0,0.4,64.6
Coimbatore Sorting Hub,92,Night,0.72,0.8,1.2,58.1
Chennai Extrusion Center,14,Morning,0.82,4.8,0.4,68.5
Salem Compressed Scrap,81,Afternoon,0.94,4.8,2.6,62.1
Chennai Extrusion Center,89,Afternoon,0.97,7.8,1.3,80.5
Salem Compressed Scrap,88,Night,0.98,5.7,3.7,63.5
Tiruppur Weaving Plant,51,Night,0.82,0.6,1.5,65.8
Coimbatore Sorting Hub,131,Morning,0.74,1.2,3.7,44.1
Tiruppur Weaving Plant,32,Morning,0.73,2.1,1.5,52.6
Chennai Extrusion Center,97,Night,0.98,5.6,2.6,76.6
Chennai Extrusion Center,40,Morning,0.75,0.5,1.6,58.2
Coimbatore Sorting Hub,134,Afternoon,0.86,0.3,0.2,74.9
Salem Compressed Scrap,33,Night,0.91,7.4,0.4,73.8
Chennai Extrusion Center,112,Afternoon,0.82,5.7,1.7,66.4
Coimbatore Sorting Hub,118,Morning,0.94,6.5,2.3,66.3
Salem Compressed Scrap,133,Morning,0.72,9.6,1.0,66.2
Chennai Extrusion Center,53,Morning,0.81,5.4,3.2,53.3
Chennai Extrusion Center,101,Morning,0.79,0.4,0.6,70.0
Tiruppur Weaving Plant,112,Night,0.86,2.0,2.2,62.0
Coimbatore Sorting Hub,33,Afternoon,0.74,7.2,0.7,56.0
Chennai Extrusion Center,41,Night,0.8,0.9,1.6,51.7
Chennai Extrusion Center,107,Morning,0.89,7.6,2.9,70.1
Chennai Extrusion Center,105,Afternoon,0.88,5.1,0.0,80.3
Tiruppur Weaving Plant,145,Afternoon,0.8,9.3,2.3,60.8
Coimbatore Sorting Hub,84,Afternoon,0.85,5.4,0.1,69.8
Chennai Extrusion Center,20,Morning,0.84,2.7,2.9,52.9
Tiruppur Weaving Plant,148,Night,0.97,4.5,3.1,70.9
Salem Compressed Scrap,50,Afternoon,0.78,8.1,3.8,54.1
Coimbatore Sorting Hub,112,Morning,0.87,2.0,3.2,60.5
Tiruppur Weaving Plant,113,Night,0.95,1.4,0.1,80.5
Coimbatore Sorting Hub,19,Afternoon,0.95,7.1,0.5,84.4
Tiruppur Weaving Plant,17,Morning,0.91,1.4,1.0,74.2
Coimbatore Sorting Hub,49,Afternoon,0.88,7.5,0.8,79.3
Tiruppur Weaving Plant,31,Night,0.83,7.2,3.6,61.6
Salem Compressed Scrap,107,Morning,0.98,9.5,1.9,69.9
Chennai Extrusion Center,72,Morning,0.97,8.3,1.8,72.9
Chennai Extrusion Center,106,Night,0.81,1.1,3.9,44.9
Tiruppur Weaving Plant,141,Night,1.0,4.3,1.9,77.6
Salem Compressed Scrap,98,Night,0.7,0.8,2.3,56.0
Coimbatore Sorting Hub,133,Morning,0.83,1.6,2.0,53.4
Chennai Extrusion Center,107,Night,0.97,9.1,1.8,74.1
Chennai Extrusion Center,15,Night,0.94,8.7,3.9,70.1
Tiruppur Weaving Plant,27,Night,0.81,1.8,2.7,55.8
Coimbatore Sorting Hub,115,Morning,0.83,4.1,2.0,63.0
Tiruppur Weaving Plant,81,Night,0.71,0.6,3.8,38.1
Tiruppur Weaving Plant,94,Morning,0.72,3.7,2.9,46.3
Salem Compressed Scrap,149,Afternoon,0.74,0.2,1.8,52.8
Coimbatore Sorting Hub,62,Morning,0.91,0.1,1.3,74.3
Salem Compressed Scrap,94,Morning,0.92,0.4,2.7,66.7
Tiruppur Weaving Plant,44,Morning,0.98,1.8,0.3,82.7
Coimbatore Sorting Hub,79,Afternoon,0.78,3.8,2.6,58.8
Coimbatore Sorting Hub,10,Night,0.79,1.1,0.3,64.1
Chennai Extrusion Center,149,Night,0.74,4.6,0.7,72.4
Chennai Extrusion Center,60,Afternoon,0.83,8.9,2.5,59.5
Coimbatore Sorting Hub,110,Night,0.71,3.2,2.3,52.4
Tiruppur Weaving Plant,85,Morning,0.86,6.7,3.2,68.1
Salem Compressed Scrap,124,Morning,0.71,2.3,0.1,55.8
Chennai Extrusion Center,37,Morning,0.73,4.0,0.8,57.3
Tiruppur Weaving Plant,59,Morning,0.93,7.8,0.9,79.7
Coimbatore Sorting Hub,13,Night,0.92,3.0,0.7,69.2
Tiruppur Weaving Plant,133,Night,0.88,3.6,0.1,74.2
Chennai Extrusion Center,17,Night,0.72,2.0,1.8,50.3
Salem Compressed Scrap,77,Night,0.9,4.6,3.3,67.1
Tiruppur Weaving Plant,99,Night,1.0,4.3,0.7,79.2
Tiruppur Weaving Plant,47,Morning,0.94,6.6,2.1,73.2
Tiruppur Weaving Plant,88,Morning,0.85,7.7,0.9,67.7
Chennai Extrusion Center,25,Night,0.74,3.5,0.2,61.9
Chennai Extrusion Center,75,Afternoon,0.73,4.0,3.3,45.9
Tiruppur Weaving Plant,77,Afternoon,0.98,4.5,1.5,83.6
Coimbatore Sorting Hub,16,Morning,0.99,1.5,3.0,68.9
Salem Compressed Scrap,61,Night,0.81,2.4,0.3,72.7
Tiruppur Weaving Plant,77,Night,0.79,4.5,1.3,62.9
Coimbatore Sorting Hub,145,Morning,0.72,10.0,2.8,48.6
Tiruppur Weaving Plant,119,Morning,0.77,2.6,1.2,57.4
Coimbatore Sorting Hub,105,Afternoon,0.73,6.8,3.1,37.9
Salem Compressed Scrap,36,Morning,0.99,7.7,0.8,83.0
Chennai Extrusion Center,54,Night,0.8,9.3,0.5,72.7
Tiruppur Weaving Plant,36,Afternoon,0.72,3.4,1.8,58.4
Chennai Extrusion Center,15,Night,0.98,1.0,1.3,87.6
Chennai Extrusion Center,26,Morning,0.88,0.4,0.5,71.8
Chennai Extrusion Center,34,Night,0.8,8.4,2.6,62.9
Salem Compressed Scrap,140,Night,0.98,2.2,2.9,76.4
Chennai Extrusion Center,144,Morning,0.73,6.6,2.3,49.7
Chennai Extrusion Center,68,Afternoon,0.75,9.6,0.9,67.6
Salem Compressed Scrap,37,Afternoon,0.88,3.8,1.4,71.0
Salem Compressed Scrap,90,Night,0.72,0.5,3.5,50.3
Salem Compressed Scrap,132,Night,0.85,9.7,3.8,56.5
Coimbatore Sorting Hub,149,Afternoon,0.76,7.6,2.8,54.4
Tiruppur Weaving Plant,49,Night,0.97,9.1,1.7,78.8
Tiruppur Weaving Plant,69,Afternoon,0.75,5.4,2.0,53.3
Chennai Extrusion Center,112,Night,0.73,4.6,3.4,51.2
Tiruppur Weaving Plant,107,Morning,0.8,9.0,2.0,57.3
Tiruppur Weaving Plant,101,Morning,0.71,0.3,2.4,51.7
Tiruppur Weaving Plant,140,Night,0.91,9.5,1.3,78.5
Coimbatore Sorting Hub,29,Morning,0.74,3.7,3.2,43.5
Tiruppur Weaving Plant,43,Morning,0.93,9.3,2.4,71.4
Tiruppur Weaving Plant,13,Afternoon,0.75,9.7,1.5,57.3
Salem Compressed Scrap,16,Night,1.0,6.6,3.2,82.8
Coimbatore Sorting Hub,11,Morning,0.76,3.1,3.1,55.0
Salem Compressed Scrap,27,Morning,0.78,2.0,2.1,55.9
Tiruppur Weaving Plant,23,Afternoon,0.99,4.3,0.8,84.7
Salem Compressed Scrap,146,Night,0.93,5.5,2.2,74.3
Tiruppur Weaving Plant,130,Morning,0.77,5.0,3.2,58.5
Salem Compressed Scrap,118,Afternoon,0.74,4.0,3.0,49.8
Tiruppur Weaving Plant,127,Night,0.99,3.1,3.6,63.7
Salem Compressed Scrap,76,Afternoon,0.71,9.8,0.6,58.7
Chennai Extrusion Center,44,Morning,0.91,5.1,0.6,74.9
Coimbatore Sorting Hub,137,Night,0.99,5.0,2.5,76.7
Coimbatore Sorting Hub,122,Morning,0.84,4.4,3.4,56.1
Coimbatore Sorting Hub,76,Morning,1.0,1.1,2.4,79.4
Chennai Extrusion Center,116,Morning,0.92,7.4,3.1,72.5
Chennai Extrusion Center,22,Morning,0.9,5.1,0.6,75.3
Tiruppur Weaving Plant,135,Morning,0.71,2.8,2.0,60.3
Tiruppur Weaving Plant,114,Afternoon,0.8,7.0,0.5,74.2
Tiruppur Weaving Plant,45,Afternoon,0.84,2.7,1.5,62.6
Tiruppur Weaving Plant,108,Night,0.81,7.9,3.0,56.4
Salem Compressed Scrap,17,Morning,0.76,7.8,1.1,60.5
Coimbatore Sorting Hub,23,Afternoon,0.89,3.3,2.5,60.1
Tiruppur Weaving Plant,64,Night,0.82,5.9,2.3,64.5
Tiruppur Weaving Plant,123,Morning,0.93,6.1,2.0,77.6
Chennai Extrusion Center,115,Afternoon,0.77,6.1,2.5,52.0
Tiruppur Weaving Plant,85,Night,0.95,8.0,0.6,66.9
Coimbatore Sorting Hub,83,Night,0.95,3.2,1.8,67.7
Coimbatore Sorting Hub,45,Afternoon,0.86,6.6,2.0,59.6
Coimbatore Sorting Hub,55,Night,0.81,8.3,2.0,63.0
Chennai Extrusion Center,40,Morning,0.95,2.1,2.8,59.4
Chennai Extrusion Center,102,Night,0.94,6.2,3.4,68.0
Salem Compressed Scrap,76,Afternoon,0.86,0.4,0.1,79.6
Tiruppur Weaving Plant,57,Morning,0.88,10.0,3.9,59.1
Coimbatore Sorting Hub,41,Night,0.96,2.2,2.0,73.3
Tiruppur Weaving Plant,95,Night,0.91,8.0,0.7,80.5
Chennai Extrusion Center,55,Morning,0.93,9.9,0.2,89.3
Chennai Extrusion Center,74,Night,0.81,5.5,2.8,57.5
Coimbatore Sorting Hub,80,Morning,0.8,0.0,2.2,67.0
Chennai Extrusion Center,139,Morning,0.81,8.5,1.3,64.9
Chennai Extrusion Center,84,Night,0.78,8.9,0.3,68.7
Chennai Extrusion Center,106,Night,0.91,9.7,3.2,66.0
Tiruppur Weaving Plant,128,Morning,0.81,3.4,3.0,52.6
Salem Compressed Scrap,81,Night,0.92,5.8,3.3,62.0
Tiruppur Weaving Plant,71,Afternoon,0.7,9.1,2.5,48.7
Coimbatore Sorting Hub,61,Morning,0.85,8.9,1.8,68.8
Tiruppur Weaving Plant,107,Night,0.98,7.4,1.2,78.8
Tiruppur Weaving Plant,92,Night,0.7,3.6,0.7,48.7
Salem Compressed Scrap,45,Night,0.96,5.2,3.1,70.4
Tiruppur Weaving Plant,50,Afternoon,0.88,7.4,0.1,71.2
Coimbatore Sorting Hub,142,Morning,0.89,3.4,2.8,58.3
Chennai Extrusion Center,63,Afternoon,0.94,9.5,3.7,70.6
Salem Compressed Scrap,56,Afternoon,0.84,1.9,0.4,69.6
Chennai Extrusion Center,119,Night,0.74,9.3,4.0,57.0
Chennai Extrusion Center,65,Morning,0.86,0.9,1.9,57.3
Coimbatore Sorting Hub,27,Afternoon,0.76,2.6,1.1,57.4
Coimbatore Sorting Hub,56,Afternoon,0.78,8.2,3.9,50.3
Salem Compressed Scrap,139,Morning,0.87,9.0,3.5,51.3
Coimbatore Sorting Hub,102,Morning,0.73,9.5,1.1,51.7
Salem Compressed Scrap,125,Night,0.75,6.6,1.8,50.5
Coimbatore Sorting Hub,77,Morning,0.91,7.2,1.3,70.0
Coimbatore Sorting Hub,10,Morning,0.92,0.2,0.6,79.0
Coimbatore Sorting Hub,54,Night,0.87,6.5,3.5,55.4
Chennai Extrusion Center,22,Morning,0.99,6.9,3.9,56.9
Chennai Extrusion Center,103,Morning,0.92,2.5,3.8,55.3
Tiruppur Weaving Plant,62,Afternoon,0.72,1.5,3.0,43.8
Salem Compressed Scrap,52,Morning,0.75,5.5,1.6,54.8
Chennai Extrusion Center,79,Night,0.97,9.1,0.4,92.4
Coimbatore Sorting Hub,80,Afternoon,0.93,1.8,1.0,68.7
Coimbatore Sorting Hub,95,Afternoon,0.82,0.6,3.5,65.8
Coimbatore Sorting Hub,45,Night,0.89,5.8,0.5,78.0
Chennai Extrusion Center,117,Night,0.85,9.2,1.9,65.9
Chennai Extrusion Center,141,Night,0.85,2.5,1.9,62.9
Coimbatore Sorting Hub,31,Night,0.89,6.9,2.0,74.4
Salem Compressed Scrap,60,Night,0.84,0.7,2.7,55.2
Coimbatore Sorting Hub,47,Night,0.76,5.9,3.0,53.0
Tiruppur Weaving Plant,25,Afternoon,0.77,7.6,2.9,52.2
Coimbatore Sorting Hub,60,Afternoon,0.97,1.1,1.8,74.1
Salem Compressed Scrap,50,Night,0.92,5.8,2.0,69.9
Coimbatore Sorting Hub,79,Night,0.97,6.9,1.0,79.2
Salem Compressed Scrap,99,Afternoon,0.96,3.4,3.4,70.7
Salem Compressed Scrap,72,Morning,0.76,4.1,0.7,55.5
Chennai Extrusion Center,113,Night,0.72,6.6,1.1,72.9
Salem Compressed Scrap,95,Night,0.85,6.7,1.1,58.5
Coimbatore Sorting Hub,133,Morning,0.9,2.2,3.9,59.6
Chennai Extrusion Center,41,Night,0.82,0.2,3.6,57.5
Chennai Extrusion Center,47,Morning,0.94,6.5,3.4,66.1
Coimbatore Sorting Hub,115,Afternoon,0.72,0.8,3.0,54.8
Tiruppur Weaving Plant,134,Night,0.72,8.9,0.7,59.4
Tiruppur Weaving Plant,141,Night,0.78,9.9,0.3,67.0
Salem Compressed Scrap,132,Morning,0.97,1.1,0.8,91.5
Salem Compressed Scrap,134,Morning,0.74,0.0,3.7,48.0
Coimbatore Sorting Hub,104,Morning,0.82,7.1,2.3,61.7
Salem Compressed Scrap,134,Afternoon,0.93,9.6,1.0,79.8
Tiruppur Weaving Plant,30,Afternoon,0.99,0.1,3.0,74.6
Tiruppur Weaving Plant,68,Afternoon,0.98,4.8,4.0,63.1
Coimbatore Sorting Hub,80,Night,0.72,0.9,2.6,49.3
Tiruppur Weaving Plant,81,Afternoon,0.99,6.6,2.1,80.9
Chennai Extrusion Center,89,Afternoon,0.9,0.9,3.6,52.8
Chennai Extrusion Center,19,Night,0.98,1.1,0.4,82.0
Salem Compressed Scrap,124,Afternoon,0.84,3.9,3.7,60.4
Salem Compressed Scrap,70,Afternoon,0.97,7.9,3.0,68.6
Tiruppur Weaving Plant,117,Night,0.73,6.6,3.7,44.0
Coimbatore Sorting Hub,21,Morning,0.8,4.6,1.1,63.2
Salem Compressed Scrap,45,Night,0.93,4.1,3.3,63.5
Chennai Extrusion Center,11,Morning,0.84,2.8,0.7,74.8
Chennai Extrusion Center,137,Afternoon,0.95,6.8,3.4,67.4
Chennai Extrusion Center,110,Morning,0.98,4.5,3.9,60.2
Salem Compressed Scrap,17,Morning,0.82,9.4,2.1,59.5
Salem Compressed Scrap,121,Afternoon,0.97,8.8,3.9,71.7
Coimbatore Sorting Hub,27,Night,0.76,2.9,3.6,53.4
Chennai Extrusion Center,71,Afternoon,0.91,5.3,2.7,64.0
Chennai Extrusion Center,24,Morning,0.74,2.3,2.6,53.0
Coimbatore Sorting Hub,20,Morning,0.77,3.0,0.5,67.3
Salem Compressed Scrap,50,Morning,0.94,7.4,3.6,61.8
Coimbatore Sorting Hub,144,Afternoon,0.76,3.7,2.1,55.6
Salem Compressed Scrap,144,Night,0.97,3.8,1.6,74.9
Salem Compressed Scrap,126,Afternoon,0.92,0.2,2.7,71.1
Chennai Extrusion Center,92,Afternoon,0.86,2.7,2.7,47.4
Chennai Extrusion Center,147,Night,0.74,9.6,1.8,65.4
Tiruppur Weaving Plant,135,Night,0.94,7.7,0.1,84.5
Salem Compressed Scrap,44,Night,0.87,7.2,0.5,71.6
Coimbatore Sorting Hub,36,Night,0.74,8.7,1.4,68.4
Salem Compressed Scrap,114,Afternoon,0.82,0.4,1.5,64.9
Salem Compressed Scrap,43,Night,0.76,9.5,2.4,59.3
Salem Compressed Scrap,69,Afternoon,0.98,0.3,3.9,62.8
Tiruppur Weaving Plant,55,Night,0.94,2.2,2.6,72.4
Chennai Extrusion Center,144,Afternoon,1.0,10.0,3.4,77.9
Chennai Extrusion Center,103,Morning,0.74,7.2,1.7,59.6
Chennai Extrusion Center,18,Morning,0.71,1.5,0.5,57.2
Salem Compressed Scrap,98,Morning,0.71,7.5,2.6,48.9
Salem Compressed Scrap,140,Night,0.99,2.9,0.9,79.4
Coimbatore Sorting Hub,40,Morning,0.82,3.3,1.1,71.6
Salem Compressed Scrap,15,Night,0.88,6.4,2.9,66.2
Chennai Extrusion Center,128,Night,0.94,2.3,3.9,67.4
Coimbatore Sorting Hub,11,Night,0.95,9.5,0.6,94.9
Coimbatore Sorting Hub,130,Morning,0.91,4.0,1.7,70.1
Coimbatore Sorting Hub,80,Night,0.92,5.5,1.3,80.2
Tiruppur Weaving Plant,122,Night,0.99,7.8,2.3,77.7
Tiruppur Weaving Plant,111,Afternoon,0.99,10.0,1.9,78.5
Chennai Extrusion Center,38,Afternoon,0.89,2.8,3.5,61.8
Tiruppur Weaving Plant,54,Night,0.79,0.9,3.4,54.2
Chennai Extrusion Center,112,Afternoon,0.85,6.4,2.3,64.5
Tiruppur Weaving Plant,40,Night,0.89,8.0,3.1,66.1
Coimbatore Sorting Hub,65,Night,0.9,10.0,0.1,74.6
Salem Compressed Scrap,90,Morning,0.93,2.3,1.2,77.4
Tiruppur Weaving Plant,141,Afternoon,0.82,2.7,0.1,62.5
Salem Compressed Scrap,118,Afternoon,0.79,0.4,3.0,58.8
Chennai Extrusion Center,17,Afternoon,0.93,5.8,1.1,71.3
Salem Compressed Scrap,95,Afternoon,0.95,0.0,3.0,60.6
Tiruppur Weaving Plant,57,Night,0.94,1.3,2.4,73.8
Salem Compressed Scrap,119,Night,0.73,6.5,1.6,48.8
Coimbatore Sorting Hub,22,Morning,0.91,7.8,1.1,77.2
Tiruppur Weaving Plant,81,Night,0.86,8.7,1.1,71.1
Salem Compressed Scrap,91,Night,0.96,1.2,2.0,75.4
Coimbatore Sorting Hub,63,Night,0.81,6.7,3.8,51.6
Chennai Extrusion Center,40,Night,0.78,3.6,3.5,47.0
Tiruppur Weaving Plant,134,Morning,0.8,9.3,2.0,56.0
Salem Compressed Scrap,65,Night,0.98,5.2,0.8,89.3
Chennai Extrusion Center,75,Morning,0.94,6.7,0.2,88.7
Chennai Extrusion Center,42,Morning,0.71,2.5,0.4,53.8
Salem Compressed Scrap,49,Afternoon,0.9,6.2,2.0,71.6
Tiruppur Weaving Plant,146,Morning,0.73,9.8,0.6,67.0
Salem Compressed Scrap,114,Morning,0.72,1.5,0.2,64.7
Chennai Extrusion Center,34,Night,0.9,10.0,0.6,75.8
Salem Compressed Scrap,43,Morning,0.99,1.8,2.0,70.5
Salem Compressed Scrap,110,Afternoon,0.86,1.5,2.5,53.1
Chennai Extrusion Center,109,Night,0.83,6.3,1.5,66.3
Chennai Extrusion Center,114,Afternoon,0.86,2.7,4.0,55.3
Chennai Extrusion Center,16,Morning,0.9,8.5,0.0,83.4
Chennai Extrusion Center,70,Morning,0.86,7.6,3.1,54.7
Chennai Extrusion Center,40,Afternoon,1.0,6.4,2.9,71.7
Coimbatore Sorting Hub,149,Afternoon,0.73,1.9,4.0,37.1
Tiruppur Weaving Plant,131,Night,0.74,2.3,1.7,51.8
Chennai Extrusion Center,70,Morning,0.9,0.4,1.8,69.5
Coimbatore Sorting Hub,60,Night,0.99,4.0,2.5,64.5
Chennai Extrusion Center,141,Afternoon,0.92,0.8,2.4,65.7
Tiruppur Weaving Plant,13,Morning,0.79,6.8,2.7,51.8
Coimbatore Sorting Hub,114,Afternoon,0.92,4.9,3.0,60.9
Tiruppur Weaving Plant,145,Night,0.8,1.9,2.9,48.7
Tiruppur Weaving Plant,85,Afternoon,0.75,1.6,0.3,56.5
Chennai Extrusion Center,114,Morning,0.95,5.7,0.6,79.2
Chennai Extrusion Center,40,Morning,0.9,5.1,1.0,66.2
Tiruppur Weaving Plant,148,Morning,0.84,1.6,0.4,72.7
Coimbatore Sorting Hub,63,Morning,0.84,9.2,1.7,58.9
Salem Compressed Scrap,138,Afternoon,0.79,8.1,0.7,61.9
Salem Compressed Scrap,99,Morning,0.9,4.2,0.4,72.9
Chennai Extrusion Center,36,Morning,0.81,3.6,1.1,58.9
Salem Compressed Scrap,78,Afternoon,0.85,6.9,3.8,50.1
Salem Compressed Scrap,123,Afternoon,0.74,3.0,1.9,49.4
Salem Compressed Scrap,63,Afternoon,0.78,0.4,2.8,56.1
Salem Compressed Scrap,57,Morning,0.72,0.0,1.5,62.1
Salem Compressed Scrap,26,Afternoon,0.75,8.5,3.5,56.4
Coimbatore Sorting Hub,127,Morning,0.88,2.0,1.7,68.8
Salem Compressed Scrap,61,Morning,0.74,1.5,3.3,55.8
Salem Compressed Scrap,121,Afternoon,0.85,4.6,1.6,64.0
Tiruppur Weaving Plant,13,Morning,0.71,4.1,2.9,53.3
Chennai Extrusion Center,21,Night,0.91,2.6,2.4,64.3
Coimbatore Sorting Hub,101,Afternoon,0.99,4.3,1.6,88.0
Chennai Extrusion Center,128,Afternoon,0.87,3.3,0.5,71.8
Salem Compressed Scrap,133,Morning,0.83,4.6,2.0,62.3
Coimbatore Sorting Hub,126,Afternoon,0.86,2.8,2.0,56.2
Salem Compressed Scrap,115,Morning,0.75,2.4,1.9,53.3
Chennai Extrusion Center,116,Night,0.84,5.0,1.7,64.6
Chennai Extrusion Center,138,Morning,0.78,1.6,1.6,46.2
Salem Compressed Scrap,37,Morning,0.95,1.2,0.5,72.2
Coimbatore Sorting Hub,105,Morning,1.0,4.2,0.8,76.3
Salem Compressed Scrap,71,Night,0.8,4.3,1.4,56.6
Coimbatore Sorting Hub,137,Night,0.82,1.0,3.0,59.9
Chennai Extrusion Center,16,Night,0.98,0.2,4.0,64.4
Chennai Extrusion Center,84,Morning,0.97,6.1,1.8,85.2
Coimbatore Sorting Hub,24,Afternoon,0.71,5.5,2.3,46.9
Salem Compressed Scrap,40,Morning,0.85,5.0,0.2,72.7
Chennai Extrusion Center,64,Night,0.92,2.9,2.5,64.4
